Team		Record		Δ	Rat		Pwr		Off		Def		HFA	SoS		
MD E Shore	Mid-Eastern AC	18-15	0.54545	-13	215	1.25678	208	23.5103	164	83.2694	241	12.9447	2.25911	251	22.7836	
Bryant	Northeast	16-15	0.51613	+2	216	1.2517	239	21.0798	224	80.7406	239	13.0457	3.19343	232	23.3601	
Cornell	Ivy League	13-17	0.43333	+2	217	1.25054	204	23.7225	282	77.9192	108	18.5078	2.43526	187	24.6451	
Fordham	Atlantic 10	10-21	0.32258	-5	218	1.25013	195	24.0397	196	81.9488	200	14.7962	3.66441	105	28.1984	
East Carolina	American Athletic	14-19	0.42424	-4	219	1.23859	225	22.2579	240	79.914	195	15.0475	4.37445	193	24.5093	
UC Riverside	Big West	14-17	0.45161	+4	220	1.22799	221	22.6078	241	79.8897	182	15.4206	4.70349	170	25.0765	
Houston	American Athletic	13-19	0.40625	-1	221	1.21311	214	23.2145	235	80.1589	175	15.7594	3.08187	172	25.0451	
W Carolina	Southern	15-17	0.46875	+3	222	1.21262	230	21.8532	168	83.0917	269	11.4645	2.34544	250	22.8229	
Texas St	Sun Belt	14-17	0.45161	+3	223	1.211	218	22.9458	338	72.6025	37	23.0462	2.83278	230	23.4811	
Incarnate Word	Southland	18-11	0.62069	-1	224	1.20981	232	21.5546	58	88.2994	337	5.96024	3.32128	322	19.9973	
S Illinois	Missouri Val	12-21	0.36364	+19	225	1.20407	211	23.3344	301	76.2499	92	19.7911	4.31088	139	26.3555	
Delaware St	Mid-Eastern AC	18-18	0.5	-10	226	1.19936	249	20.5285	158	83.4036	303	9.83001	0.900646	295	21.3604	
St Francis PA	Northeast	16-16	0.5		227	1.19839	222	22.5288	283	77.8913	131	17.3413	3.04107	248	22.8642	
Quinnipiac	Metro Atlantic	15-15	0.5	+15	228	1.19769	209	23.4566	130	84.4909	263	11.6677	3.50588	231	23.3951	
Mt St Mary's	Northeast	15-15	0.5	+1	229	1.19504	227	22.0073	284	77.612	140	17.1003	2.69316	224	23.6732	
ETSU	Southern	16-14	0.53333	-1	230	1.19308	228	21.9693	138	84.1119	287	10.5597	2.77863	256	22.6026	
Portland St	Big Sky	15-14	0.51724	+10	231	1.19092	240	21.0581	176	82.7749	279	10.9854	3.12224	264	22.2303	
Appalachian St	Sun Belt	12-17	0.41379	-1	232	1.18746	263	19.9825	254	79.3612	234	13.3227	3.3273	167	25.2594	
Seattle	Western Athletic	18-16	0.52941	+33	233	1.18586	246	20.6844	304	76.0653	133	17.3237	7.14373	317	20.3732	
Holy Cross	Patriot League	14-16	0.46667	+5	234	1.18451	235	21.3794	225	80.6957	232	13.3889	3.17446	236	23.3319	
Florida Intl	Conference USA	16-17	0.48485	-7	235	1.17976	277	19.0189	292	76.9364	201	14.7845	4.33344	273	22.1174	
Pacific	West Coast	12-19	0.3871	-15	236	1.1739	236	21.2952	265	79.0331	198	14.963	2.04235	153	25.8138	
Rice	Conference USA	12-20	0.375	-5	237	1.17211	226	22.2065	258	79.2405	178	15.669	4.08139	208	24.1785	
UT San Antonio	Conference USA	14-16	0.46667	-3	238	1.17191	220	22.7466	141	83.9722	267	11.4769	3.81564	225	23.6675	
Delaware	Colonial	10-20	0.33333	-5	239	1.16221	237	21.2775	190	82.2605	261	11.7231	0.925847	157	25.5293	
Brown	Ivy League	13-18	0.41935	-4	240	1.1613	257	20.2746	195	82.1286	281	10.8497	2.25661	215	23.863	
Elon	Colonial	15-18	0.45455	-8	241	1.15686	254	20.3274	185	82.476	289	10.5552	1.7293	263	22.2692	
Boston Univ	Patriot League	13-17	0.43333	+3	242	1.15364	238	21.0979	170	83.0415	285	10.76	2.19624	220	23.7632	
UNC Asheville	Big South	15-16	0.48387	+4	243	1.14606	244	20.9088	145	83.7164	302	9.89693	3.79658	286	21.6489	
George Mason	Atlantic 10	9-22	0.29032	-7	244	1.14264	231	21.7638	221	80.8096	224	13.6596	4.06875	95	29.0508	
North Texas	Conference USA	14-17	0.45161	-5	245	1.1422	261	20.0427	256	79.3181	229	13.427	4.71313	212	24.0119	
Drexel	Colonial	11-19	0.36667	-8	246	1.14112	250	20.4468	322	74.8175	112	18.3333	0.924254	159	25.4495	
Missouri St	Missouri Val	11-20	0.35484	+16	247	1.12035	245	20.7653	310	75.7881	126	17.6844	4.7969	123	27.0063	
Denver	Summit Lg	12-18	0.4	+13	248	1.11868	224	22.3192	313	75.5369	96	19.488	4.5132	181	24.8152	
Ohio	Mid-American	10-20	0.33333	-7	249	1.11724	255	20.3242	182	82.6689	293	10.356	4.0466	129	26.6364	
Penn	Ivy League	9-19	0.32143	-2	250	1.11724	260	20.0708	285	77.5039	187	15.2729	1.82107	140	26.2668	
N Colorado	Big Sky	15-15	0.5	+11	251	1.1172	247	20.5643	104	85.272	325	7.99511	3.89179	283	21.6867	
Ark Little Rock	Sun Belt	13-18	0.41935	-2	252	1.11463	229	21.9223	184	82.4931	255	12.1312	3.366	229	23.5097	
SE Missouri St	OH Valley	13-17	0.43333	+3	253	1.1095	233	21.393	161	83.292	283	10.8038	3.25164	268	22.2014	
South Alabama	Sun Belt	12-21	0.36364	-5	254	1.10908	287	18.2992	139	84.0635	331	6.93688	2.63761	214	23.9276	
Army	Patriot League	15-15	0.5	-2	255	1.09869	267	19.5608	143	83.8116	319	8.45241	1.95887	277	21.9323	
Navy	Patriot League	13-19	0.40625	-2	256	1.09783	264	19.8639	326	74.4459	117	18.122	2.48494	253	22.771	
Weber St	Big Sky	13-17	0.43333	+8	257	1.09223	259	20.2354	271	78.6122	206	14.3257	2.99445	247	22.8973	
Sacred Heart	Northeast	15-17	0.46875	-1	258	1.08965	242	20.9802	62	87.8995	341	5.78504	3.14458	301	21.2231	
Southern Univ	Southwestern AC	18-17	0.51429	-8	259	1.08606	276	19.0393	311	75.7826	168	15.9624	2.53627	342	18.3316	
NE Omaha	Summit Lg	12-17	0.41379	+10	260	1.08352	256	20.277	39	90.553	346	2.42607	4.37136	260	22.3262	
Loy Marymount	West Coast	8-23	0.25806	-15	261	1.08102	271	19.4009	266	78.9496	238	13.1543	2.43867	97	28.9872	
Bradley	Missouri Val	9-24	0.27273	+14	262	1.0791	252	20.37	331	73.7148	100	19.36	4.24227	125	26.9087	
Siena	Metro Atlantic	11-20	0.35484	+11	263	1.0776	258	20.2459	153	83.5285	307	9.41875	2.43372	189	24.6074	
Idaho	Big Sky	13-17	0.43333	+8	264	1.07478	241	21.0465	64	87.8426	339	5.90755	4.12862	262	22.2889	
Edwardsville	OH Valley	12-16	0.42857	+8	265	1.07186	248	20.5298	242	79.8403	231	13.3926	4.41265	280	21.7638	
IL Chicago	Horizon	10-24	0.29412	-2	266	1.06886	275	19.0785	260	79.1578	248	12.6267	3.50467	182	24.773	
Drake	Missouri Val	9-22	0.29032	+12	267	1.06639	253	20.3619	287	77.2244	171	15.8447	4.66619	117	27.3765	
UCF	American Athletic	12-18	0.4	-16	268	1.06299	273	19.1394	165	83.2074	316	8.63486	3.76998	173	25.0269	
Arkansas St	Sun Belt	11-18	0.37931	-2	269	1.05942	272	19.1574	259	79.2394	249	12.619	2.47708	222	23.7489	
Grand Canyon	Western Athletic	17-15	0.53125	-15	270	1.05783	265	19.7081	159	83.3592	312	9.05277	4.25994	314	20.4899	
Howard	Mid-Eastern AC	16-16	0.5	-12	271	1.05524	269	19.5369	323	74.7598	130	17.4808	2.60655	324	19.5874	
Furman	Southern	11-22	0.33333	-4	272	1.05187	266	19.6373	288	77.2032	192	15.1349	2.55606	272	22.1404	
Lamar	Southland	15-15	0.5	-13	273	1.0481	274	19.1016	209	81.3529	292	10.4521	4.18806	328	19.3393	
Tennessee Tech	OH Valley	12-18	0.4	+3	274	1.04016	262	20.0427	180	82.7084	298	10.0382	4.10493	270	22.1988	
Alabama St	Southwestern AC	19-10	0.65517	-6	275	1.03713	282	18.6729	213	81.1536	295	10.2253	2.78331	350	15.3274	
St Louis	Atlantic 10	11-21	0.34375	-5	276	1.03389	280	18.7068	320	74.9335	155	16.479	4.66222	130	26.6166	
Wright St	Horizon	11-20	0.35484	-2	277	1.03309	251	20.4356	291	77.005	165	16.1333	2.91993	177	24.9294	
IUPUI	Summit Lg	10-21	0.32258	+9	278	1.03044	286	18.469	319	74.9731	164	16.2003	3.70665	151	25.8985	
Lipscomb	Atlantic Sun	14-17	0.45161	-21	279	1.02757	296	17.2746	155	83.4734	333	6.50068	3.94884	318	20.2799	
CS Bakersfield	Western Athletic	14-19	0.42424	+6	280	1.02309	243	20.9372	294	76.7959	148	16.8461	4.50161	320	20.1746	
Long Island	Northeast	12-18	0.4	-3	281	1.02161	291	17.9949	218	80.9694	304	9.72939	2.91133	258	22.5371	
Hartford	America East	14-16	0.46667	-2	282	1.01253	293	17.6977	297	76.5812	219	13.8203	1.60844	296	21.3135	
Marshall	Conference USA	11-21	0.34375	+1	283	1.00024	284	18.611	212	81.1707	297	10.1435	5.46803	198	24.3984	
Missouri KC	Western Athletic	14-19	0.42424	+9	284	0.999665	285	18.5059	279	78.2179	240	12.9966	5.0742	289	21.5151	
Loyola MD	Patriot League	11-19	0.36667	+6	285	0.991124	301	16.7209	329	73.8003	179	15.625	2.90655	217	23.7985	
MA Lowell	America East	12-17	0.41379	+4	286	0.986599	303	16.6956	305	76.0456	233	13.3544	2.24851	276	21.9398	
Prairie View	Southwestern AC	15-18	0.45455	-4	287	0.984837	302	16.7092	219	80.9215	317	8.49423	3.35609	327	19.3659	
Towson	Colonial	12-20	0.375		288	0.979295	270	19.5	295	76.7757	181	15.4294	1.01921	261	22.3078	
South Florida	American Athletic	9-23	0.28125	-8	289	0.977931	288	18.1745	289	77.1067	221	13.7723	3.60403	128	26.6582	
Col Charleston	Colonial	9-24	0.27273	-5	290	0.973858	279	18.802	335	72.8785	107	18.6259	1.47316	176	24.9408	
CS Northridge	Big West	9-24	0.27273	+3	291	0.973435	268	19.5436	222	80.778	268	11.4673	3.96156	154	25.7152	
Nevada	Mountain West	9-22	0.29032		292	0.970317	283	18.6133	300	76.3449	197	14.9693	4.9879	162	25.3736	
McNeese St	Southland	15-16	0.48387	-11	293	0.962415	305	16.5742	278	78.2776	277	10.9981	3.34095	334	18.8516	
N Kentucky	Atlantic Sun	13-17	0.43333	-5	294	0.962123	281	18.6909	234	80.2192	273	11.1727	3.89667	311	20.8561	
Troy	Sun Belt	10-19	0.34483		295	0.961326	278	18.8492	231	80.3052	271	11.2458	2.51198	274	21.9874	
Niagara	Metro Atlantic	8-22	0.26667	+6	296	0.95223	300	16.9008	264	79.047	288	10.5575	2.42784	175	25.0094	
Southern Utah	Big Sky	10-19	0.34483	+4	297	0.950046	298	17.1182	198	81.9137	327	7.90798	2.94201	269	22.2006	
Jacksonville St	OH Valley	12-19	0.3871	-1	298	0.94691	304	16.5798	312	75.5463	222	13.7378	4.47158	281	21.7348	
Samford	Southern	13-19	0.40625	-3	299	0.943765	289	18.172	186	82.3932	318	8.48112	3.3708	303	21.1658	
Youngstown St	Horizon	11-21	0.34375	-2	300	0.933124	294	17.6511	129	84.5022	340	5.85098	2.79754	249	22.8609	
UNC Greensboro	Southern	11-22	0.33333	-1	301	0.92289	292	17.7679	233	80.226	294	10.2451	2.49192	304	21.1246	
Southern Miss	Conference USA	9-20	0.31034	-3	302	0.922091	306	16.3788	315	75.4048	223	13.6782	4.59287	206	24.1887	
Marist	Metro Atlantic	7-25	0.21875	+6	303	0.915086	309	16.3039	308	75.8436	237	13.1645	2.40702	209	24.1423	
Longwood	Big South	11-23	0.32353	+1	304	0.903278	311	15.9944	255	79.3307	308	9.37062	3.43407	307	20.9874	
VMI	Southern	11-19	0.36667	-1	305	0.900865	308	16.3104	31	91.2151	350	-2.20174	2.62099	315	20.4852	
CS Fullerton	Big West	9-22	0.29032		306	0.887236	299	17.0845	244	79.7604	299	10.026	3.99792	202	24.2765	
Ball St	Mid-American	7-23	0.23333	-4	307	0.876862	290	18.1652	245	79.7393	274	11.1264	3.01414	160	25.4154	
FL Atlantic	Conference USA	9-20	0.31034	-1	308	0.87478	297	17.2384	290	77.0897	245	12.8508	4.14087	241	23.0561	
Wagner	Northeast	10-20	0.33333	+1	309	0.862313	314	15.728	204	81.6117	332	6.81983	3.50488	287	21.6394	
Houston Bap	Southland	12-16	0.42857	-2	310	0.856264	317	14.4605	210	81.233	338	5.9323	3.99057	344	18.2664	
Austin Peay	OH Valley	8-22	0.26667		311	0.830815	315	15.1132	286	77.2939	290	10.5245	3.24312	238	23.3192	
Fairfield	Metro Atlantic	7-24	0.22581	+4	312	0.829793	295	17.5187	332	73.7132	154	16.5078	2.55975	186	24.6871	
Citadel	Southern	11-19	0.36667	-1	313	0.806616	325	12.97	321	74.8882	284	10.7853	2.3515	330	19.215	
New Orleans	Southland	11-18	0.37931	-1	314	0.789561	313	15.7898	211	81.218	330	7.27349	3.67771	340	18.4391	
North Dakota	Big Sky	8-22	0.26667	+4	315	0.782106	307	16.3669	223	80.7596	321	8.31053	2.83282	255	22.7438	
Ark Pine Bluff	Southwestern AC	12-20	0.375	-2	316	0.77736	323	13.0802	336	72.8448	242	12.9408	2.9602	331	19.1601	
Campbell	Big South	10-22	0.3125		317	0.775902	310	16.3004	330	73.7466	188	15.258	4.32836	316	20.4142	
Utah Valley	Western Athletic	11-19	0.36667	+3	318	0.762649	322	13.5285	344	70.6334	180	15.5987	5.41118	312	20.7007	
F Dickinson	Northeast	8-21	0.27586	-1	319	0.758907	320	14.0895	232	80.299	334	6.49496	2.30211	275	21.9729	
Montana St	Big Sky	7-23	0.23333	+2	320	0.755584	316	14.6482	298	76.4869	280	10.8628	3.52632	240	23.1845	
Coppin St	Mid-Eastern AC	8-23	0.25806	-6	321	0.754351	321	13.7187	74	87.2609	348	-0.839145	1.6261	278	21.8265	
Idaho St	Big Sky	7-23	0.23333	+2	322	0.738785	312	15.969	296	76.7465	257	11.9261	3.89824	285	21.6725	
S Carolina St	Mid-Eastern AC	11-22	0.33333	-3	323	0.717379	335	11.7679	337	72.645	260	11.8279	2.52234	337	18.5584	
Presbyterian	Big South	10-22	0.3125	+2	324	0.715074	326	12.9368	333	73.3412	252	12.299	3.64461	326	19.4212	
W Illinois	Summit Lg	8-20	0.28571	+6	325	0.700519	328	12.617	328	74.3326	278	10.9882	5.04608	282	21.7218	
UTRGV	Western Athletic	10-21	0.32258	+3	326	0.692577	332	11.8745	325	74.6216	301	9.96013	4.80527	308	20.9706	
Jackson St	Southwestern AC	11-21	0.34375	-2	327	0.683149	319	14.1108	343	71.0261	172	15.7885	3.42554	335	18.6805	
Kennesaw	Atlantic Sun	10-22	0.3125	-5	328	0.680541	336	11.6611	299	76.427	326	7.93604	3.13251	321	20.1326	
Nicholls St	Southland	10-19	0.34483	-2	329	0.668127	330	11.9561	316	75.3467	310	9.31229	3.48133	332	19.0621	
Chicago St	Western Athletic	8-24	0.25	+5	330	0.654578	327	12.8805	345	70.4019	191	15.1841	5.0121	302	21.2136	
Jacksonville	Atlantic Sun	10-22	0.3125	-3	331	0.64571	334	11.8146	293	76.92	329	7.59625	3.61584	345	18.0768	
SE Louisiana	Southland	10-23	0.30303	-2	332	0.645236	318	14.2255	281	77.9517	313	8.97689	3.52361	325	19.5622	
Abilene Chr	Southland	10-21	0.32258	-1	333	0.635462	337	11.548	334	73.2041	275	11.0455	3.83073	338	18.5377	
Binghamton	America East	6-26	0.1875	+2	334	0.629389	324	13.0417	340	72.1234	226	13.6224	2.08963	284	21.6815	
Morgan St	Mid-Eastern AC	7-24	0.22581	-2	335	0.622441	340	10.966	309	75.7955	328	7.87747	2.4938	292	21.4473	
Stetson	Atlantic Sun	9-22	0.29032	-2	336	0.59931	338	11.2756	276	78.4036	342	5.57478	3.62582	333	18.9422	
Savannah St	Mid-Eastern AC	9-22	0.29032		337	0.584906	341	10.9287	347	69.6291	213	14.0043	3.10138	329	19.2668	
Bethune-Cookman	Mid-Eastern AC	11-21	0.34375		338	0.584796	333	11.8401	349	69.2543	186	15.2905	2.72198	348	15.8971	
Alabama A&M	Southwestern AC	9-20	0.31034		339	0.577845	331	11.8911	327	74.3822	296	10.2143	2.65008	347	17.4202	
Tennessee St	OH Valley	5-26	0.16129		340	0.575064	329	11.9926	341	71.153	228	13.5419	3.16001	242	23.0304	
Central Conn	Northeast	5-26	0.16129		341	0.542206	342	10.4254	339	72.4989	286	10.6322	2.88625	294	21.3749	
Liberty	Big South	8-24	0.25	+1	342	0.525981	339	11.1614	324	74.7032	311	9.16482	4.15932	336	18.5704	
NC A&T	Mid-Eastern AC	9-23	0.28125	-1	343	0.497555	343	9.37412	342	71.0508	276	11.0272	3.32353	346	17.4592	
UMBC	America East	4-26	0.13333		344	0.420596	344	9.05522	346	70.1349	265	11.625	2.20946	291	21.4684	
Maine	America East	3-27	0.1		345	0.397108	345	8.62384	307	75.9162	343	5.41104	2.11372	252	22.7793	
MS Valley St	Southwestern AC	6-26	0.1875		346	0.295919	348	5.45869	262	79.0943	349	-0.931222	3.18917	343	18.3271	
Alcorn St	Southwestern AC	6-26	0.1875		347	0.208176	346	6.17437	303	76.1651	345	2.71512	3.14743	349	15.5468	
San Jose St	Mountain West	2-28	0.06667	+1	348	0.196213	347	5.87208	350	68.0518	291	10.5234	4.66718	245	22.9469	
Cent Arkansas	Southland	2-27	0.06897	-1	349	0.186304	349	4.00104	306	76.0441	347	0.659334	3.71483	309	20.9698	
Florida A&M	Mid-Eastern AC	2-27	0.06897		350	0.052322	350	1.61022	348	69.2623	344	5.05263	3.13975	339	18.5158	
Grambling	Southwestern AC	2-27	0.06897		351	-0.328389	351	-2.9623	351	63.5363	335	6.2076	3.26259	351	14.6156	
