Team		Record		Δ	Rat		Pwr		Off		Def		HFA	SoS		
Boston College	Big East	24-10	0.70588	-1	23	1.94967	27	37.4693	91	85.9452	11	24.3036	3.01152	27	32.6309	
Vanderbilt	Southeastern	23-10	0.69697	+6	24	1.93008	25	37.871	57	88.9009	35	21.7469	5.86842	34	32.0656	
Alabama	Southeastern	20-13	0.60606	+21	25	1.91813	32	36.9079	32	91.2765	77	18.4085	4.86878	10	34.4053	
Texas Tech	Big 12	23-11	0.67647	+14	26	1.90418	23	38.3161	41	90.4465	47	20.6459	6.41003	20	33.4913	
Seton Hall	Big East	21-10	0.67742	+6	27	1.89149	28	37.2915	52	89.3649	45	20.7028	4.46962	29	32.5404	
Providence	Big East	20-9	0.68966	-8	28	1.88435	24	38.2399	55	89.2034	33	21.8131	2.98411	13	33.884	
Memphis	Conference USA	22-8	0.73333	-1	29	1.87992	31	36.9274	61	88.51	38	21.196	5.06357	51	30.7956	
Michigan	Big 10	23-11	0.67647	+38	30	1.87711	33	36.6797	76	86.923	26	22.535	4.88157	44	31.3385	
Michigan St	Big 10	18-12	0.6	+10	31	1.80693	30	36.936	28	91.4619	79	18.2515	4.9021	15	33.722	
Manhattan	Metro Atlantic	25-6	0.80645	+19	32	1.80599	36	36.1033	69	87.8417	41	21.0356	2.9898	131	25.6199	
UAB	Conference USA	22-10	0.6875	+17	33	1.80473	45	34.4884	21	92.7023	141	14.5619	5.59087	60	30.2636	
DePaul	Conference USA	22-10	0.6875	+2	34	1.80406	48	33.6135	68	87.8561	76	18.5325	3.92154	53	30.6481	
Florida	Southeastern	20-11	0.64516	-14	35	1.80334	35	36.2379	22	92.4118	103	16.602	5.5493	21	33.2929	
S Illinois	Missouri Val	25-5	0.83333	-11	36	1.8033	43	34.7855	87	86.1514	37	21.4141	4.34013	103	27.4512	
Notre Dame	Big East	19-13	0.59375	+12	37	1.79909	34	36.6151	51	89.606	57	19.7848	2.36894	22	33.2895	
UTEP	Western Athletic	24-8	0.75	+1	38	1.7884	41	35.2094	23	92.4067	119	15.5794	4.47521	96	27.9087	
Charlotte	Conference USA	21-9	0.7	-10	39	1.7726	39	35.3143	9	95.0589	168	13.0296	4.53773	63	30.2206	
Louisville	Conference USA	20-10	0.66667	-9	40	1.76771	26	37.834	62	88.4612	28	22.149	5.35415	39	31.5556	
Florida St	Atlantic Coast	19-14	0.57576	-6	41	1.75764	29	37.0074	67	87.8964	31	21.8845	4.99573	16	33.715	
W Michigan	Mid-American	26-5	0.83871	-16	42	1.75559	44	34.7291	45	90.2174	90	17.2854	5.29616	143	25.1922	
Richmond	Atlantic 10	20-13	0.60606	+2	43	1.75371	38	35.7444	176	82.3763	8	26.1402	3.28784	35	31.7814	
BYU	Mountain West	21-9	0.7	-12	44	1.74858	40	35.2298	39	90.6533	88	17.3521	6.69331	68	29.849	
Iowa St	Big 12	20-13	0.60606	+31	45	1.74075	49	33.5932	24	92.2969	151	14.07	6.61036	33	32.0761	
Oklahoma	Big 12	20-11	0.64516	+12	46	1.73351	55	33.261	172	82.5962	20	23.4424	6.12129	41	31.3944	
Pacific	Big West	25-8	0.75758	+8	47	1.73303	71	31.7266	117	84.562	56	19.9452	4.54625	126	25.8997	
Virginia	Atlantic Coast	18-13	0.58065	-4	48	1.72882	62	32.4028	42	90.4009	137	14.7744	5.32883	19	33.5426	
Utah	Mountain West	24-9	0.72727	-11	49	1.71046	57	33.0946	230	79.4083	6	26.4603	6.37254	85	28.4747	
South Carolina	Southeastern	23-11	0.67647	-16	50	1.70964	47	33.8485	90	85.9492	46	20.6759	5.76571	61	30.2319	
Missouri	Big 12	16-14	0.53333	+14	51	1.70933	42	34.8208	27	91.6597	111	15.939	5.63272	12	34.3781	
Arizona	Pac 10	20-10	0.66667	-10	52	1.70845	37	36.0574	2	101.244	276	7.59627	4.84488	49	30.8562	
Dayton	Atlantic 10	24-9	0.72727	-10	53	1.70534	61	32.4696	129	84.0621	39	21.1844	3.44381	80	29.1397	
Boise St	Western Athletic	23-10	0.69697	-2	54	1.70051	56	33.2581	73	87.4481	74	18.5859	4.01667	84	28.5053	
Colorado	Big 12	18-11	0.62069	+1	55	1.69594	53	33.3663	37	90.9712	126	15.1692	5.80075	36	31.6681	
Rutgers	Big East	20-13	0.60606	+25	56	1.69484	60	32.5499	79	86.7791	75	18.5474	5.1643	48	30.9626	
Washington	Pac 10	19-12	0.6129	-10	57	1.6749	50	33.5445	5	99.0212	281	7.30169	4.471	50	30.8463	
Air Force	Mountain West	22-7	0.75862	-10	58	1.67177	64	32.2434	306	72.7015	1	32.3142	6.79129	123	26.0516	
Oregon	Pac 10	18-13	0.58065	+13	59	1.66001	68	31.9464	49	89.7822	135	14.9398	4.50709	46	31.0498	
ETSU	Southern	27-6	0.81818	-6	60	1.64613	67	31.9802	29	91.4453	163	13.3114	3.90669	197	22.285	
Nebraska	Big 12	18-13	0.58065	+31	61	1.63889	46	34.3591	82	86.4207	44	20.7134	5.79481	54	30.5616	
G Washington	Atlantic 10	18-12	0.6	-5	62	1.63532	52	33.3768	30	91.4088	138	14.7459	4.43229	55	30.4946	
Hawaii	Western Athletic	22-12	0.64706	+22	63	1.63192	75	31.0652	59	88.7453	131	15.0974	4.20199	86	28.4099	
Utah St	Big West	25-4	0.86207	-27	64	1.63149	70	31.8458	170	82.6387	30	21.9859	4.36447	167	23.7267	
West Virginia	Big East	17-14	0.54839	+21	65	1.62755	69	31.9254	143	83.6398	40	21.0634	3.38592	45	31.2654	
IL Chicago	Horizon	24-8	0.75	-7	66	1.62179	73	31.2528	128	84.0697	55	19.9567	4.72795	144	25.1745	
Villanova	Big East	18-17	0.51429	+3	67	1.62161	51	33.533	74	87.3472	67	18.9639	3.92415	31	32.194	
Rice	Western Athletic	22-11	0.66667	-6	68	1.61402	81	30.6579	50	89.7389	156	13.6958	4.74146	82	28.7782	
VA Commonwealth	Colonial	23-8	0.74194	-5	69	1.60852	78	30.9901	111	84.6485	65	19.1153	4.73916	135	25.4551	
St Louis	Conference USA	19-13	0.59375	-7	70	1.60813	85	30.1285	235	78.93	17	23.9728	4.21696	72	29.5811	
Georgia	Southeastern	16-14	0.53333	-18	71	1.59681	65	32.067	136	83.8176	42	21.0269	5.95471	32	32.1234	
Iowa	Big 10	16-13	0.55172	+2	72	1.59381	59	32.6624	46	89.9838	122	15.4551	4.73609	38	31.6361	
Murray St	OH Valley	28-6	0.82353	-13	73	1.58517	76	31.0416	43	90.3467	160	13.4726	5.20879	195	22.496	
Northern Iowa	Missouri Val	21-10	0.67742	-5	74	1.58421	77	31.0125	102	85.2101	73	18.5861	4.03504	111	26.8872	
ULL	Sun Belt	20-9	0.68966	-9	75	1.57839	63	32.2735	47	89.9469	130	15.1054	4.99402	119	26.1527	
LSU	Southeastern	18-11	0.62069	-15	76	1.56417	82	30.5992	164	82.9216	48	20.4549	6.47353	67	29.945	
UCF	Atlantic Sun	25-6	0.80645	-10	77	1.56076	96	28.9008	217	79.9415	36	21.7391	2.31785	222	20.8847	
WI Milwaukee	Horizon	20-11	0.64516		78	1.55896	58	32.8645	17	93.6459	191	11.9959	4.39189	107	27.2192	
Purdue	Big 10	17-14	0.54839	+4	79	1.55531	54	33.2985	188	81.8188	12	24.2593	4.19426	47	31.0071	
Indiana	Big 10	14-15	0.48276	+13	80	1.54829	74	31.0732	114	84.5892	61	19.2612	4.00328	24	33.1499	
Marquette	Conference USA	19-12	0.6129	-4	81	1.54685	83	30.5311	78	86.7904	106	16.5143	4.87328	89	28.1747	
Wichita St	Missouri Val	21-11	0.65625	-9	82	1.51048	66	32.0125	65	88.2315	104	16.5663	3.87819	112	26.8645	
Temple	Atlantic 10	15-14	0.51724	+1	83	1.50678	79	30.8508	155	83.3114	49	20.315	3.91645	59	30.3186	
George Mason	Colonial	23-10	0.69697	+4	84	1.49681	99	28.0814	142	83.6436	93	17.2144	5.73429	142	25.1951	
Kansas St	Big 12	14-14	0.5	+24	85	1.48116	80	30.7775	147	83.5468	54	20.0048	6.10917	64	30.1435	
Rhode Island	Atlantic 10	20-14	0.58824	+4	86	1.48085	84	30.3117	138	83.7108	60	19.3783	3.45981	91	28.1236	
Virginia Tech	Big East	15-14	0.51724	+11	87	1.47991	103	27.8646	153	83.369	91	17.2717	3.9021	77	29.236	
Troy	Atlantic Sun	24-7	0.77419	-17	88	1.47742	94	29.0754	19	92.9799	251	8.87508	2.4895	218	21.1183	
St Mary's CA	West Coast	19-12	0.6129	-2	89	1.47474	72	31.6211	70	87.6892	100	16.7092	4.75493	130	25.6415	
Niagara	Metro Atlantic	22-10	0.6875	+13	90	1.47253	92	29.2604	14	94.073	270	7.96416	2.5454	172	23.5572	
Northwestern	Big 10	14-15	0.48276	+14	91	1.47	97	28.6706	238	78.7493	25	22.6982	5.4138	52	30.7352	
Creighton	Missouri Val	20-9	0.68966	-13	92	1.46476	86	30.0184	135	83.9124	68	18.8918	5.46741	120	26.0715	
Detroit	Horizon	20-11	0.64516	+1	93	1.46228	87	29.8793	257	77.712	10	24.941	3.85754	138	25.251	
UNLV	Mountain West	18-13	0.58065	-14	94	1.4545	89	29.7078	34	91.2091	205	11.2728	6.11489	90	28.1512	
Kent	Mid-American	22-9	0.70968	-20	95	1.45371	95	29.0444	120	84.4539	87	17.3662	4.47685	146	24.8595	
Austin Peay	OH Valley	22-10	0.6875	-5	96	1.44211	115	26.7337	275	76.7353	24	22.7772	5.19242	179	23.3394	
Tennessee	Southeastern	15-14	0.51724	-15	97	1.44026	93	29.1341	88	86.1401	114	15.7696	6.68944	56	30.4589	
Fresno St	Western Athletic	14-15	0.48276	+3	98	1.43613	90	29.6047	225	79.4776	23	22.9042	2.79391	71	29.6752	
Toledo	Mid-American	20-11	0.64516	-3	99	1.41829	111	27.04	35	91.1176	254	8.69959	4.29082	118	26.1765	
Clemson	Atlantic Coast	10-18	0.35714		100	1.40416	105	27.5851	194	81.1497	63	19.2048	5.08338	11	34.3948	
USC	Pac 10	13-15	0.46429	-2	101	1.40282	110	27.0875	48	89.8497	231	10.0128	3.30135	57	30.4368	
Princeton	Ivy League	20-8	0.71429	-7	102	1.39877	114	26.7424	285	75.4442	15	24.0795	2.8547	219	21.1167	
Penn	Ivy League	17-10	0.62963	+4	103	1.39448	88	29.7453	95	85.7733	99	16.7516	2.20024	153	24.1576	
Boston Univ	America East	23-6	0.7931	-15	104	1.39443	122	26.1103	213	80.2725	70	18.6153	1.7707	232	20.0497	
Louisiana Tech	Western Athletic	15-15	0.5	+7	105	1.38622	109	27.1897	179	82.2211	84	17.7437	3.20305	104	27.4358	
Miami OH	Mid-American	18-11	0.62069	-2	106	1.38252	126	25.7952	278	76.5618	29	22.009	4.30908	136	25.4242	
California	Pac 10	13-15	0.46429	-1	107	1.37904	102	27.8849	182	82.0604	71	18.5991	4.9384	62	30.2258	
Auburn	Southeastern	14-14	0.5	-6	108	1.37527	91	29.3729	107	84.909	92	17.2411	6.56643	78	29.2023	
Missouri St	Missouri Val	19-14	0.57576	-1	109	1.37239	100	27.9292	162	82.9374	82	17.7777	4.68441	121	26.0586	
Washington St	Pac 10	13-16	0.44828		110	1.35982	101	27.9197	299	73.5215	5	27.1716	4.23006	73	29.4118	
Belmont	Atlantic Sun	21-9	0.7	-14	111	1.35791	106	27.5814	141	83.6507	101	16.7063	3.0527	205	21.8369	
Fairfield	Metro Atlantic	19-11	0.63333	+6	112	1.35462	104	27.7965	212	80.2774	50	20.2958	3.31656	154	24.1363	
Ohio St	Big 10	14-16	0.46667	+12	113	1.35019	131	25.6828	165	82.9155	120	15.5448	4.49012	79	29.1723	
Col Charleston	Southern	20-9	0.68966		114	1.34874	113	26.8558	97	85.5531	149	14.0791	3.85115	192	22.6336	
Old Dominion	Colonial	17-12	0.58621	-2	115	1.3436	107	27.2996	75	87.2459	169	12.83	5.08727	134	25.4998	
Drexel	Colonial	18-11	0.62069	-5	116	1.33359	118	26.6041	77	86.7913	173	12.5909	5.42787	161	24.0316	
Buffalo	Mid-American	17-12	0.58621	-2	117	1.32424	108	27.2335	58	88.8695	208	11.1382	4.10793	164	23.8612	
Miami FL	Big East	14-16	0.46667	+12	118	1.32079	98	28.1504	80	86.7553	146	14.1716	3.60185	98	27.7941	
Chattanooga	Southern	19-11	0.63333		119	1.31714	136	25.3284	38	90.7976	280	7.30934	2.94049	198	22.1674	
Davidson	Southern	17-12	0.58621	+3	120	1.31043	128	25.7757	119	84.4647	148	14.0906	4.36374	182	23.2788	
Pepperdine	West Coast	15-16	0.48387	-5	121	1.30667	117	26.6185	13	94.3786	296	5.01871	4.34262	110	27.0784	
Georgia St	Atlantic Sun	20-9	0.68966	-5	122	1.30258	134	25.512	116	84.568	155	13.7228	2.7834	224	20.8586	
IUPUI	Mid-Continent	21-11	0.65625	-1	123	1.29848	120	26.3659	64	88.2915	212	10.8517	4.12714	196	22.3302	
SMU	Western Athletic	12-18	0.4	+12	124	1.29494	112	26.9639	180	82.1801	86	17.5604	3.14224	70	29.6773	
WI Green Bay	Horizon	17-11	0.60714	-1	125	1.2866	154	23.6621	226	79.476	95	16.9588	4.36644	157	24.0879	
Ga Southern	Southern	21-8	0.72414	+3	126	1.28644	127	25.7905	56	89.0077	240	9.55978	3.19612	244	19.3812	
Minnesota	Big 10	12-18	0.4	+20	127	1.28328	121	26.1582	81	86.4969	179	12.4379	4.28565	69	29.764	
E Washington	Big Sky	17-13	0.56667	-7	128	1.28077	132	25.6668	156	83.2371	125	15.2119	5.14863	148	24.4111	
San Francisco	West Coast	17-14	0.54839	-9	129	1.28069	147	23.9833	209	80.367	107	16.3954	4.875	125	25.9826	
MTSU	Sun Belt	17-12	0.58621	-2	130	1.27074	130	25.7058	171	82.6248	112	15.8589	5.26438	191	22.7205	
Duquesne	Atlantic 10	12-17	0.41379	+9	131	1.26511	139	25.1963	86	86.2055	194	11.765	3.07153	100	27.6786	
Georgetown	Big East	13-15	0.46429	+18	132	1.26039	123	26.0723	178	82.237	102	16.6103	3.86418	87	28.2599	
Valparaiso	Mid-Continent	18-13	0.58065	-7	133	1.25978	143	24.2986	148	83.5414	158	13.5355	4.99895	176	23.4847	
UCLA	Pac 10	11-17	0.39286	+3	134	1.25937	133	25.6571	192	81.4782	96	16.9555	4.18339	58	30.4061	
East Carolina	Conference USA	13-14	0.48148	-4	135	1.2571	116	26.7137	151	83.4443	109	16.0445	4.82429	129	25.6837	
Mississippi	Southeastern	13-15	0.46429	-9	136	1.25606	145	24.1443	246	78.3318	72	18.5883	6.7386	83	28.5629	
WKU	Sun Belt	15-13	0.53571	-3	137	1.25438	124	26.0033	63	88.3893	224	10.3938	5.053	149	24.3533	
Arkansas	Southeastern	12-16	0.42857	-5	138	1.2507	119	26.4839	145	83.5592	116	15.7033	6.39927	75	29.2818	
St Peter's	Metro Atlantic	17-12	0.58621	+9	139	1.24758	148	23.9363	53	89.3575	279	7.35681	3.63882	177	23.406	
Oregon St	Pac 10	12-16	0.42857	-1	140	1.24294	135	25.3899	94	85.8396	182	12.3198	4.46392	97	27.8166	
Colorado St	Mountain West	13-16	0.44828	-9	141	1.24071	141	24.6552	85	86.2638	207	11.1605	6.45446	92	28.0429	
San Diego St	Mountain West	14-16	0.46667	-7	142	1.23971	140	25.1494	113	84.5909	162	13.3293	6.29381	99	27.7855	
Vermont	America East	22-9	0.70968	-5	143	1.22884	162	22.9575	234	78.9761	98	16.7605	2.5789	252	19.007	
Butler	Horizon	16-14	0.53333	+2	144	1.2271	142	24.5085	272	77.0024	51	20.28	4.84933	147	24.4657	
Santa Barbara	Big West	16-12	0.57143	-3	145	1.22304	137	25.2285	237	78.7673	62	19.2406	5.04959	169	23.6752	
TCU	Conference USA	12-17	0.41379	-5	146	1.22301	150	23.842	154	83.3402	164	13.2817	4.98799	88	28.1853	
Arizona St	Pac 10	10-17	0.37037	-2	147	1.21406	129	25.7077	54	89.231	244	9.25	3.77082	74	29.3479	
Santa Clara	West Coast	16-16	0.5	-5	148	1.20752	152	23.7629	249	78.2248	78	18.3181	5.38686	122	26.0522	
UNC Wilmington	Colonial	15-15	0.5		149	1.20565	138	25.2283	297	73.8329	14	24.1704	5.13447	145	24.9312	
Oral Roberts	Mid-Continent	17-11	0.60714	+3	150	1.19921	151	23.8359	36	91.1162	292	5.49525	5.14673	206	21.7565	
Delaware	Colonial	16-12	0.57143	+1	151	1.19757	153	23.6783	123	84.2843	185	12.17	5.0708	185	23.2025	
New Orleans	Sun Belt	17-14	0.54839	-1	152	1.19528	163	22.9061	132	83.9803	195	11.7059	5.53762	159	24.0441	
New Mexico	Mountain West	14-14	0.5	-9	153	1.19422	125	25.9579	175	82.4161	108	16.3146	6.60287	141	25.2001	
Ball St	Mid-American	14-15	0.48276		154	1.18738	144	24.2704	112	84.6347	180	12.413	4.42677	140	25.2089	
Southern Miss	Conference USA	13-15	0.46429		155	1.17512	164	22.9027	218	79.9173	115	15.7619	4.99415	117	26.186	
Hofstra	Colonial	14-15	0.48276		156	1.17429	157	23.2732	118	84.4848	199	11.5665	4.90064	132	25.5598	
Arkansas St	Sun Belt	17-11	0.60714	+2	157	1.16161	159	23.1677	93	85.8966	230	10.0476	5.28676	216	21.2411	
Bradley	Missouri Val	15-16	0.48387	+2	158	1.15891	166	22.5624	207	80.4807	136	14.8654	4.97791	139	25.2369	
Furman	Southern	17-12	0.58621	+6	159	1.15031	156	23.4641	169	82.7135	159	13.5306	3.38355	234	19.8318	
Wright St	Horizon	14-14	0.5	+2	160	1.14523	170	22.3573	215	80.1018	133	15.0273	3.80622	158	24.0742	
Ark Little Rock	Sun Belt	17-12	0.58621		161	1.14522	155	23.5075	203	80.6128	118	15.6717	6.09439	229	20.3092	
Loy Marymount	West Coast	15-14	0.51724	-5	162	1.14444	181	21.3828	232	79.2076	134	14.9523	4.4419	163	23.8887	
Wyoming	Mountain West	11-17	0.39286	-5	163	1.14168	146	24.1274	110	84.7168	184	12.1811	6.72799	94	27.9966	
SF Austin	Southland	21-9	0.7	+2	164	1.1347	149	23.9148	268	77.0524	58	19.6409	6.12221	293	16.6364	
Birmingham So	Big South	20-7	0.74074	+3	165	1.13412	168	22.3933	160	83.1027	190	12.0677	4.1458	307	15.3288	
Portland	West Coast	11-17	0.39286	-3	166	1.13035	158	23.1837	122	84.3169	197	11.6496	4.71222	102	27.6233	
Idaho	Big West	14-16	0.46667	-3	167	1.12776	160	23.0503	269	77.0323	69	18.7982	4.81495	152	24.2536	
Drake	Missouri Val	12-16	0.42857	+1	168	1.1259	165	22.5984	115	84.5775	215	10.8038	4.66818	137	25.4191	
CS Northridge	Big West	14-16	0.46667	-2	169	1.11079	167	22.4585	167	82.7559	176	12.4824	3.57852	187	23.1511	
Siena	Metro Atlantic	14-16	0.46667	+8	170	1.10634	185	21.0097	185	81.9081	192	11.876	2.5704	173	23.5401	
Marshall	Mid-American	12-17	0.41379	-1	171	1.09971	176	21.79	130	83.9971	220	10.5671	5.44546	128	25.865	
Denver	Sun Belt	14-13	0.51852	-1	172	1.09957	179	21.6408	177	82.2601	187	12.1594	5.23467	178	23.396	
Tulsa	Western Athletic	9-20	0.31034	+4	173	1.09738	161	23.0313	140	83.6557	188	12.154	4.12245	81	29.0338	
Monmouth NJ	Northeast	21-12	0.63636	-2	174	1.09116	192	20.5335	241	78.5929	139	14.7215	4.87091	236	19.7789	
Weber St	Big Sky	15-14	0.51724	-2	175	1.08709	171	22.3525	220	79.8097	123	15.3224	4.32967	199	22.16	
Missouri KC	Mid-Continent	15-14	0.51724	-1	176	1.08414	174	22.0744	149	83.5091	204	11.3416	5.36252	208	21.6923	
Northeastern	America East	19-11	0.63333	-3	177	1.07966	187	20.8174	60	88.7288	299	4.86706	1.91451	275	17.5798	
Akron	Mid-American	13-15	0.46429	-2	178	1.06485	173	22.2421	139	83.6575	203	11.3597	4.81386	150	24.3239	
Centenary	Mid-Continent	16-12	0.57143		179	1.06276	204	19.8314	228	79.4271	167	13.1768	6.6805	225	20.8403	
La Salle	Atlantic 10	10-20	0.33333	+5	180	1.06144	172	22.2502	195	80.9473	150	14.0769	3.9942	106	27.2966	
Rider	Metro Atlantic	17-14	0.54839	+10	181	1.05644	212	19.2827	239	78.7022	161	13.3545	3.28204	226	20.8259	
St John's	Big East	6-21	0.22222	+15	182	1.04929	169	22.3588	200	80.7479	144	14.387	2.85472	43	31.3502	
New Mexico St	Sun Belt	13-14	0.48148	-3	183	1.04886	195	20.3941	261	77.3883	113	15.7829	4.51504	190	22.7606	
Bowling Green	Mid-American	14-17	0.45161	-1	184	1.0479	182	21.2937	161	83.0909	210	10.9763	5.21429	180	23.309	
Maine	America East	20-10	0.66667	-3	185	1.04107	199	19.9747	223	79.5652	166	13.1857	1.74559	306	15.4739	
American Univ	Patriot League	18-13	0.58065	-5	186	1.03999	184	21.0232	222	79.6461	147	14.1545	3.6249	258	18.6622	
Liberty	Big South	18-15	0.54545	+3	187	1.03706	186	20.9501	206	80.5281	165	13.2003	4.64641	230	20.2365	
SE Louisiana	Southland	20-9	0.68966	-1	188	1.03566	201	19.9608	191	81.487	206	11.2504	5.62309	301	15.9322	
Northern Arizona	Big Sky	15-14	0.51724	-5	189	1.03544	189	20.6499	98	85.5181	272	7.90904	4.48484	227	20.718	
Brown	Ivy League	14-13	0.51852	-4	190	1.03497	193	20.4869	84	86.2852	285	6.97853	2.79159	238	19.673	
North Texas	Sun Belt	13-15	0.46429	-3	191	1.0349	194	20.4273	103	85.2021	268	8.00464	5.62486	201	21.9634	
Penn St	Big 10	9-19	0.32143	+17	192	1.03299	202	19.8987	284	75.6865	94	16.9902	4.90377	76	29.2645	
Illinois St	Missouri Val	10-19	0.34483	-1	193	1.02942	177	21.7435	274	76.7503	83	17.7763	4.4096	116	26.2572	
Massachusetts	Atlantic 10	10-19	0.34483	+1	194	1.0289	175	21.9747	126	84.2016	221	10.549	3.43175	113	26.8137	
Morehead St	OH Valley	16-13	0.55172	-6	195	1.02377	215	19.1038	133	83.9657	271	7.91661	5.25118	240	19.5224	
South Alabama	Sun Belt	12-16	0.42857	-3	196	1.01422	180	21.434	221	79.649	140	14.5645	5.14889	184	23.2473	
MS Valley St	Southwestern AC	22-7	0.75862	-1	197	1.01337	198	20.1119	282	75.9846	97	16.9053	4.81985	321	13.4265	
E Michigan	Mid-American	13-15	0.46429	-4	198	0.999916	208	19.4609	193	81.4507	216	10.7852	4.63475	212	21.3201	
UT Arlington	Southland	17-12	0.58621		199	0.999404	211	19.3678	183	82.0386	228	10.1047	6.21518	267	18.225	
Oakland	Mid-Continent	13-17	0.43333	+3	200	0.995826	178	21.6506	92	85.9179	263	8.50759	5.56244	183	23.267	
UT San Antonio	Southland	19-14	0.57576	-3	201	0.995443	230	18.2549	173	82.5897	264	8.44387	5.48576	270	17.8496	
TAM C. Christi	D1 Independent	15-11	0.57692		202	0.989123	209	19.4606	144	83.5596	259	8.67738	5.44354	265	18.317	
Loyola-Chicago	Horizon	9-20	0.31034	+1	203	0.98594	190	20.6201	96	85.7475	275	7.64569	3.588	114	26.4405	
UC Riverside	Big West	11-17	0.39286	-3	204	0.981845	197	20.1546	181	82.1176	214	10.8144	4.71579	168	23.7216	
Iona	Metro Atlantic	11-18	0.37931	+13	205	0.981407	188	20.7466	101	85.3761	265	8.14344	3.83961	166	23.7317	
Lafayette	Patriot League	18-10	0.64286	-6	206	0.971619	228	18.2881	72	87.4884	312	3.57496	3.64039	281	17.3083	
Chicago St	Mid-Continent	12-20	0.375	-1	207	0.971122	225	18.3565	240	78.6388	175	12.4917	5.25047	162	24.0085	
Indiana St	Missouri Val	9-19	0.32143		208	0.96924	183	21.0335	309	72.0234	34	21.7911	3.75102	127	25.8879	
CS Sacramento	Big Sky	13-15	0.46429	-2	209	0.962721	205	19.6614	168	82.7259	237	9.71427	4.81749	220	21.1104	
UTRGV	D1 Independent	14-14	0.5	+1	210	0.962186	239	17.4207	211	80.2972	235	9.89579	6.07963	241	19.4963	
CS Fullerton	Big West	11-17	0.39286	-1	211	0.953317	206	19.5265	124	84.2542	267	8.04974	4.42571	188	23.0413	
F Dickinson	Northeast	17-12	0.58621	+3	212	0.952729	217	18.7927	229	79.41	186	12.1643	3.9785	272	17.698	
Cal Poly SLO	Big West	11-16	0.40741	+1	213	0.944877	222	18.5639	127	84.1015	282	7.24063	4.83383	181	23.2876	
UC Irvine	Big West	11-17	0.39286	-2	214	0.942091	207	19.5085	266	77.1352	127	15.1524	4.39857	165	23.8304	
Houston	Conference USA	9-18	0.33333	-2	215	0.940563	214	19.2045	303	72.9951	66	18.9837	5.09858	115	26.3281	
High Point	Big South	19-11	0.63333	+3	216	0.937335	246	16.8161	184	82.0186	277	7.57474	3.64954	298	16.1052	
Ohio	Mid-American	10-20	0.33333		217	0.930764	196	20.273	201	80.6487	181	12.4015	5.34421	151	24.2713	
