Team		Record		Δ	Rat		Pwr		Off		Def		HFA	SoS		
Drake	NCAA	13-18	0.41935	+9	221	1.25934	228	23.1035	426	80.4442	204	15.091	5.50368	147	27.7704	
Arkansas St	NCAA	17-15	0.53125	+2	222	1.25929	212	23.8321	464	79.9325	158	16.3335	4.94369	267	22.898	
Cornell	NCAA	10-18	0.35714	+3	223	1.25501	192	25.0011	201	84.9549	286	12.4803	3.23878	156	27.2796	
William & Mary	NCAA	10-22	0.3125	+22	224	1.25454	208	24.1294	381	81.2347	197	15.3256	2.68829	135	28.2534	
Middlebury	NCAA	28-2	0.93333	-54	225	1.25242	250	21.9542	821	75.2377	88	19.1491	1.73282	690	5.21551	
Fresno St	NCAA	14-17	0.45161	-7	226	1.251	215	23.7711	354	81.6739	215	14.5301	5.38543	171	26.5249	
CS Northridge	NCAA	14-18	0.4375	-4	227	1.25068	238	22.4917	309	82.644	294	12.2826	3.3219	206	24.8626	
DePaul	NCAA	7-24	0.22581	-3	228	1.24137	196	24.7463	115	87.8123	408	9.36897	3.97344	55	33.19	
St Francis NY	NCAA	15-15	0.5	-2	229	1.23791	216	23.7704	429	80.4312	183	15.77	3.76472	252	23.5368	
Georgia St	NCAA	12-19	0.3871	+18	230	1.23676	223	23.2906	737	76.1556	81	19.5686	3.71464	168	26.5633	
Liberty	NCAA	19-13	0.59375	+1	231	1.23438	244	22.1874	545	78.8466	182	15.7718	3.32802	283	22.1535	
N Kentucky	NCAA	21-9	0.7	-1	232	1.22744	235	22.8387	320	82.4144	268	12.8587	3.25763	347	15.987	
BYU Hawaii	NCAA	22-9	0.70968	+77	233	1.22367	240	22.4112	83	89.0137	628	5.82864	1.71594	381	14.2673	
Stony Brook	NCAA	15-17	0.46875	-1	234	1.21912	222	23.3596	774	75.7497	75	20.0433	1.77367	282	22.1859	
UNC Wilmington	NCAA	13-18	0.41935	+20	235	1.21904	227	23.1336	511	79.3587	165	16.2099	3.51764	155	27.464	
Augusta	NCAA	30-4	0.88235	-8	236	1.21769	260	21.274	749	75.9534	122	17.7536	2.83569	464	10.9608	
Pepperdine	NCAA	12-21	0.36364	+16	237	1.21457	246	22.1675	210	84.6343	381	9.96652	3.82328	151	27.5594	
Chattanooga	NCAA	16-16	0.5	+3	238	1.21298	276	20.36	269	83.6413	423	9.15267	3.79221	239	24.0083	
LSU	NCAA	11-21	0.34375	+3	239	1.21095	232	22.8944	657	77.2085	112	18.1184	3.02952	123	28.6132	
W Texas A&M	NCAA	23-7	0.76667	-5	240	1.20899	248	22.071	646	77.3994	135	17.102	3.21292	372	14.7095	
Findlay	NCAA	24-4	0.85714	-3	241	1.1995	258	21.4331	380	81.2382	281	12.6306	3.44508	484	10.1492	
Whitworth	NCAA	28-2	0.93333	+3	242	1.19871	224	23.2813	225	84.3908	322	11.3217	2.67225	744	4.47167	
Wagner	NCAA	13-17	0.43333	-7	243	1.19848	239	22.4299	276	83.483	319	11.3766	3.4262	183	26.0154	
Ferris St	NCAA	24-8	0.75	-5	244	1.19845	267	20.9353	204	84.8575	471	8.51273	3.29133	378	14.4229	
R Morris Chi	NAIA	32-2	0.94118	-35	245	1.1964	286	19.9635	71	89.4441	835	2.95073	2.29762	756	4.32866	
Loy Marymount	NCAA	11-21	0.34375	+27	246	1.1961	219	23.6367	223	84.4595	309	11.6108	3.58616	179	26.1825	
MTSU	NCAA	16-16	0.5	-3	247	1.19581	209	24.0144	521	79.2915	132	17.1567	4.54802	273	22.6458	
N Dakota St	NCAA	14-15	0.48276	-8	248	1.19407	199	24.5346	179	85.4982	315	11.4636	3.99229	262	23.1814	
CS Dom. Hills	NCAA	23-7	0.76667	+18	249	1.1914	261	21.2301	778	75.7233	119	17.9389	2.53135	361	15.1153	
Southern Idaho	NJCAA	28-4	0.875	+61	250	1.18784	274	20.5114	59	90.0898	843	2.85326	2.53598	568	7.96515	
Azusa Pacific	NAIA	29-6	0.82857	-14	251	1.17915	251	21.8507	132	87.3486	556	6.93152	2.35821	447	11.2877	
Drury	NCAA	23-8	0.74194	-5	252	1.17667	253	21.7399	126	87.4418	567	6.7332	3.37948	392	13.5698	
Charleston So	NCAA	16-16	0.5	+3	253	1.16945	237	22.5614	240	84.2656	343	10.7247	3.74195	300	21.1575	
Georgetown KY	NAIA	32-5	0.86486	+30	254	1.16496	256	21.5332	270	83.6145	362	10.3449	3.5571	516	9.43731	
Bowling Green	NCAA	14-19	0.42424	-6	255	1.1633	252	21.8175	570	78.4323	180	15.8177	5.03633	213	24.6616	
Dixie St	NCAA	24-7	0.77419	+33	256	1.16215	268	20.8557	278	83.467	386	9.81678	2.58038	418	12.1977	
ULL	NCAA	14-15	0.48276	-5	257	1.16166	269	20.8271	268	83.6496	395	9.60989	4.41142	274	22.4386	
Albany NY	NCAA	16-16	0.5	-8	258	1.16143	271	20.6279	638	77.4492	188	15.612	3.03085	266	22.8995	
Presbyterian	NCAA	13-18	0.41935	-1	259	1.15818	275	20.5076	754	75.9269	140	17.0163	2.99115	191	25.664	
Houston	NCAA	12-18	0.4	+12	260	1.15623	242	22.3126	238	84.3026	357	10.4412	4.24254	184	25.993	
Elon	NCAA	14-17	0.45161	+4	261	1.15389	255	21.5487	164	85.8592	493	8.12403	3.71883	269	22.8326	
SF Austin	NCAA	18-11	0.62069	-2	262	1.15365	254	21.7195	1090	72.3416	52	21.809	4.01071	322	18.7642	
LSU Shreveport	NAIA	31-4	0.88571	-20	263	1.15032	264	21.0062	68	89.5913	763	3.8498	4.80977	575	7.81333	
Winthrop	NCAA	13-17	0.43333		264	1.14643	234	22.8755	556	78.5888	146	16.7214	3.20612	221	24.419	
Maine	NCAA	15-15	0.5	-6	265	1.14551	231	22.9727	266	83.6905	305	11.7179	1.94836	285	22.061	
Tulane	NCAA	13-17	0.43333	+13	266	1.14523	233	22.8817	427	80.4369	209	14.8783	4.30426	217	24.4477	
Illinois St	NCAA	12-19	0.3871	+9	267	1.14099	249	21.9957	716	76.4446	117	17.9822	4.28813	170	26.5585	
Morgan St	NCAA	17-14	0.54839	-7	268	1.14011	259	21.2801	684	76.8573	144	16.8571	4.14462	308	20.4808	
Ft Lewis	NCAA	24-8	0.75	+2	269	1.13877	287	19.951	229	84.3593	503	8.01766	4.04486	383	14.1872	
Northwood FL	NAIA	33-4	0.89189	-13	270	1.13786	262	21.1553	407	80.7141	267	12.8721	2.08758	693	5.15836	
Mountain St	NAIA	33-4	0.89189	+21	271	1.13781	320	18.5984	145	86.6648	723	4.36004	4.45056	639	6.1525	
Cornerstone	NAIA	34-4	0.89474	-9	272	1.13531	282	20.1832	140	86.9055	637	5.70791	2.20179	642	6.11158	
Colorado Mines	NCAA	25-6	0.80645	+4	273	1.1303	277	20.3257	370	81.3657	318	11.3901	4.76659	440	11.4769	
NE Omaha	NCAA	19-9	0.67857	-5	274	1.12635	299	19.6684	86	88.9922	816	3.10977	4.26668	353	15.4187	
Missouri KC	NCAA	16-14	0.53333	-13	275	1.12585	325	18.4878	362	81.6035	413	9.3116	3.81906	287	22.0188	
Williams	NCAA	29-3	0.90625	-84	276	1.12324	266	20.9887	247	84.1065	412	9.31472	1.60433	647	6.01767	
UC Riverside	NCAA	12-19	0.3871	-11	277	1.12125	303	19.5104	506	79.3938	284	12.5496	3.60998	235	24.1899	
UC Irvine	NCAA	13-19	0.40625	-3	278	1.11453	245	22.1722	93	88.7361	626	5.86901	3.75555	219	24.4377	
Harding	NCAA	25-5	0.83333	-5	279	1.11428	280	20.1954	217	84.5556	498	8.06833	3.22069	546	8.56887	
Wayne St MI	NCAA	22-8	0.73333	-2	280	1.10212	265	20.9997	333	82.0923	321	11.3431	3.07504	396	13.33	
Northwestern LA	NCAA	18-14	0.5625	+4	281	1.09783	304	19.4356	88	88.9058	834	2.95535	4.45396	314	19.5209	
AL Huntsville	NCAA	29-5	0.85294	-14	282	1.09426	319	18.6625	342	81.9228	420	9.17228	3.96425	492	10.0413	
Brown	NCAA	11-17	0.39286	+7	283	1.09388	263	21.1449	169	85.7594	517	7.8171	3.67428	240	23.9541	
City Col San Fran	CCCAA	32-1	0.9697	-33	284	1.09241	374	16.5124	239	84.301	705	4.64118	1.22111	1021	0.750046	
Arkansas Tech	NCAA	25-6	0.80645	-4	285	1.09218	284	20.0747	365	81.5294	335	10.9756	3.64598	506	9.64896	
Midland TX	NJCAA	26-4	0.86667	-32	286	1.08982	288	19.9173	589	78.1735	222	14.1703	3.11238	627	6.3251	
Tennessee St	NCAA	14-16	0.46667	-1	287	1.08909	270	20.6298	411	80.7001	290	12.3634	3.92241	276	22.3724	
TX Southern	NCAA	19-13	0.59375	-6	288	1.08743	356	17.2595	761	75.851	236	13.8432	4.00294	319	19.2608	
Bethune-Cookman	NCAA	21-13	0.61765	-9	289	1.08727	358	17.0632	731	76.1979	255	13.2988	3.99645	331	17.5243	
Indianapolis	NCAA	19-9	0.67857	-3	290	1.08256	300	19.6653	100	88.5026	784	3.59674	3.07976	387	14.1256	
Amherst	NCAA	25-4	0.86207	-21	291	1.07888	296	19.7706	152	86.2941	623	5.90813	1.37523	678	5.33567	
Texas St	NCAA	16-16	0.5	+2	292	1.07884	291	19.8698	80	89.123	810	3.17579	4.618	310	20.1714	
Mary ND	NCAA	23-6	0.7931	+8	293	1.07618	329	18.3175	674	76.9461	240	13.8041	2.81345	443	11.3502	
Pikeville	NAIA	30-7	0.81081	+142	294	1.07387	335	18.0664	102	88.3484	903	2.14327	2.19477	646	6.02863	
Chaminade	NCAA	20-9	0.68966	+32	295	1.07178	345	17.5742	413	80.6254	405	9.38301	2.60345	364	14.9528	
Biola	NAIA	28-6	0.82353	+8	296	1.06922	318	18.6958	1057	72.6725	106	18.456	2.60842	541	8.74096	
Wake Forest	NCAA	8-24	0.25	+3	297	1.0686	292	19.8583	251	84.0645	486	8.22378	3.32693	87	30.5135	
E Kentucky	NCAA	15-16	0.48387	-1	298	1.06713	283	20.1783	694	76.7271	176	15.8841	3.36412	306	20.6456	
Mt St Mary's	NCAA	11-21	0.34375	-6	299	1.06461	273	20.5731	743	76.0626	142	16.9398	3.42176	193	25.447	
Wyoming	NCAA	10-21	0.32258	-12	300	1.06046	281	20.1834	447	80.1348	285	12.4828	4.99259	162	26.9475	
KY Wesleyan	NCAA	19-10	0.65517	-2	301	1.059	301	19.5793	119	87.7065	728	4.31046	3.79822	355	15.3953	
Sacred Heart	NCAA	11-18	0.37931	-6	302	1.05289	297	19.7476	408	80.7085	314	11.4715	1.9744	254	23.4336	
Louisiana Tech	NCAA	12-20	0.375	-5	303	1.05094	278	20.2701	686	76.8428	177	15.859	5.09249	201	25.1863	
SE Louisiana	NCAA	15-14	0.51724	+4	304	1.0441	302	19.5313	516	79.3239	280	12.6329	4.63038	311	20.1309	
Washburn	NCAA	18-10	0.64286	+1	305	1.04308	312	18.917	390	81.0772	366	10.2713	4.94877	351	15.5506	
Lincoln Mem	NCAA	27-3	0.9	-11	306	1.04194	311	19.0218	321	82.392	428	9.06025	2.94433	660	5.71706	
Indiana PA	NCAA	26-6	0.8125	-16	307	1.04125	313	18.8779	567	78.4645	269	12.84	1.74454	567	7.99806	
AK Anchorage	NCAA	23-10	0.69697	+23	308	1.03839	305	19.3812	316	82.5204	415	9.29516	4.07297	402	12.9399	
Bentley	NCAA	24-8	0.75	-7	309	1.03766	290	19.904	691	76.7522	190	15.5812	2.57731	414	12.5503	
Seattle	NCAA	11-20	0.35484	-5	310	1.03631	334	18.2034	345	81.8049	448	8.82991	3.90932	209	24.7832	
Holy Cross	NCAA	8-21	0.27586	-4	311	1.03399	241	22.3663	350	81.7652	262	13.0299	1.54658	196	25.3286	
Savannah St	NCAA	12-18	0.4	-3	312	1.03259	315	18.7741	1085	72.4114	97	18.7991	3.61291	295	21.5279	
Youngstown St	NCAA	9-21	0.3	+6	313	1.03079	289	19.9079	237	84.3029	499	8.03394	3.97751	175	26.4264	
Metro St	NCAA	22-8	0.73333	+3	314	1.02978	333	18.237	962	73.719	141	16.9498	4.605	413	12.5786	
Portland St	NCAA	14-16	0.46667	-2	315	1.02837	330	18.2904	242	84.1969	582	6.52408	5.3355	286	22.029	
Nicholls St	NCAA	14-14	0.5	+2	316	1.02329	294	19.8477	1012	73.0959	86	19.1794	4.88236	307	20.5298	
Montana St	NCAA	13-18	0.41935	-3	317	1.02166	293	19.8517	489	79.6678	282	12.615	5.43584	260	23.2555	
CS San Bern.	NCAA	18-10	0.64286	+26	318	1.0215	308	19.2223	455	80.072	311	11.5814	2.41767	365	14.9498	
Gardner Webb	NCAA	11-21	0.34375	+4	319	1.01565	306	19.376	794	75.5087	159	16.3012	3.36368	227	24.3178	
Denver	NCAA	13-17	0.43333	-4	320	1.01444	298	19.7246	1307	70.2071	50	21.9482	5.81689	259	23.2611	
UC Davis	NCAA	10-20	0.33333	-6	321	1.01094	272	20.5897	184	85.3997	526	7.62217	3.00997	233	24.2412	
IL Chicago	NCAA	7-24	0.22581	+6	322	1.00868	285	20.0582	569	78.4508	228	14.0408	3.48134	145	27.8622	
High Point	NCAA	12-19	0.3871	-1	323	1.00759	373	16.5723	583	78.2575	340	10.7459	3.3456	272	22.7312	
Wooster	NCAA	31-3	0.91176	+6	324	1.00757	417	14.5915	619	77.7601	417	9.26033	3.04566	783	3.88456	
CS Fullerton	NCAA	11-20	0.35484	-4	325	0.999837	323	18.5393	202	84.9374	616	6.0349	4.0502	242	23.9072	
Utah Valley	NCAA	19-11	0.63333		326	0.994769	327	18.4479	400	80.8665	376	10.0117	4.71845	352	15.4463	
TX Wesleyan	NAIA	29-5	0.85294	-44	327	0.994722	314	18.8206	307	82.655	461	8.59503	4.80448	661	5.68546	
Rollins	NCAA	25-7	0.78125	-3	328	0.992364	337	18.0246	420	80.5478	384	9.90846	3.48599	511	9.57965	
Stonehill	NCAA	22-8	0.73333	-9	329	0.990432	317	18.7195	759	75.8774	199	15.272	2.81351	438	11.498	
Fordham	NCAA	7-21	0.25	-6	330	0.98672	347	17.5323	451	80.0959	385	9.86935	3.45116	142	27.9823	
Hartford	NCAA	11-20	0.35484	-2	331	0.984462	321	18.5643	896	74.4916	152	16.5056	2.64706	263	22.9654	
UNC Greensboro	NCAA	7-24	0.22581	+10	332	0.984219	316	18.7598	177	85.514	641	5.6795	3.19148	163	26.9146	
Martin Meth	NAIA	34-4	0.89474	+23	333	0.984155	400	15.2977	144	86.6879	988	1.04137	2.20423	810	3.45962	
St Catharine	NAIA	24-11	0.68571	+3	334	0.983092	341	17.8835	196	85.1149	668	5.19729	2.65471	401	12.9902	
Walsh	NAIA	29-2	0.93548		335	0.980917	332	18.2537	181	85.4419	665	5.24155	3.40898	1230	-1.55254	
Campbell	NCAA	12-19	0.3871	+5	336	0.977053	295	19.8229	661	77.1412	203	15.1135	4.26905	255	23.4331	
Navy	NCAA	11-20	0.35484	-4	337	0.975885	322	18.5447	441	80.2486	342	10.7252	2.68071	268	22.8833	
Seattle Pacific	NCAA	20-10	0.66667	+28	338	0.974154	326	18.4719	498	79.4648	317	11.444	3.50778	399	13.0918	
UT Arlington	NCAA	13-16	0.44828	+7	339	0.972997	310	19.1517	404	80.8372	341	10.7432	4.32241	309	20.191	
San Jacinto-C	NJCAA	26-4	0.86667	-28	340	0.972531	377	16.3762	192	85.2252	785	3.57645	1.78905	657	5.76237	
TN Martin	NCAA	12-21	0.36364	-3	341	0.97174	355	17.3004	346	81.7921	511	7.94038	2.93713	290	21.7926	
Bryant	NCAA	9-21	0.3	-10	342	0.97079	366	16.7772	397	80.9152	482	8.29288	2.34354	218	24.4471	
North Dakota	NCAA	19-15	0.55882	-9	343	0.970016	402	15.188	639	77.4431	368	10.1759	4.88599	341	16.4235	
C Michigan	NCAA	10-21	0.32258	-8	344	0.966491	338	17.9962	1032	72.9314	126	17.496	4.33824	216	24.464	
Brit Columbia	CIS	33-4	0.89189	+3	345	0.965475	340	17.9016	85	88.9944	967	1.33806	2.53792	946	1.72598	
St Francis PA	NCAA	9-21	0.3	-6	346	0.962693	331	18.2878	431	80.35	361	10.3675	4.08357	202	25.149	
TX A&M Commerce	NCAA	18-9	0.66667	-2	347	0.961569	351	17.4147	143	86.71	814	3.13748	3.34155	389	13.772	
Southern Utah	NCAA	11-19	0.36667	-9	348	0.960472	336	18.0559	461	79.9749	355	10.5091	3.70988	280	22.1883	
C Missouri	NCAA	18-11	0.62069	+1	349	0.957428	346	17.5722	580	78.3057	307	11.6996	4.99675	379	14.4158	
Lamar	NCAA	13-17	0.43333	+8	350	0.955571	279	20.2	70	89.4585	811	3.16907	4.18863	318	19.3309	
FL Gulf Coast	NCAA	10-20	0.33333	-2	351	0.954422	348	17.4636	518	79.3208	350	10.5753	4.19971	228	24.2949	
Carleton ON	CIS	34-1	0.97143	+2	352	0.952512	361	16.9633	343	81.8727	532	7.51993	3.0907	1397	-3.93579	
E Washington	NCAA	10-20	0.33333	-6	353	0.951512	324	18.4947	514	79.3328	310	11.5934	5.35259	256	23.4009	
Monmouth NJ	NCAA	9-21	0.3	-1	354	0.944697	307	19.2742	854	74.9486	145	16.7542	2.9205	223	24.3678	
S Francisco St	NCAA	16-11	0.59259	+21	355	0.944371	359	17.0469	368	81.4431	500	8.03336	1.93135	349	15.6335	
SE Missouri St	NCAA	10-22	0.3125	+1	356	0.943095	352	17.3638	485	79.7107	371	10.0874	2.80331	277	22.3472	
Army	NCAA	11-19	0.36667	-6	357	0.941289	344	17.6548	425	80.4588	393	9.62267	2.00094	284	22.0632	
Coppin St	NCAA	16-14	0.53333	+2	358	0.937893	339	17.9245	329	82.2256	492	8.135	3.8797	323	18.4495	
St Rose	NCAA	22-9	0.70968	-7	359	0.934779	372	16.6119	212	84.6238	717	4.41943	3.3671	463	11.0346	
Grand Valley St	NCAA	19-8	0.7037	+1	360	0.933649	328	18.4012	599	78.064	273	12.7733	3.31779	451	11.1793	
New Hampshire	NCAA	12-18	0.4	+2	361	0.927563	360	17.0278	1151	71.8005	124	17.659	2.42104	293	21.6345	
Monroe	NJCAA	29-5	0.85294	+6	362	0.927031	386	16.0377	598	78.075	360	10.3886	2.22615	822	3.24608	
Samford	NCAA	12-19	0.3871	+6	363	0.924859	396	15.5484	1059	72.6643	198	15.3165	3.12616	271	22.7431	
CS Poly Pomona	NCAA	17-11	0.60714	+29	364	0.921085	342	17.7209	1025	72.9829	131	17.1699	3.51713	404	12.8831	
Hillsdale	NCAA	20-6	0.76923	-3	365	0.921038	419	14.5494	609	77.9695	433	9.01521	2.77579	486	10.1215	
South Alabama	NCAA	12-16	0.42857	-2	366	0.919136	376	16.4693	315	82.5226	590	6.38013	4.03682	303	20.9094	
Winona St	NCAA	20-10	0.66667	+10	367	0.914044	343	17.6975	257	83.9026	604	6.22469	2.25647	407	12.7558	
Alabama St	NCAA	17-18	0.48571	-13	368	0.912414	370	16.7186	877	74.6421	217	14.5103	3.37439	335	16.8552	
NM Highlands	NCAA	20-8	0.71429	+6	369	0.91146	383	16.084	45	91.3121	1292	-2.79981	4.84097	467	10.6754	
American Intl	NCAA	20-9	0.68966	-3	370	0.902005	371	16.6922	602	78.0286	330	11.0915	3.91816	421	12.1087	
Tougaloo	NAIA	27-5	0.84375	-28	371	0.901453	405	15.0174	566	78.4876	437	8.9643	3.9994	671	5.51988	
Emporia St	NCAA	16-14	0.53333	-1	372	0.899021	410	14.8632	610	77.9256	407	9.371	4.1305	345	16.2543	
Augustana IL	NCAA	27-4	0.87097	+10	373	0.897491	414	14.7362	972	73.5264	244	13.6407	3.28846	672	5.509	
Randolph Macon	NCAA	25-5	0.83333	-2	374	0.894339	381	16.1364	1145	71.8625	148	16.7033	3.87836	702	5.07478	
Norfolk St	NCAA	12-20	0.375	-2	375	0.894292	379	16.2553	355	81.6738	552	7.01395	4.34753	305	20.734	
Augustana SD	NCAA	18-9	0.66667	+15	376	0.887279	363	16.9289	296	82.8916	586	6.46866	2.3073	430	11.9079	
Citadel	NCAA	10-22	0.3125	+15	377	0.885998	349	17.4382	644	77.4176	287	12.4551	4.09857	243	23.8912	
Niagara	NCAA	9-23	0.28125	-4	378	0.885885	389	15.9109	715	76.4522	304	11.884	3.18302	207	24.8524	
Florida Intl	NCAA	11-19	0.36667		379	0.884494	369	16.7228	293	83.1529	618	6.00407	4.76108	296	21.4681	
Adams St	NCAA	20-9	0.68966	+14	380	0.880765	384	16.0809	236	84.3096	740	4.19732	4.76648	450	11.1922	
Troy	NCAA	8-21	0.27586	-1	381	0.879208	353	17.3299	215	84.5677	669	5.19511	4.61831	232	24.2667	
NC A&T	NCAA	15-17	0.46875		382	0.878674	382	16.125	308	82.652	624	5.90591	5.08568	317	19.3864	
Embry-Riddle FL	NAIA	29-5	0.85294	-5	383	0.874496	368	16.7252	435	80.313	447	8.84511	2.76108	808	3.46226	
E Illinois	NCAA	9-20	0.31034	+2	384	0.874124	364	16.909	957	73.8746	194	15.4676	2.33098	279	22.33	
Bloomfield	NCAA	24-9	0.72727	-15	385	0.873553	406	15.0008	44	91.3836	1378	-3.95235	2.69449	554	8.39292	
Trinity Valley CC	NJCAA	14-3	0.82353	-21	386	0.86926	424	14.45	561	78.5519	481	8.32368	2.11062	589	7.41774	
Southern Nazarene	NAIA	26-9	0.74286	-28	387	0.868084	388	15.964	576	78.3339	373	10.0615	3.596	535	8.87768	
SW MO St-WP	NJCAA	30-2	0.9375		388	0.866282	465	13.0322	376	81.2578	739	4.2032	3.49329	1178	-0.989478	
Eastern Utah	NJCAA	19-7	0.73077	+36	389	0.865767	407	14.9915	322	82.3461	677	5.07592	3.16426	545	8.5766	
St Francis IN	NAIA	28-10	0.73684	+6	390	0.862536	415	14.6988	302	82.7235	718	4.4038	1.87689	531	8.91316	
N Illinois	NCAA	9-21	0.3	-1	391	0.862218	350	17.4188	373	81.3022	466	8.55009	4.53144	238	24.0467	
Georgia SW	NCAA	19-9	0.67857	-8	392	0.861799	365	16.9031	530	79.1599	369	10.1743	3.08075	494	9.97735	
Adelphi	NCAA	20-11	0.64516	-12	393	0.859255	397	15.4856	824	75.2249	277	12.6898	2.74422	444	11.3153	
Eckerd	NCAA	22-8	0.73333	-7	394	0.859028	409	14.8765	539	78.9286	476	8.38189	3.11003	510	9.58935	
South Dakota	NCAA	18-15	0.54545	+3	395	0.858116	390	15.903	146	86.6439	946	1.69218	5.30775	357	15.2935	
MA Lowell	NCAA	20-10	0.66667	-11	396	0.856795	420	14.5299	502	79.4155	529	7.54443	3.5186	419	12.1919	
San Diego	NCAA	6-24	0.2	+30	397	0.856035	354	17.3019	818	75.2629	220	14.4708	4.16175	173	26.502	
Incarnate Word	NCAA	16-10	0.61538	-1	398	0.854146	378	16.3269	300	82.8214	622	5.93438	2.94519	376	14.4501	
SC Aiken	NCAA	18-10	0.64286	-10	399	0.848882	394	15.7298	528	79.2001	438	8.96007	1.94566	423	12.0855	
Idaho St	NCAA	9-20	0.31034	+1	400	0.841441	392	15.7976	586	78.222	377	10.0065	5.33299	258	23.2861	
NC Central	NCAA	15-15	0.5	-2	401	0.84099	435	13.9612	562	78.5463	514	7.85126	3.94844	338	16.487	
Salt Lake CC	NJCAA	20-8	0.71429	+38	402	0.838329	387	16.0049	330	82.1677	603	6.269	3.05543	558	8.29216	
Lewis	NCAA	17-14	0.54839	+5	403	0.835951	357	17.1109	680	76.8794	279	12.664	3.32333	390	13.7704	
FL Southern	NCAA	23-9	0.71875	-4	404	0.834899	413	14.762	222	84.4629	853	2.73383	3.72267	522	9.19834	
Black Hills St	NAIA	28-7	0.8	+2	405	0.832551	393	15.767	379	81.2506	555	6.94992	3.14719	635	6.22692	
Michigan Tech	NCAA	17-11	0.60714	-1	406	0.831989	433	14.0098	547	78.7729	523	7.67169	2.11041	408	12.7217	
Mesa St	NCAA	18-10	0.64286	+9	407	0.83112	401	15.2454	1000	73.1948	219	14.4823	4.09525	415	12.4656	
E Michigan	NCAA	9-22	0.29032	-2	408	0.829067	362	16.9516	926	74.1797	200	15.2046	5.03112	278	22.3364	
St Anselm	NCAA	19-9	0.67857	-7	409	0.828265	428	14.1663	357	81.658	689	4.93786	4.54777	427	12.004	
Texas A&M Intl	NCAA	19-11	0.63333	+8	410	0.827385	395	15.618	636	77.4806	352	10.5651	4.36776	477	10.3474	
Towson	NCAA	4-26	0.13333	+33	411	0.823982	309	19.1523	191	85.2281	595	6.35455	2.67671	138	28.1028	
Stetson	NCAA	8-23	0.25806	-1	412	0.82346	380	16.15	553	78.6287	382	9.95475	4.087	236	24.1822	
Colgate	NCAA	7-23	0.23333	-4	413	0.818963	399	15.3267	482	79.7568	505	8.00232	2.08716	247	23.7894	
Jackson St	NCAA	17-15	0.53125	+3	414	0.817056	375	16.4912	807	75.3134	247	13.6101	3.60291	340	16.4477	
Binghamton	NCAA	8-23	0.25806	-2	415	0.81518	385	16.0487	782	75.6675	271	12.8149	2.22456	261	23.2459	
OK Baptist	NAIA	24-9	0.72727	-13	416	0.811051	408	14.8945	232	84.3361	827	2.9901	4.17489	571	7.94495	
Marist	NCAA	6-27	0.18182	-5	417	0.80914	411	14.8474	788	75.5609	306	11.7132	2.34542	181	26.0844	
Fresno Pacific	NAIA	20-13	0.60606	+15	418	0.807732	421	14.5257	651	77.3068	392	9.64816	2.32618	432	11.8175	
Manhattan	NCAA	6-25	0.19355	-4	419	0.807104	391	15.8111	757	75.892	292	12.3429	2.04683	186	25.9421	
Concordia SP	NCAA	16-11	0.59259	+14	420	0.806793	444	13.5871	402	80.8598	671	5.15827	1.64998	406	12.8225	
Carleton MN	NCAA	18-8	0.69231	+44	421	0.805453	430	14.156	1257	70.6698	174	15.915	3.08337	526	9.05225	
E New Mexico	NCAA	13-14	0.48148	-3	422	0.805296	429	14.1573	103	88.2196	1192	-1.63035	1.94377	360	15.1172	
Jacksonville Col	NJCAA	17-7	0.70833	-28	423	0.805253	412	14.8454	194	85.192	911	2.08441	1.59627	529	8.95104	
CS Bakersfield	NCAA	9-19	0.32143	+2	424	0.804901	422	14.5035	432	80.3491	577	6.58834	4.73625	245	23.821	
Texas Col	NAIA	20-9	0.68966	-11	425	0.802202	427	14.1747	658	77.191	403	9.41467	4.31715	538	8.7741	
IN Wesleyan	NCCAA	28-8	0.77778	+3	426	0.802031	490	11.8764	341	81.9369	884	2.36815	2.85681	596	7.22038	
SW Oklahoma	NCAA	16-13	0.55172	-3	427	0.800673	404	15.039	635	77.4816	379	9.98807	3.73071	397	13.2419	
Shaw NC	NCAA	23-9	0.71875	-18	428	0.800142	403	15.1468	607	77.9962	397	9.58013	3.00785	574	7.849	
Kennesaw	NCAA	8-23	0.25806	+1	429	0.791722	416	14.6604	549	78.7271	477	8.36528	4.39144	244	23.846	
TAM C. Christi	NCAA	10-21	0.32258	+5	430	0.789574	437	13.8509	836	75.0853	328	11.2006	4.04928	281	22.1883	
NC Pembroke	NCAA	18-12	0.6	-11	431	0.788374	432	14.0396	492	79.6583	563	6.81311	2.18317	446	11.2891	
Lindenwood	NAIA	28-6	0.82353	+13	432	0.787192	443	13.5991	582	78.2619	518	7.77247	2.48561	817	3.32813	
WI River Falls	NCAA	20-8	0.71429	+15	433	0.785845	431	14.0727	531	79.1373	538	7.36578	4.80504	514	9.48545	
Tampa	NCAA	22-7	0.75862	-11	434	0.785756	464	13.0456	565	78.5178	554	6.96143	2.76325	581	7.66571	
Howard Col	NJCAA	17-5	0.77273	-14	435	0.783619	480	12.2264	1254	70.6754	232	13.982	2.14337	615	6.52621	
Longwood	NCAA	12-19	0.3871	+1	436	0.782364	425	14.4039	128	87.4283	1120	-0.592236	4.4071	313	19.6745	
Bellevue	NAIA	28-6	0.82353	+5	437	0.774904	398	15.456	542	78.89	434	8.99601	4.36972	849	2.79635	
