Team		Record		Δ	Rat		Pwr		Off		Def		HFA	SoS		
Utah St	NCAA	30-4	0.88235	-11	28	2.22764	36	39.7917	154	86.1797	15	26.0444	5.25338	127	28.4637	
George Mason	NCAA	27-7	0.79412	+11	29	2.22186	30	40.3306	49	90.7701	48	21.993	3.73629	82	31.1828	
Temple	NCAA	26-8	0.76471	-1	30	2.21261	34	40.057	78	89.1971	35	23.2928	3.19808	64	32.4801	
Penn St	NCAA	19-15	0.55882	-7	31	2.21119	31	40.234	244	84.1788	3	28.4855	3.34885	2	38.8569	
Florida St	NCAA	23-11	0.67647	+11	32	2.21026	22	42.0341	125	87.4793	10	26.9857	3.9372	31	35.1444	
Georgetown	NCAA	21-11	0.65625	-14	33	2.20053	37	39.5809	76	89.3177	40	22.6953	3.26228	5	38.2887	
Kansas St	NCAA	23-11	0.67647	+2	34	2.16796	38	39.4947	46	91.2064	66	20.7165	6.2183	32	35.1232	
Clemson	NCAA	22-12	0.64706	-5	35	2.15802	25	41.8316	84	88.9965	22	25.2647	3.98543	36	34.9486	
Gonzaga	NCAA	25-10	0.71429	+8	36	2.15096	39	39.4591	41	91.6091	73	20.2811	4.36188	77	31.5519	
Illinois	NCAA	20-14	0.58824	+8	37	2.14741	27	41.4152	61	90.0269	29	23.8164	5.26143	8	38.1191	
St John's	NCAA	21-12	0.63636	-15	38	2.13344	46	38.1538	63	89.9781	68	20.6087	4.5577	15	37.0879	
Northwestern	NCAA	20-14	0.58824	+11	39	2.13239	35	40.0549	39	91.8386	67	20.6471	3.96604	25	36.0588	
Belmont	NCAA	30-5	0.85714	-12	40	2.12789	43	38.8704	36	92.128	87	19.1743	4.51575	178	26.2381	
Michigan St	NCAA	19-15	0.55882	-7	41	2.12331	44	38.7318	81	89.1188	45	22.0404	4.58357	4	38.3363	
Vanderbilt	NCAA	23-11	0.67647	-4	42	2.11928	33	40.1116	21	94.1732	108	18.3697	3.20506	38	34.7968	
UNLV	NCAA	24-9	0.72727	-17	43	2.11698	40	39.3006	66	89.8524	51	21.8792	3.30494	51	33.5963	
Alabama	NCAA	25-12	0.67568	+5	44	2.11599	48	38.1035	252	84.0395	14	26.496	5.71025	69	31.9617	
Virginia Tech	NCAA	22-12	0.64706	-10	45	2.10085	41	39.1869	118	87.7755	28	23.8424	3.69555	43	34.1204	
Texas A&M	NCAA	24-9	0.72727	-15	46	2.09516	49	37.7087	208	84.749	19	25.3911	5.19621	62	32.5598	
Xavier	NCAA	24-8	0.75	-10	47	2.08628	45	38.4097	73	89.4101	56	21.4329	3.01706	59	32.8408	
UCLA	NCAA	23-11	0.67647	+3	48	2.07313	60	36.4607	113	87.8393	61	21.0519	4.95935	42	34.3344	
Oakland	NCAA	25-10	0.71429	-10	49	2.06877	47	38.1504	2	101.934	457	8.64748	3.07914	99	29.6621	
Colorado	NCAA	24-14	0.63158	-2	50	2.02154	54	37.0869	13	95.9073	248	13.6077	6.34401	65	32.3249	
Villanova	NCAA	21-12	0.63636	-10	51	2.01808	42	39.0919	56	90.203	58	21.3237	4.25283	26	35.9622	
Memphis	NCAA	25-10	0.71429	+1	52	2.00584	79	33.9162	110	87.9641	107	18.3841	4.01404	89	30.3457	
Washington St	NCAA	22-13	0.62857	+10	53	2.0006	56	36.9279	55	90.2226	89	19.1339	5.38144	50	33.5988	
Tennessee	NCAA	19-15	0.55882	-2	54	1.99134	55	37.0024	90	88.8869	71	20.5455	2.57425	22	36.438	
Boston College	NCAA	21-13	0.61765	-8	55	1.98643	63	36.0831	62	90.0148	104	18.4992	2.28638	41	34.597	
Princeton	NCAA	25-7	0.78125	+4	56	1.98022	71	34.7393	233	84.3221	38	22.8512	2.98588	150	27.5615	
Missouri	NCAA	23-11	0.67647	-11	57	1.97599	65	35.9927	14	95.8577	283	12.5638	6.6915	60	32.7336	
Maryland	NCAA	19-14	0.57576	-2	58	1.97433	51	37.3913	34	92.6847	133	17.1387	3.27465	44	34.0069	
Georgia	NCAA	21-12	0.63636	-5	59	1.97358	59	36.5241	149	86.3762	41	22.5779	3.5301	48	33.8194	
Minnesota	NCAA	17-14	0.54839	+6	60	1.96167	53	37.093	101	88.3647	60	21.1582	3.5595	18	36.9712	
USC	NCAA	19-15	0.55882	-3	61	1.95851	52	37.1488	317	82.4923	9	27.0881	4.6907	37	34.8746	
Miami FL	NCAA	21-15	0.58333		62	1.95579	58	36.8229	57	90.1329	91	19.1199	4.62033	45	33.8824	
New Mexico	NCAA	22-13	0.62857	-8	63	1.94675	50	37.441	64	89.9328	77	19.9399	4.4941	68	31.9924	
Missouri St	NCAA	26-9	0.74286	-3	64	1.94516	70	34.8138	123	87.4902	80	19.7554	5.19088	98	29.7693	
Cleveland St	NCAA	27-9	0.75	-8	65	1.93604	68	35.2475	134	87.0767	69	20.6012	2.78545	100	29.6605	
St Mary's CA	NCAA	25-9	0.73529	+10	66	1.92349	57	36.8532	42	91.5348	123	17.7512	3.74387	103	29.561	
Col Charleston	NCAA	26-11	0.7027	+14	67	1.91457	66	35.4161	37	91.9224	173	15.9283	4.48444	119	28.8012	
Oklahoma St	NCAA	20-14	0.58824	-9	68	1.90293	69	35.1471	165	85.8204	53	21.7579	6.04482	54	33.3522	
California	NCAA	18-15	0.54545		69	1.88576	80	33.915	38	91.8606	218	14.4839	5.13429	30	35.2061	
Harvard	NCAA	23-7	0.76667	+2	70	1.8851	73	34.3788	122	87.5419	85	19.2693	3.53426	139	28.0594	
Morehead St	NCAA	25-10	0.71429	+13	71	1.88056	81	33.4414	258	83.9011	49	21.9761	3.09621	176	26.375	
Santa Clara	NCAA	24-14	0.63158	+66	72	1.87626	84	32.8601	52	90.4514	211	14.8418	2.7154	149	27.7227	
UAB	NCAA	22-9	0.70968	+6	73	1.87522	77	34.173	214	84.5929	47	22.0122	4.28974	85	30.6026	
Kent	NCAA	25-12	0.67568	+4	74	1.86951	82	33.2727	95	88.5795	134	17.1246	3.96899	126	28.4718	
Bucknell	NCAA	25-9	0.73529	-7	75	1.86834	85	32.7607	243	84.1898	62	20.9986	2.06481	166	26.6899	
Indiana St	NCAA	20-14	0.58824	+1	76	1.8628	90	32.2361	267	83.671	63	20.9981	4.52232	92	30.1816	
Iona	NCAA	25-12	0.67568	+6	77	1.86265	64	36.0632	19	94.6725	239	13.8152	2.18189	143	27.9189	
Long Island	NCAA	27-6	0.81818	-11	78	1.8564	101	31.3376	10	97.2123	580	6.55784	3.38612	226	24.3207	
Bellarmine	NCAA	33-2	0.94286	+12	79	1.85339	106	30.9948	54	90.3632	261	13.0651	2.93727	332	17.4942	
Dayton	NCAA	22-14	0.61111	-6	80	1.84909	87	32.4862	176	85.5182	83	19.4009	2.47407	79	31.4452	
Rutgers	NCAA	15-17	0.46875	-10	81	1.84752	67	35.3151	155	86.1234	54	21.6273	3.38842	34	35.0339	
Seton Hall	NCAA	13-18	0.41935	-9	82	1.84205	61	36.2165	124	87.4896	59	21.1623	3.97579	19	36.8826	
Drexel	NCAA	21-10	0.67742	+13	83	1.83575	89	32.2918	523	79.2875	18	25.4387	2.89966	97	29.812	
Oregon	NCAA	21-18	0.53846	+11	84	1.83482	88	32.4385	142	86.7606	114	18.1063	5.06713	72	31.769	
Wofford	NCAA	21-13	0.61765	-3	85	1.83211	76	34.1862	91	88.8337	121	17.7864	2.84121	121	28.6891	
UTEP	NCAA	25-10	0.71429	+1	86	1.82224	74	34.2781	163	85.8728	65	20.8373	4.96718	122	28.6435	
Mississippi	NCAA	20-14	0.58824	-7	87	1.82099	72	34.6902	48	90.8423	161	16.2798	3.75869	76	31.661	
Nebraska	NCAA	19-13	0.59375	-13	88	1.79194	75	34.2122	387	81.1502	17	25.4889	6.20842	75	31.6737	
Southern Miss	NCAA	22-10	0.6875	+4	89	1.79147	78	34.1696	116	87.809	98	18.7915	4.67893	148	27.7451	
Fairfield	NCAA	25-8	0.75758	-20	90	1.78698	96	31.7331	428	80.4369	31	23.722	1.53943	187	25.8678	
Virginia	NCAA	16-15	0.51613	-2	91	1.76483	86	32.5048	488	79.681	23	25.2547	3.16971	56	33.0475	
Tulsa	NCAA	19-13	0.59375	+7	92	1.75279	91	32.1616	120	87.6572	143	16.9358	4.4779	91	30.1907	
Colorado St	NCAA	19-13	0.59375	-5	93	1.75062	83	33.2429	127	87.4402	111	18.2347	3.55135	78	31.543	
Duquesne	NCAA	19-13	0.59375	+6	94	1.74986	62	36.1214	18	94.7129	237	13.8424	3.72805	95	29.9218	
St Peter's	NCAA	20-14	0.58824	-10	95	1.74693	108	30.9432	597	78.0854	21	25.2842	2.30756	134	28.2999	
WI Milwaukee	NCAA	19-14	0.57576	+1	96	1.74577	116	30.0789	190	85.2306	129	17.2806	3.45153	86	30.5786	
Long Beach St	NCAA	22-12	0.64706	-7	97	1.73394	102	31.2827	97	88.5332	201	15.1881	3.68101	115	28.964	
Valparaiso	NCAA	23-12	0.65714	-6	98	1.72252	95	31.7421	106	88.06	168	16.1128	3.69183	137	28.1489	
Hofstra	NCAA	21-12	0.63636	+12	99	1.71281	113	30.4912	89	88.8957	229	14.0282	3.10167	125	28.5247	
NC State	NCAA	15-16	0.48387	+2	100	1.70543	97	31.6633	108	87.9881	169	16.1059	3.68168	53	33.4451	
Akron	NCAA	23-13	0.63889	-3	101	1.70179	114	30.2503	197	85.1063	125	17.5773	5.08103	177	26.3249	
Boise St	NCAA	22-13	0.62857	-8	102	1.70118	100	31.4088	65	89.8798	233	13.9616	4.57122	154	27.48	
Creighton	NCAA	23-16	0.58974	+7	103	1.70036	94	31.9274	117	87.8084	150	16.5512	5.76169	112	29.1171	
Coastal Car	NCAA	28-6	0.82353		104	1.69883	121	29.7255	171	85.7378	155	16.4155	3.0887	291	21.7898	
Marshall	NCAA	22-12	0.64706	+4	105	1.69801	93	31.9497	98	88.528	178	15.8549	4.08153	130	28.3886	
Rider	NCAA	23-11	0.67647	-3	106	1.6865	118	29.8807	82	89.0149	256	13.2897	1.95202	167	26.6632	
Mississippi St	NCAA	17-14	0.54839	+1	107	1.68407	109	30.8683	99	88.5156	212	14.7843	3.93108	88	30.4068	
Arkansas	NCAA	18-13	0.58065	-1	108	1.68116	104	31.0315	135	87.0667	157	16.3972	4.23014	102	29.5949	
James Madison	NCAA	21-12	0.63636	+12	109	1.6762	112	30.6209	104	88.2128	210	14.8427	3.26577	101	29.6079	
San Francisco	NCAA	19-15	0.55882	+17	110	1.67432	123	29.5936	131	87.3592	213	14.6667	3.4689	114	29.0156	
Baylor	NCAA	18-13	0.58065	-5	111	1.66535	110	30.7466	203	84.8893	110	18.2858	6.03169	90	30.3348	
Rhode Island	NCAA	20-14	0.58824	-11	112	1.65536	122	29.7224	275	83.5017	100	18.6537	3.5715	105	29.4785	
UCF	NCAA	21-12	0.63636	+13	113	1.64504	125	29.4542	299	82.8217	92	19.0636	5.12313	133	28.3392	
ETSU	NCAA	24-12	0.66667	-2	114	1.63999	117	30.074	253	84.019	105	18.4867	4.89486	174	26.4892	
Northern Iowa	NCAA	20-14	0.58824	-10	115	1.63898	105	30.9963	423	80.512	36	22.9174	4.2694	104	29.5287	
Providence	NCAA	15-17	0.46875	-3	116	1.62408	111	30.7252	26	93.4952	390	9.66268	4.90293	58	32.8734	
N Colorado	NCAA	21-11	0.65625	-2	117	1.62387	140	28.2819	187	85.3487	196	15.365	6.01493	203	25.1167	
Iowa	NCAA	11-20	0.35484	+5	118	1.61932	98	31.5057	158	85.9802	118	17.9554	4.96373	33	35.0736	
Wright St	NCAA	19-14	0.57576	+3	119	1.61713	120	29.7451	463	79.9344	43	22.2436	4.15953	131	28.3804	
Santa Barbara	NCAA	18-14	0.5625	-4	120	1.60899	115	30.2118	264	83.7602	94	18.888	2.56456	159	26.9765	
Stanford	NCAA	15-16	0.48387	+4	121	1.60844	103	31.0417	280	83.4502	76	20.0205	5.00229	71	31.7973	
South Florida	NCAA	10-23	0.30303	-4	122	1.60458	119	29.7815	358	81.6509	70	20.5659	3.63083	28	35.5218	
South Carolina	NCAA	14-16	0.46667	+1	123	1.60256	128	29.2179	227	84.3802	130	17.2685	3.66219	61	32.6482	
Oklahoma	NCAA	14-18	0.4375	-7	124	1.595	137	28.5065	271	83.6083	128	17.3278	5.61587	73	31.7459	
Iowa St	NCAA	16-16	0.5	-6	125	1.59169	99	31.4621	60	90.0526	238	13.8352	5.58867	81	31.2547	
Indiana	NCAA	12-20	0.375	+13	126	1.59041	92	32.0137	129	87.3911	138	17.052	4.95389	39	34.7247	
Furman	NCAA	22-11	0.66667	+5	127	1.59026	132	28.8538	367	81.4568	79	19.833	4.31778	200	25.2393	
East Carolina	NCAA	18-16	0.52941	+8	128	1.58326	138	28.421	193	85.1931	187	15.6601	3.55864	146	27.7776	
Portland	NCAA	20-12	0.625	+17	129	1.58223	124	29.589	173	85.5852	153	16.4375	4.97983	108	29.2872	
Georgia Tech	NCAA	13-18	0.41935	-2	130	1.58012	107	30.9443	221	84.4848	95	18.8875	4.23222	63	32.5563	
Oral Roberts	NCAA	19-16	0.54286	-17	131	1.57805	130	28.9638	94	88.5902	272	12.7995	3.80123	152	27.5146	
UNC Asheville	NCAA	20-14	0.58824	-3	132	1.56245	127	29.3739	172	85.6432	167	16.1632	2.34155	222	24.3814	
Vermont	NCAA	23-9	0.71875	-3	133	1.55895	134	28.7116	374	81.2681	78	19.8756	2.31581	231	24.2698	
G Washington	NCAA	17-14	0.54839	-3	134	1.55359	150	27.377	421	80.5242	84	19.2852	1.82808	128	28.4195	
American Univ	NCAA	22-9	0.70968	-2	135	1.55068	157	27.201	444	80.1841	82	19.4466	2.01825	229	24.2891	
SMU	NCAA	20-15	0.57143	+58	136	1.5485	141	28.1181	593	78.1235	42	22.4265	3.05328	194	25.3973	
Buffalo	NCAA	20-14	0.58824	+14	137	1.54558	131	28.8994	310	82.6376	99	18.6954	4.84631	189	25.7701	
Robert Morris	NCAA	18-14	0.5625	-4	138	1.54475	149	27.386	336	82.0168	120	17.802	3.41107	157	27.1732	
Montana	NCAA	21-11	0.65625	-19	139	1.53821	136	28.6893	494	79.5902	55	21.5329	5.51235	208	24.8158	
Detroit	NCAA	17-16	0.51515	+9	140	1.53547	133	28.7868	40	91.7063	399	9.51322	4.30029	124	28.5582	
IUPUI	NCAA	19-14	0.57576		141	1.53295	135	28.71	186	85.3857	184	15.7545	3.31112	172	26.5119	
Utah	NCAA	13-18	0.41935	-7	142	1.53138	145	27.8868	249	84.0836	163	16.2348	3.71284	66	32.1533	
C Oklahoma	NCAA	30-4	0.88235	+1	143	1.53115	162	26.9298	96	88.5699	336	10.7898	3.53222	374	14.5154	
Murray St	NCAA	23-9	0.71875	+4	144	1.52847	142	28.0746	344	81.867	101	18.642	3.89051	253	23.4467	
Ohio	NCAA	19-16	0.54286	-2	145	1.50659	147	27.68	69	89.5791	353	10.5348	4.37134	160	26.9757	
Texas Tech	NCAA	13-19	0.40625	-1	146	1.506	126	29.4049	47	90.8458	333	10.9888	5.31236	74	31.6842	
Boston Univ	NCAA	21-14	0.6	+3	147	1.50511	177	26.2052	439	80.2899	109	18.3495	3.00008	211	24.7263	
Evansville	NCAA	16-16	0.5	+8	148	1.5031	154	27.2797	291	83.1793	151	16.5329	5.48985	116	28.885	
Jacksonville	NCAA	20-12	0.625	-2	149	1.50169	146	27.8205	274	83.5435	147	16.709	3.63218	199	25.2429	
S Dakota St	NCAA	19-12	0.6129	+3	150	1.49788	129	29.0171	22	93.9253	531	7.52092	3.07913	241	23.9495	
St Joseph's PA	NCAA	11-22	0.33333	+4	151	1.49243	159	27.086	256	83.9275	189	15.5913	1.83463	80	31.4144	
Arizona St	NCAA	12-19	0.3871	+7	152	1.48976	144	27.9628	371	81.3513	93	19.0392	5.66743	57	32.9491	
Air Force	NCAA	16-16	0.5	-16	153	1.48093	151	27.3431	375	81.2627	103	18.5115	3.69408	113	29.0596	
La Salle	NCAA	15-18	0.45455		154	1.47881	167	26.6509	24	93.8052	663	5.27836	2.83998	118	28.8422	
St Bonaventure	NCAA	16-15	0.51613	-15	155	1.47199	156	27.2153	220	84.4873	202	15.158	3.13452	110	29.2148	
West Liberty	NCAA	33-1	0.97059	-70	156	1.46705	166	26.7498	1	106.544	1616	-7.35923	3.73995	530	8.94909	
Delaware	NCAA	14-17	0.45161	+29	157	1.46204	193	24.9903	503	79.4154	115	18.0084	2.78061	109	29.2367	
San Jose St	NCAA	17-16	0.51515	+2	158	1.46144	182	25.9441	137	87.0033	320	11.3723	4.42595	161	26.9556	
Hawaii	NCAA	19-13	0.59375	-17	159	1.45888	152	27.3424	241	84.2467	191	15.5297	4.76203	188	25.7912	
Idaho	NCAA	18-14	0.5625	-8	160	1.45499	158	27.1296	287	83.2809	160	16.2811	4.80599	165	26.7351	
Tarleton St	NCAA	24-6	0.8	+1	161	1.45261	175	26.3298	881	74.6084	26	24.1531	3.20972	363	14.9943	
Loyola-Chicago	NCAA	16-15	0.51613	+6	162	1.45248	155	27.2695	260	83.8746	179	15.8259	3.38392	153	27.4834	
Concordia CA	NAIA	31-3	0.91176	-6	163	1.45237	183	25.9057	50	90.6394	522	7.69626	2.5695	465	10.9164	
W Michigan	NCAA	21-13	0.61765	-6	164	1.45099	172	26.5063	199	84.991	234	13.949	4.03724	224	24.3357	
FL Atlantic	NCAA	21-11	0.65625	-4	165	1.4461	198	24.635	391	81.0474	170	16.0224	3.78211	215	24.469	
Massachusetts	NCAA	15-15	0.5	-2	166	1.44416	176	26.2575	361	81.625	136	17.0646	2.29513	117	28.8697	
MO Southern	NCAA	26-5	0.83871		167	1.44307	186	25.7608	77	89.248	441	8.94266	5.03979	344	16.2813	
New Mexico St	NCAA	16-17	0.48485	-5	168	1.44022	161	27.0175	185	85.3984	227	14.0516	5.78504	141	28.0039	
Ball St	NCAA	19-13	0.59375		169	1.43584	184	25.8424	359	81.6316	149	16.6465	4.74444	234	24.2193	
Austin Peay	NCAA	20-14	0.58824	+2	170	1.43436	148	27.6164	159	85.9424	225	14.1068	3.38364	220	24.4218	
Quinnipiac	NCAA	22-10	0.6875	-5	171	1.43195	174	26.4172	198	85.0778	243	13.7701	2.89615	265	22.9138	
Central Conn	NCAA	19-12	0.6129	-2	172	1.42504	163	26.9236	324	82.3247	139	17.0307	3.12971	250	23.5907	
Northern Arizona	NCAA	19-13	0.59375	+7	173	1.42501	143	28.0625	250	84.0835	156	16.4093	5.296	246	23.7978	
Yale	NCAA	15-13	0.53571	+2	174	1.42212	188	25.4942	331	82.131	181	15.7949	2.56376	190	25.712	
Rice	NCAA	14-18	0.4375	+13	175	1.42164	160	27.0627	294	83.0727	154	16.4232	3.4692	140	28.0281	
Oregon St	NCAA	11-20	0.35484	+9	176	1.41969	168	26.6122	160	85.9117	258	13.1265	5.39947	84	30.7835	
North Florida	NCAA	15-19	0.44118	-4	177	1.41895	200	24.4605	339	81.9548	207	14.9381	3.36797	136	28.1584	
S Indiana	NCAA	24-6	0.8		178	1.41673	165	26.7682	148	86.4567	275	12.746	2.72479	348	15.8661	
Davidson	NCAA	18-15	0.54545	-4	179	1.41645	153	27.3008	138	86.9868	274	12.7484	4.72179	185	25.9796	
W Carolina	NCAA	18-15	0.54545	+7	180	1.4159	191	25.1323	262	83.7949	242	13.7746	3.94595	204	25.0803	
Lipscomb	NCAA	17-13	0.56667	-2	181	1.41451	164	26.8026	67	89.765	401	9.47172	4.73671	182	26.0534	
WI Green Bay	NCAA	14-18	0.4375	+2	182	1.41281	173	26.4926	301	82.7347	166	16.1875	4.33815	107	29.3103	
St Louis	NCAA	12-19	0.3871	-2	183	1.40875	139	28.3276	555	78.5913	44	22.1674	3.42655	96	29.8129	
North Texas	NCAA	22-11	0.66667	-2	184	1.39991	171	26.5292	105	88.1936	339	10.7695	3.90744	294	21.5891	
St Thomas MN	NCAA	30-3	0.90909	+49	185	1.39899	247	22.0774	433	80.333	223	14.1701	1.9343	445	11.3113	
Hampton	NCAA	24-9	0.72727	-3	186	1.39577	195	24.7733	471	79.8741	127	17.3319	3.14956	312	19.7033	
Miami OH	NCAA	16-17	0.48485	-22	187	1.39177	204	24.2238	273	83.5682	260	13.0904	5.51096	111	29.19	
UT San Antonio	NCAA	20-14	0.58824	+5	188	1.39058	213	23.8059	282	83.4154	270	12.8197	3.73566	288	21.9815	
Midwest TX St	NCAA	24-9	0.72727	-12	189	1.38375	170	26.5369	277	83.4723	193	15.4943	3.18129	328	17.6147	
Tennessee Tech	NCAA	20-13	0.60606	-16	190	1.37587	214	23.7897	156	86.1049	370	10.1183	2.28514	297	21.3612	
Humboldt St	NCAA	26-4	0.86667	+10	191	1.37364	226	23.2017	234	84.3204	323	11.308	2.65283	394	13.372	
Penn	NCAA	13-15	0.46429	+6	192	1.35582	189	25.3311	335	82.062	185	15.7029	2.99881	158	27.1643	
Ark Little Rock	NCAA	19-17	0.52778	-2	193	1.35516	205	24.2043	360	81.6263	205	15.0101	3.47496	257	23.3432	
Pacific	NCAA	16-15	0.51613	+2	194	1.34989	181	25.9548	495	79.5419	96	18.8482	3.34386	180	26.1761	
Nevada	NCAA	13-19	0.40625	-5	195	1.3479	179	26.0451	175	85.5474	264	12.9311	5.16634	144	27.8877	
Fort Hays St	NCAA	26-7	0.78788	+1	196	1.34633	202	24.2927	153	86.192	354	10.5312	4.41423	337	16.7216	
Weber St	NCAA	18-14	0.5625	-8	197	1.34623	201	24.3163	372	81.306	195	15.4416	5.68012	212	24.6761	
WI Stevens Pt	NCAA	26-4	0.86667	+14	198	1.34247	169	26.5646	286	83.294	186	15.6998	4.64614	488	10.0799	
S Illinois	NCAA	13-19	0.40625	+4	199	1.34216	207	24.135	640	77.435	90	19.1322	4.284	120	28.695	
IPFW	NCAA	18-12	0.6	-5	200	1.34162	203	24.284	231	84.3464	289	12.3658	3.50067	264	22.9175	
Northeastern	NCAA	11-20	0.35484	+15	201	1.34159	185	25.7752	209	84.6604	249	13.5478	2.75361	94	29.9497	
Loyola MD	NCAA	15-15	0.5	-3	202	1.33014	194	24.9133	283	83.4024	235	13.9356	2.38969	192	25.4902	
Appalachian St	NCAA	16-15	0.51613	+1	203	1.32105	220	23.6347	246	84.1419	302	11.9289	4.17177	230	24.2805	
Bradley	NCAA	12-20	0.375	+7	204	1.31948	187	25.5445	337	81.9861	172	15.9895	3.85992	132	28.3651	
Lehigh	NCAA	16-15	0.51613	-5	205	1.3157	180	25.9973	87	88.9171	400	9.51142	1.99234	214	24.5666	
VMI	NCAA	18-13	0.58065	-1	206	1.31357	206	24.1584	6	98.8737	1252	-2.28327	2.82207	298	21.3313	
Sam Houston St	NCAA	18-13	0.58065	-1	207	1.30585	190	25.3062	366	81.5042	164	16.2342	3.68802	275	22.3745	
McNeese St	NCAA	21-12	0.63636	-1	208	1.30219	230	23.0067	206	84.77	344	10.6663	4.21222	304	20.8495	
Columbia	NCAA	15-13	0.53571		209	1.29928	229	23.0433	290	83.1828	293	12.2935	2.72964	237	24.1535	
TCU	NCAA	11-22	0.33333	-8	210	1.29513	178	26.0684	313	82.6095	175	15.8905	3.82817	93	30.1804	
Canisius	NCAA	15-15	0.5	-3	211	1.28465	217	23.7666	382	81.1991	206	14.9931	3.64058	205	24.9049	
Auburn	NCAA	11-20	0.35484	+8	212	1.28124	211	23.8792	525	79.2541	137	17.0539	3.05394	129	28.3913	
Mercer	NCAA	15-18	0.45455	+2	213	1.28115	218	23.693	348	81.7686	221	14.3556	4.49314	198	25.2582	
Cal Poly SLO	NCAA	15-15	0.5		214	1.28013	197	24.6771	1041	72.8465	25	24.2638	3.54107	197	25.2948	
C Washington	NCAA	26-4	0.86667	+14	215	1.27984	243	22.2612	289	83.2114	313	11.4834	3.79749	435	11.7534	
Siena	NCAA	13-18	0.41935	-3	216	1.27873	225	23.218	284	83.3842	297	12.2581	2.10996	164	26.7987	
Charlotte	NCAA	10-20	0.33333		217	1.2685	210	23.9597	288	83.2447	257	13.1488	2.73813	106	29.4673	
Lafayette	NCAA	13-19	0.40625		218	1.26278	221	23.4325	216	84.5625	324	11.2973	1.90611	210	24.7523	
WKU	NCAA	16-16	0.5	+3	219	1.25983	236	22.6076	298	82.8495	298	12.1935	3.98552	225	24.3341	
MN Mankato	NCAA	28-5	0.84848	+1	220	1.25964	257	21.5094	121	87.6159	598	6.32452	2.94453	409	12.7089	
