Team		Record		Δ	Rat		Pwr		Off		Def		HFA	SoS		
Jackson St	Southwestern AC	21-14	0.6		217	1.12315	248	20.0841	125	86.734	314	6.36115	2.82719	313	20.2771	
Colorado	Big 12	7-20	0.25926	-5	218	1.12111	223	21.8361	114	87.3973	301	7.4481	5.50281	83	31.9369	
Georgia St	Colonial	11-20	0.35484	-7	219	1.12092	226	21.6003	220	81.5098	224	13.1025	3.79556	161	27.5696	
Pacific	Big West	12-19	0.3871	-5	220	1.11866	205	23.2292	201	82.5248	212	13.7146	4.03779	171	26.8276	
Missouri KC	Mid-Continent	12-20	0.375	-3	221	1.11751	206	23.158	106	87.994	295	8.17374	4.80202	184	26.1754	
Rider	Metro Atlantic	16-15	0.51613	+1	222	1.10748	237	20.8257	167	84.2073	279	9.62622	2.42427	244	23.3993	
Boston Univ	America East	12-18	0.4	-3	223	1.10239	203	23.5183	305	75.2401	60	21.2907	2.34875	205	25.0935	
Troy	Sun Belt	13-17	0.43333	+1	224	1.09161	221	21.9264	113	87.4239	300	7.51312	3.72121	212	24.7893	
New Orleans	Sun Belt	14-17	0.45161	+4	225	1.08538	224	21.7809	136	85.8736	287	8.91729	4.75559	225	24.2025	
Cleveland St	Horizon	10-21	0.32258	+2	226	1.08381	218	22.0886	254	79.4971	168	15.5997	3.98508	150	28.1039	
Harvard	Ivy League	12-16	0.42857	-3	227	1.08022	246	20.1672	86	89.6567	328	3.52146	2.27465	206	25.0395	
UNC Asheville	Big South	12-19	0.3871	+6	228	1.07577	228	21.4703	210	82.0809	230	12.4011	2.97099	214	24.7057	
McNeese St	Southland	16-17	0.48485	+1	229	1.06878	274	18.2222	296	75.7785	176	15.4552	4.50871	271	22.3925	
Samford	OH Valley	16-16	0.5	+2	230	1.06868	236	20.9548	324	72.755	61	21.2092	4.36795	255	23.2077	
Robert Morris	Northeast	17-11	0.60714		231	1.06662	231	21.3068	148	85.4414	289	8.87368	2.77115	306	20.5996	
Murray St	OH Valley	16-14	0.53333	+1	232	1.06518	241	20.5179	260	79.0823	201	14.4447	2.73597	291	21.5879	
Brown	Ivy League	11-18	0.37931	-6	233	1.06305	222	21.9145	277	77.2852	125	17.642	2.82605	211	24.8252	
W Carolina	Southern	11-20	0.35484	-8	234	1.0604	239	20.6022	171	84.1151	280	9.49925	3.08625	191	25.7029	
Manhattan	Metro Atlantic	13-17	0.43333	+2	235	1.05143	243	20.4312	247	79.7377	213	13.7021	1.55589	233	23.8913	
SF Austin	Southland	15-14	0.51724	+3	236	1.04227	217	22.2361	308	74.8904	72	20.3579	3.80967	289	21.6773	
Ark Little Rock	Sun Belt	13-17	0.43333	+4	237	1.04109	242	20.4655	267	78.4351	184	15.0408	4.46305	222	24.3959	
Hartford	America East	13-18	0.41935	-3	238	1.03916	249	20.0341	273	78.054	185	14.9942	2.09623	228	24.1516	
VMI	Big South	14-19	0.42424	+3	239	1.03694	216	22.2528	1	110.87	336	-15.6041	3.4918	309	20.5102	
Pepperdine	West Coast	8-23	0.25806	-4	240	1.03489	230	21.3886	56	91.5973	331	2.80628	3.47663	142	28.6065	
UMBC	America East	12-19	0.3871	-3	241	1.02544	257	19.1907	286	76.3786	161	15.8248	1.65491	217	24.5903	
Binghamton	America East	13-16	0.44828	-2	242	1.02312	233	21.2044	241	79.9468	204	14.2696	2.02835	274	22.3552	
Quinnipiac	Northeast	14-15	0.48276		243	1.01342	261	18.884	178	83.6137	294	8.27873	3.08068	297	20.9436	
Canisius	Metro Atlantic	12-19	0.3871	+3	244	1.01199	240	20.5227	186	82.9312	262	10.6029	1.44445	230	24.0072	
IPFW	D1 Independent	12-17	0.41379		245	1.01031	252	19.6396	208	82.1718	265	10.4709	5.3617	240	23.622	
Army	Patriot League	15-16	0.48387	-2	246	1.00777	264	18.7898	320	73.3108	108	18.4901	4.07142	294	21.0868	
Portland	West Coast	9-23	0.28125	-1	247	1.00011	250	19.9331	293	75.9009	134	17.045	4.40471	153	28.0126	
La Salle	Atlantic 10	10-20	0.33333		248	0.980698	227	21.5862	146	85.5546	286	9.04046	2.99408	197	25.4843	
Jacksonville	Atlantic Sun	15-14	0.51724	+7	249	0.976664	265	18.7745	139	85.8088	317	5.98373	5.65301	290	21.6474	
Liberty	Big South	14-17	0.45161	+8	250	0.97306	220	21.9401	172	83.8913	257	11.0573	4.39841	283	21.965	
CS Northridge	Big West	14-17	0.45161	-2	251	0.972237	260	18.9968	179	83.5683	292	8.433	4.6728	242	23.5083	
MS Valley St	Southwestern AC	18-16	0.52941	+1	252	0.972207	256	19.2025	311	74.6717	127	17.5394	3.9596	315	20.1555	
F Dickinson	Northeast	14-16	0.46667	-3	253	0.971065	253	19.6296	150	85.3778	303	7.26258	2.43858	288	21.6887	
Ball St	Mid-American	9-22	0.29032	+6	254	0.966696	234	21.1416	314	74.5581	84	19.59	5.13381	151	28.0689	
Mt St Mary's	Northeast	11-20	0.35484	-1	255	0.96563	235	21.0431	264	78.5977	175	15.4563	3.18372	245	23.3873	
Florida Intl	Sun Belt	12-17	0.41379	+5	256	0.965133	277	17.9215	248	79.7114	252	11.2196	4.43833	249	23.3049	
Coastal Car	Big South	15-15	0.5	+5	257	0.963209	244	20.3788	183	83.1479	270	10.241	4.08846	307	20.5451	
UNC Wilmington	Colonial	7-22	0.24138	-6	258	0.962543	245	20.3113	257	79.3593	209	13.9569	3.85551	137	28.8098	
Navy	Patriot League	14-16	0.46667	-8	259	0.961874	270	18.3998	292	75.9502	172	15.4636	2.77517	286	21.7789	
Hampton	Mid-Eastern AC	15-16	0.48387	-5	260	0.954788	251	19.9159	233	80.6839	235	12.2432	2.72256	305	20.6375	
Wofford	Southern	10-20	0.33333	-4	261	0.947671	247	20.113	176	83.7532	282	9.37197	2.96364	210	24.8409	
Richmond	Atlantic 10	8-22	0.26667	-3	262	0.946295	259	19.0114	312	74.6515	130	17.3688	3.64242	159	27.6407	
N Illinois	Mid-American	6-23	0.2069	+2	263	0.945085	229	21.4049	217	81.7359	227	12.6801	4.20614	146	28.3024	
Maine	America East	12-18	0.4	-1	264	0.928231	271	18.3148	245	79.8404	247	11.4848	1.87356	285	21.8476	
Centenary	Mid-Continent	10-21	0.32258	-1	265	0.928041	266	18.7606	221	81.4092	267	10.3674	5.02837	186	26.0296	
Montana St	Big Sky	11-19	0.36667	+1	266	0.92487	272	18.2687	256	79.4293	242	11.841	6.14181	241	23.5311	
Princeton	Ivy League	11-17	0.39286	-1	267	0.924124	262	18.8321	336	62.6774	9	29.1674	3.20001	238	23.7146	
UTRGV	D1 Independent	14-15	0.48276	+2	268	0.910033	269	18.5547	249	79.643	241	11.9217	5.28895	317	19.9698	
Lehigh	Patriot League	12-19	0.3871	-1	269	0.90963	254	19.3008	281	76.8894	177	15.4272	3.74649	262	22.9418	
Nicholls St	Southland	8-22	0.26667	+1	270	0.909394	263	18.7908	133	86.3393	319	5.46814	4.51596	180	26.3898	
Monmouth NJ	Northeast	12-18	0.4	-2	271	0.902491	276	18.1235	287	76.3604	188	14.776	3.79988	267	22.6409	
Kennesaw	Atlantic Sun	13-18	0.41935	+2	272	0.900726	268	18.6058	235	80.6059	258	11.0129	4.6724	295	21.0397	
UT Arlington	Southland	13-17	0.43333	-1	273	0.899792	273	18.2247	132	86.3585	322	4.87639	4.62014	292	21.1899	
ULL	Sun Belt	9-21	0.3	+1	274	0.893058	267	18.7572	240	80.0954	244	11.6733	5.10346	209	24.8628	
Campbell	Atlantic Sun	14-17	0.45161	+4	275	0.888547	278	17.8129	103	88.1496	332	2.67843	5.54105	314	20.1626	
Colgate	Patriot League	10-19	0.34483	-3	276	0.88102	280	17.7405	327	71.6976	95	19.0578	2.9939	248	23.3174	
St Bonaventure	Atlantic 10	7-22	0.24138		277	0.866178	286	16.8841	187	82.9141	307	6.97899	3.06962	181	26.3631	
Dartmouth	Ivy League	9-18	0.33333		278	0.863769	283	17.1829	300	75.5706	192	14.6292	2.90914	235	23.7845	
New Hampshire	America East	10-20	0.33333	-3	279	0.863357	282	17.2107	316	73.7786	149	16.4464	2.45768	261	22.9718	
CS Sacramento	Big Sky	10-19	0.34483	+1	280	0.855046	289	16.5026	131	86.4514	330	3.05267	5.43394	236	23.7828	
NC A&T	Mid-Eastern AC	15-17	0.46875	-1	281	0.854534	279	17.8012	166	84.3762	311	6.43562	3.38246	327	18.2772	
Elon	Southern	7-23	0.23333		282	0.847868	258	19.0915	284	76.6456	173	15.4591	2.96863	183	26.2999	
San Jose St	Western Athletic	5-25	0.16667		283	0.837819	255	19.2025	301	75.4444	141	16.7685	6.10975	106	30.5033	
Tennessee St	OH Valley	12-20	0.375	+3	284	0.830101	285	16.9013	263	78.7205	253	11.187	3.88697	284	21.8769	
St Francis NY	Northeast	9-22	0.29032		285	0.825834	284	16.9173	280	76.9622	225	12.965	2.73431	258	23.1568	
James Madison	Colonial	7-23	0.23333	-2	286	0.821828	288	16.5396	259	79.2153	268	10.3309	3.40408	179	26.4342	
Stony Brook	America East	9-20	0.31034	-1	287	0.821256	275	18.1493	315	74.3565	140	16.8044	1.42167	254	23.24	
SE Missouri St	OH Valley	11-20	0.35484	+1	288	0.817971	295	15.6783	168	84.1701	325	4.51267	3.77021	281	22.1072	
Cent Arkansas	Southland	10-20	0.33333	+2	289	0.817708	281	17.5194	291	76.0242	200	14.4996	4.00946	296	21.0378	
Coppin St	Mid-Eastern AC	12-20	0.375	-2	290	0.805811	298	15.0251	295	75.7827	234	12.2553	3.52486	280	22.1563	
Morgan St	Mid-Eastern AC	13-18	0.41935	-1	291	0.805727	292	16.2486	255	79.4481	276	9.80989	3.4214	324	18.8878	
Wagner	Northeast	11-19	0.36667		292	0.799431	290	16.422	199	82.5737	308	6.85724	3.62805	304	20.6435	
Mercer	Atlantic Sun	13-17	0.43333		293	0.796383	301	14.7664	164	84.4597	329	3.32198	5.00555	311	20.2994	
Gardner Webb	Atlantic Sun	9-21	0.3		294	0.78688	287	16.6697	288	76.2171	217	13.4697	4.69764	226	24.1947	
Morehead St	OH Valley	12-18	0.4	+1	295	0.765615	294	15.8664	297	75.7044	223	13.1697	4.32064	319	19.6885	
S Carolina St	Mid-Eastern AC	13-17	0.43333	-1	296	0.761312	291	16.3139	276	77.3871	240	11.9372	3.67028	323	19.0862	
E Illinois	OH Valley	10-20	0.33333		297	0.746984	299	14.9791	313	74.6374	219	13.3485	4.22066	302	20.6911	
Long Island	Northeast	10-19	0.34483	+1	298	0.736648	302	14.5345	230	80.7834	310	6.75978	3.16434	312	20.297	
Delaware	Colonial	5-26	0.16129	-1	299	0.732729	293	16.0351	283	76.7541	232	12.2864	3.21462	173	26.6709	
Stetson	Atlantic Sun	11-20	0.35484	+2	300	0.716623	307	13.9594	272	78.092	288	8.88803	5.00985	301	20.741	
East Carolina	Conference USA	6-24	0.2	+2	301	0.713744	297	15.1759	317	73.6559	199	14.5298	4.28906	187	26.0295	
Jacksonville St	OH Valley	9-21	0.3	-1	302	0.712314	300	14.9234	265	78.5511	281	9.37914	3.99336	308	20.5379	
Lafayette	Patriot League	9-21	0.3	-3	303	0.709206	310	13.5597	219	81.6631	321	4.90771	3.85712	268	22.6191	
Ark Pine Bluff	Southwestern AC	12-19	0.3871	+2	304	0.692887	305	14.2573	328	71.1156	155	16.1492	3.8267	329	18.2088	
Idaho	Western Athletic	4-27	0.12903	-1	305	0.680504	308	13.6365	298	75.6991	260	10.9505	5.82404	157	27.7014	
UC Davis	D1 Independent	5-23	0.17857	-1	306	0.677367	313	13.298	243	79.8785	312	6.42677	4.23164	203	25.2974	
UC Riverside	Big West	7-24	0.22581		307	0.676433	296	15.546	282	76.8602	243	11.6913	4.20712	260	23.053	
Norfolk St	Mid-Eastern AC	11-19	0.36667		308	0.665969	323	11.9924	252	79.5729	320	5.42986	3.81962	321	19.5858	
TX Southern	Southwestern AC	14-17	0.45161	+1	309	0.664845	317	12.3902	290	76.0816	284	9.32062	2.63558	333	16.9464	
W Illinois	Mid-Continent	7-23	0.23333	-1	310	0.664421	306	14.1056	307	74.9651	237	12.1527	4.44344	279	22.2308	
St Francis PA	Northeast	8-21	0.27586		311	0.662443	303	14.38	279	77.1997	271	10.1891	4.01924	300	20.8364	
Radford	Big South	8-22	0.26667	+3	312	0.661042	304	14.3404	229	80.923	313	6.42675	4.69622	278	22.2345	
Southern Univ	Southwestern AC	10-21	0.32258		313	0.651493	309	13.5976	325	72.6984	211	13.9099	3.17633	316	20.0681	
Savannah St	D1 Independent	12-18	0.4		314	0.646744	327	10.6152	332	69.0811	197	14.55	4.47126	326	18.4568	
Citadel	Southern	7-23	0.23333	-3	315	0.643033	318	12.3759	330	70.3349	183	15.0534	3.2991	232	23.9016	
Texas St	Southland	9-20	0.31034		316	0.64063	311	13.5129	97	88.8514	335	-2.32969	4.39358	310	20.357	
Grambling	Southwestern AC	12-14	0.46154	+1	317	0.628846	320	12.3048	285	76.4712	290	8.84436	3.66831	335	16.321	
UT San Antonio	Southland	7-22	0.24138	-1	318	0.628187	315	12.5244	333	68.5471	136	16.9907	3.95261	269	22.4825	
Longwood	D1 Independent	9-22	0.29032		319	0.613134	319	12.306	266	78.469	309	6.84704	4.2803	298	20.9364	
TN Martin	OH Valley	8-23	0.25806		320	0.600163	316	12.4099	289	76.2037	285	9.2145	4.01918	303	20.6813	
Alabama St	Southwestern AC	10-20	0.33333		321	0.561115	321	12.2785	323	72.8658	229	12.4216	2.91871	328	18.2688	
S Dakota St	D1 Independent	6-24	0.2		322	0.561016	322	12.2685	302	75.437	274	9.84127	5.30632	263	22.8595	
St Peter's	Metro Atlantic	5-25	0.16667	+1	323	0.534274	312	13.44	331	70.0903	151	16.3596	1.71145	282	22.0107	
Alcorn St	Southwestern AC	11-19	0.36667	-1	324	0.526734	330	9.3542	270	78.2642	326	4.099	4.18346	334	16.4779	
N Colorado	Big Sky	4-24	0.14286		325	0.524764	314	12.9898	262	78.7851	304	7.21023	5.24241	257	23.1581	
Charleston So	Big South	8-22	0.26667		326	0.520425	325	11.5369	306	75.1977	283	9.3493	4.71632	320	19.5879	
Howard	Mid-Eastern AC	9-22	0.29032		327	0.483491	329	9.7721	309	74.7323	296	8.04853	2.86191	325	18.6443	
W Salem St	D1 Independent	5-24	0.17241		328	0.469846	328	10.0364	310	74.686	293	8.3654	4.05394	253	23.2668	
Denver	Sun Belt	4-25	0.13793	+1	329	0.46004	326	10.8132	294	75.8612	297	7.96292	5.59435	265	22.74	
Bethune-Cookman	Mid-Eastern AC	9-21	0.3	-1	330	0.447743	332	7.96221	335	64.8575	156	16.1143	3.30344	332	17.2007	
Iona	Metro Atlantic	2-28	0.06667		331	0.442214	324	11.5949	326	72.441	236	12.1641	1.43439	215	24.6634	
Prairie View	Southwestern AC	8-22	0.26667		332	0.409735	334	7.31984	321	73.1217	305	7.20892	3.27479	331	17.4175	
NJIT	D1 Independent	5-24	0.17241		333	0.407517	333	7.46529	329	70.6593	275	9.82611	3.85089	293	21.1737	
Alabama A&M	Southwestern AC	10-20	0.33333		334	0.359454	331	8.33605	318	73.6306	298	7.71664	3.88354	336	14.3046	
North Florida	Atlantic Sun	3-26	0.10345		335	0.197604	335	6.57322	334	66.1894	218	13.3917	4.4353	322	19.1688	
MD E Shore	Mid-Eastern AC	4-27	0.12903		336	0.144354	336	4.75361	322	73.0868	323	4.67806	2.95914	330	17.7714	
