Team		Record		Δ	Rat		Pwr		Off		Def		HFA	SoS		
Vanderbilt	Southeastern	22-12	0.64706	+26	23	2.11996	24	42.0703	23	95.3563	80	19.7206	4.47725	19	37.1161	
Villanova	Big East	22-11	0.66667	-9	24	2.11932	19	42.5421	69	91.0025	31	24.5506	4.19864	17	37.1277	
Arizona	Pac 10	21-11	0.65625	-4	25	2.11283	27	41.9509	9	97.175	123	17.7873	4.8017	3	39.3459	
Butler	Horizon	29-7	0.80556	+20	26	2.10751	32	40.9684	157	85.0252	11	28.9513	4.68042	75	32.7483	
Notre Dame	Big East	24-8	0.75	-13	27	2.10472	23	42.1743	5	99.6155	170	15.5687	4.85386	59	34.0582	
Purdue	Big 10	22-12	0.64706	+17	28	2.09352	25	42.0072	82	89.8595	25	25.1568	6.16238	25	36.6708	
Michigan St	Big 10	23-12	0.65714	+3	29	2.08899	28	41.8308	149	85.4397	6	29.3999	6.17565	20	37.0892	
Nevada	Western Athletic	29-5	0.85294	-2	30	2.08647	38	39.913	21	95.6122	132	17.3113	5.00815	93	31.3474	
Indiana	Big 10	21-11	0.65625	+12	31	2.07245	21	42.3969	70	90.9269	32	24.4769	6.28526	18	37.1255	
VA Commonwealth	Colonial	28-7	0.8	-3	32	2.06691	44	39.3644	31	94.0878	113	18.2809	3.3418	113	30.043	
Creighton	Missouri Val	22-11	0.66667	-13	33	2.06287	30	41.4848	101	88.4272	19	26.0634	4.73028	43	35.4198	
Arkansas	Southeastern	21-14	0.6	-3	34	2.06162	33	40.8118	81	89.8744	38	23.9453	5.47272	11	37.6991	
Duke	Atlantic Coast	22-11	0.66667	-9	35	2.05478	18	43.036	73	90.6709	24	25.3751	4.89291	9	38.2655	
Clemson	Atlantic Coast	25-11	0.69444	+8	36	2.05417	36	40.3361	66	91.0246	53	22.3192	5.35362	34	36.0977	
Florida St	Atlantic Coast	22-13	0.62857	-4	37	2.03862	37	40.2795	39	92.9312	73	20.3566	6.49557	21	36.9476	
Davidson	Southern	29-5	0.85294	-19	38	2.03643	51	38.6453	11	96.4954	181	15.1611	3.03617	162	27.5526	
Boston College	Atlantic Coast	21-12	0.63636	-1	39	2.03466	48	39.1662	57	91.5199	68	20.6587	4.97185	15	37.3452	
NC State	Atlantic Coast	20-16	0.55556	+7	40	2.03082	53	38.4991	44	92.3177	93	19.1898	3.62316	27	36.5888	
Marquette	Big East	24-10	0.70588	-14	41	2.02176	45	39.3329	51	91.8065	70	20.5386	4.90757	50	34.9688	
Virginia Tech	Atlantic Coast	22-12	0.64706	-2	42	2.01936	41	39.6192	107	87.7855	30	24.8429	5.75807	35	36.0523	
Mississippi St	Southeastern	21-14	0.6	+8	43	2.00747	26	42.0055	13	96.3275	106	18.6855	6.61817	28	36.581	
Syracuse	Big East	24-11	0.68571	-8	44	1.99448	34	40.4683	25	95.1876	112	18.2921	4.42594	57	34.1189	
Illinois	Big 10	23-12	0.65714	-11	45	1.99194	47	39.2149	205	82.2984	4	29.9255	5.86093	44	35.297	
BYU	Mountain West	25-9	0.73529	-5	46	1.98323	42	39.5503	17	95.9482	145	16.6145	6.84954	78	32.708	
DePaul	Big East	20-14	0.58824	+17	47	1.96991	43	39.486	112	87.5099	27	24.9888	5.2231	30	36.3678	
Mississippi	Southeastern	21-13	0.61765	+12	48	1.95816	59	38.0016	55	91.6056	89	19.4023	6.19347	41	35.4874	
Virginia	Atlantic Coast	21-11	0.65625	+4	49	1.95675	50	39.1345	38	93.0804	94	19.0631	5.80916	47	35.0797	
Georgia	Southeastern	19-14	0.57576	+4	50	1.95374	56	38.2352	50	91.8137	88	19.4288	5.8175	22	36.9436	
Gonzaga	West Coast	23-11	0.67647	-16	51	1.94967	49	39.1575	28	94.42	124	17.7517	4.52934	71	33.2827	
Georgia Tech	Atlantic Coast	20-12	0.625	-4	52	1.94749	35	40.4562	22	95.3789	116	18.0843	6.49519	24	36.8265	
Xavier	Atlantic 10	25-9	0.73529	+2	53	1.94698	39	39.8077	34	93.5234	92	19.2929	5.23247	82	32.196	
Kansas St	Big 12	23-12	0.65714	-17	54	1.92523	54	38.2691	119	87.1789	37	24.1015	4.09759	61	33.8735	
Stanford	Pac 10	18-13	0.58065	+1	55	1.91693	58	38.0785	67	91.0179	76	20.0665	4.65349	16	37.3142	
Michigan	Big 10	22-13	0.62857	+2	56	1.9168	63	37.0319	156	85.0711	28	24.9707	5.91286	42	35.4861	
Akron	Mid-American	26-7	0.78788	+2	57	1.91599	46	39.2561	83	89.8168	51	22.4468	3.95283	154	27.8711	
Bradley	Missouri Val	22-13	0.62857	-6	58	1.91381	61	37.4375	30	94.1964	152	16.2507	5.58845	49	35.0633	
Washington	Pac 10	19-13	0.59375	+8	59	1.9015	57	38.1115	24	95.2395	160	15.882	6.04938	37	35.7872	
Missouri St	Missouri Val	22-11	0.66667	-21	60	1.89523	55	38.2533	43	92.3724	102	18.8875	4.34537	58	34.0938	
Air Force	Mountain West	26-9	0.74286	+12	61	1.88895	52	38.5253	207	82.2219	8	29.3136	6.8018	90	31.5861	
Alabama	Southeastern	20-12	0.625	+3	62	1.87943	62	37.3262	45	92.3126	118	18.0201	5.59686	40	35.6033	
California	Pac 10	16-17	0.48485	+7	63	1.87416	64	36.9132	76	90.5322	91	19.3883	3.87024	12	37.6716	
LSU	Southeastern	17-15	0.53125	+17	64	1.84458	60	37.6667	153	85.1678	23	25.5075	6.39744	31	36.2029	
Massachusetts	Atlantic 10	24-9	0.72727	+3	65	1.84203	65	36.048	29	94.248	187	14.8128	4.28092	100	30.6763	
G Washington	Atlantic 10	23-9	0.71875	-9	66	1.83853	78	34.8091	138	85.8368	54	21.9815	4.04645	133	28.9583	
Oklahoma St	Big 12	22-13	0.62857	-17	67	1.82509	68	35.8402	98	88.7735	75	20.0789	4.23703	63	33.7777	
Old Dominion	Colonial	24-9	0.72727	-5	68	1.81118	73	35.0779	126	86.6884	59	21.3946	4.78643	108	30.3129	
San Diego St	Mountain West	22-11	0.66667	+25	69	1.80818	81	34.3233	110	87.6516	82	19.6819	5.7193	85	31.9252	
Appalachian St	Southern	25-8	0.75758	-4	70	1.80716	66	35.93	59	91.4714	128	17.4721	3.18286	144	28.5488	
Texas Tech	Big 12	21-13	0.61765	-9	71	1.80571	82	34.3191	96	89.0301	111	18.2992	5.61841	54	34.2536	
Drexel	Colonial	23-9	0.71875	-11	72	1.80526	70	35.6461	190	82.8925	21	25.7624	3.02573	101	30.6382	
TAM C. Christi	Southland	26-7	0.78788	-4	73	1.79358	87	33.9574	37	93.4188	216	13.5508	3.76285	201	25.4271	
Iowa	Big 10	17-14	0.54839	+9	74	1.7797	69	35.6462	84	89.814	104	18.8418	6.29606	52	34.5518	
Santa Clara	West Coast	21-10	0.67742		75	1.77076	67	35.8708	158	84.7752	36	24.1135	3.55638	107	30.3478	
Wright St	Horizon	23-10	0.69697	+1	76	1.76638	88	33.3133	189	82.8955	40	23.428	5.77535	123	29.5297	
Miami OH	Mid-American	18-15	0.54545	+3	77	1.76232	77	34.814	269	78.3693	5	29.4552	4.35506	81	32.2013	
Northern Iowa	Missouri Val	18-13	0.58065		78	1.76208	72	35.2218	200	82.538	22	25.6915	4.60264	60	33.8909	
Utah St	Western Athletic	23-12	0.65714	-8	79	1.7596	89	33.2347	116	87.2788	99	18.9655	6.16839	102	30.6324	
Kent	Mid-American	21-11	0.65625	+2	80	1.75155	79	34.5238	155	85.1493	52	22.3829	4.17418	111	30.1978	
New Mexico St	Western Athletic	25-9	0.73529	-9	81	1.74009	99	32.246	64	91.1155	206	14.1427	6.26186	147	28.2309	
Oral Roberts	Mid-Continent	23-11	0.67647	-8	82	1.73893	86	34.0188	111	87.5907	87	19.4397	4.4971	143	28.6002	
Auburn	Southeastern	17-15	0.53125	+13	83	1.7371	85	34.0825	68	91.0164	157	16.0721	5.36233	53	34.4277	
Wake Forest	Atlantic Coast	15-16	0.48387	+5	84	1.73168	97	32.3083	33	93.6447	245	11.6692	5.86228	39	35.6535	
Holy Cross	Patriot League	25-9	0.73529	-6	85	1.72143	94	32.6574	223	81.3514	35	24.3195	3.76177	169	26.8463	
Wichita St	Missouri Val	17-14	0.54839	-1	86	1.72116	71	35.4788	142	85.7632	47	22.7237	4.81574	55	34.1877	
Long Beach St	Big West	24-8	0.75	-11	87	1.71783	104	31.8176	8	97.2667	299	7.5622	4.37115	176	26.5331	
Loyola-Chicago	Horizon	21-11	0.65625	+5	88	1.71338	83	34.3132	108	87.7849	85	19.5364	3.94623	127	29.3821	
Missouri	Big 12	18-12	0.6	-5	89	1.70417	74	35.0351	19	95.7176	231	12.328	5.15057	73	32.8211	
Oklahoma	Big 12	16-15	0.51613	-3	90	1.70092	75	34.9871	212	82.0225	20	25.9744	5.66755	64	33.7055	
Providence	Big East	18-13	0.58065	-5	91	1.69235	84	34.0947	36	93.4227	215	13.6846	5.12286	70	33.3789	
South Carolina	Southeastern	14-16	0.46667	+18	92	1.68666	96	32.6239	159	84.7427	67	20.8884	4.66758	32	36.1649	
Houston	Conference USA	18-15	0.54545	+6	93	1.67689	90	32.9562	89	89.4994	148	16.4676	4.30823	88	31.8333	
Col Charleston	Southern	22-11	0.66667	-3	94	1.67093	109	31.5683	144	85.7382	103	18.8438	2.46793	155	27.8023	
Connecticut	Big East	17-14	0.54839	+7	95	1.66628	76	34.8507	135	85.9343	56	21.9267	5.18371	67	33.507	
Hofstra	Colonial	22-10	0.6875	-8	96	1.66259	103	32.0143	52	91.7148	220	13.3052	3.72735	132	28.9852	
Bucknell	Patriot League	22-9	0.70968	+1	97	1.65929	100	32.2346	211	82.0683	41	23.1808	4.19251	174	26.6462	
Penn	Ivy League	22-9	0.70968	-8	98	1.65747	101	32.1758	88	89.5494	166	15.6426	3.2299	167	26.9687	
St Louis	Atlantic 10	20-13	0.60606	-2	99	1.65398	116	30.8418	228	80.9314	43	22.9216	4.60313	96	30.9857	
Vermont	America East	25-8	0.75758	-5	100	1.64632	98	32.2534	109	87.6929	126	17.5731	1.02862	192	25.6355	
Toledo	Mid-American	19-13	0.59375	-1	101	1.64208	110	31.4509	129	86.513	120	17.948	5.28992	95	31.026	
Marist	Metro Atlantic	25-9	0.73529	+16	102	1.63833	107	31.7145	90	89.4513	179	15.2729	2.2462	198	25.4801	
Drake	Missouri Val	17-15	0.53125	+1	103	1.63396	114	31.0345	32	93.7993	269	10.2411	5.29316	86	31.9239	
Albany NY	America East	23-10	0.69697	-12	104	1.63114	125	30.1416	170	84.1178	97	19.0372	2.51746	190	25.8524	
Nebraska	Big 12	16-14	0.53333	-2	105	1.62014	95	32.6258	194	82.7187	44	22.9154	5.49277	77	32.7139	
Rhode Island	Atlantic 10	19-14	0.57576	-1	106	1.61922	120	30.5672	41	92.7784	261	10.7985	3.7405	122	29.5628	
Fresno St	Western Athletic	22-10	0.6875	-6	107	1.61739	119	30.7085	134	86.2813	129	17.4385	6.09386	136	28.8129	
Colorado St	Mountain West	16-13	0.55172	+7	108	1.6168	108	31.7087	91	89.2595	174	15.4579	5.68844	94	31.1309	
Miami FL	Atlantic Coast	12-20	0.375	+4	109	1.61001	91	32.9243	92	89.2159	142	16.7165	4.97373	51	34.8562	
Dayton	Atlantic 10	19-12	0.6129	-1	110	1.60968	117	30.7671	173	83.8869	77	19.8905	4.77205	110	30.2305	
George Mason	Colonial	18-15	0.54545	-5	111	1.6079	92	32.813	226	80.9337	29	24.8852	3.04388	118	29.8203	
Hawaii	Western Athletic	18-13	0.58065	-4	112	1.60757	80	34.4599	105	88.0704	90	19.3984	6.12445	99	30.7291	
Utah Valley	D1 Independent	22-7	0.75862	-2	113	1.59143	113	31.0503	177	83.7333	74	20.3252	5.46243	270	22.4312	
Baylor	Big 12	15-16	0.48387	-7	114	1.59066	93	32.7558	53	91.7112	207	14.0515	4.58773	89	31.7232	
St John's	Big East	16-15	0.51613	-1	115	1.5656	122	30.3396	214	81.8999	58	21.4508	4.03199	84	31.9313	
St Joseph's PA	Atlantic 10	18-14	0.5625	-4	116	1.56364	112	31.2472	195	82.6918	57	21.5684	4.29149	109	30.2347	
Belmont	Atlantic Sun	23-10	0.69697	-1	117	1.56092	115	30.9722	120	87.1581	138	16.8285	4.08354	231	23.9887	
Wyoming	Mountain West	17-15	0.53125	+7	118	1.55902	129	29.8621	58	91.5156	248	11.3541	7.02786	104	30.5541	
N Dakota St	D1 Independent	20-8	0.71429	-2	119	1.54842	106	31.8062	79	90.1439	189	14.6718	4.8656	250	23.2836	
UCF	Conference USA	22-9	0.70968		120	1.54429	121	30.564	143	85.7623	121	17.8148	4.9496	196	25.4941	
Niagara	Metro Atlantic	23-12	0.65714		121	1.5441	149	27.7919	65	91.0264	277	9.7754	1.28327	218	24.5675	
Tulsa	Conference USA	20-11	0.64516	+2	122	1.5307	118	30.7337	198	82.5816	62	21.163	4.46147	168	26.8679	
Illinois St	Missouri Val	15-16	0.48387	-1	123	1.52959	102	32.123	147	85.4916	83	19.6374	5.46684	80	32.4259	
Ohio	Mid-American	19-13	0.59375	+2	124	1.5223	123	30.2512	99	88.6745	195	14.5854	4.86064	130	29.1498	
Fordham	Atlantic 10	18-12	0.6	-6	125	1.52211	141	28.5182	250	79.5978	55	21.9301	2.99863	139	28.7125	
Tulane	Conference USA	17-13	0.56667	+1	126	1.51948	135	29.4056	127	86.6569	162	15.7601	4.38802	166	27.17	
Boise St	Western Athletic	17-14	0.54839	-4	127	1.51043	124	30.2259	63	91.1529	238	12.0844	6.48307	131	29.0442	
St Mary's CA	West Coast	17-15	0.53125	+1	128	1.49856	111	31.4282	160	84.6826	79	19.7599	3.99628	128	29.3678	
Evansville	Missouri Val	14-17	0.45161	+2	129	1.49825	105	31.8091	95	89.0707	164	15.7437	5.4361	76	32.7389	
Southern Miss	Conference USA	20-11	0.64516	+3	130	1.49294	132	29.5458	191	82.8583	81	19.6975	4.72768	200	25.4686	
Indiana St	Missouri Val	13-18	0.41935	+1	131	1.48969	145	28.0277	239	80.1393	66	20.8949	5.40963	66	33.5848	
Oakland	Mid-Continent	19-14	0.57576	-4	132	1.48958	131	29.7279	121	86.9953	163	15.7447	4.46619	135	28.8685	
Iowa St	Big 12	15-16	0.48387	-3	133	1.47366	138	28.7623	231	80.768	64	21.0014	5.1416	92	31.4639	
WKU	Sun Belt	22-11	0.66667	+3	134	1.46741	133	29.5109	62	91.2249	249	11.297	4.72645	175	26.6011	
W Michigan	Mid-American	16-16	0.5		135	1.46628	130	29.7984	100	88.6499	205	14.1594	5.15976	115	29.92	
WI Green Bay	Horizon	18-15	0.54545		136	1.46285	134	29.5007	165	84.409	115	18.1011	4.14487	148	28.2236	
San Diego	West Coast	18-14	0.5625	-3	137	1.45256	153	27.6268	75	90.6082	273	10.0378	3.27572	165	27.3253	
North Texas	Sun Belt	23-11	0.67647		138	1.44738	148	27.8661	104	88.1378	226	12.7365	4.62067	251	23.2805	
Siena	Metro Atlantic	20-12	0.625	+2	139	1.44115	136	28.8841	71	90.7282	254	11.1666	1.43904	221	24.4469	
Seton Hall	Big East	13-16	0.44828	+2	140	1.42973	128	29.9096	49	91.8594	256	11.0596	5.06723	91	31.5383	
Cal Poly SLO	Big West	19-11	0.63333	-2	141	1.42014	147	27.8665	118	87.181	214	13.691	4.57452	224	24.2518	
Northern Arizona	Big Sky	18-12	0.6	+1	142	1.41379	151	27.7428	15	96.151	324	4.59592	5.24823	195	25.5083	
ETSU	Atlantic Sun	24-10	0.70588	+3	143	1.41333	160	26.772	137	85.8541	210	13.9332	4.36732	276	22.2978	
Weber St	Big Sky	20-12	0.625	-4	144	1.4109	174	25.6024	197	82.6095	159	16.0008	6.21505	207	24.9231	
UAB	Conference USA	15-16	0.48387	+2	145	1.40997	127	29.9437	215	81.841	63	21.1143	5.13389	97	30.9271	
Sam Houston St	Southland	21-10	0.67742	-1	146	1.40481	139	28.5932	80	90.0585	246	11.547	4.31505	237	23.7378	
South Alabama	Sun Belt	20-12	0.625	+2	147	1.3959	137	28.8038	152	85.2222	146	16.59	4.10437	202	25.3038	
Central Conn	Northeast	22-12	0.64706	-4	148	1.39438	166	26.2967	204	82.3163	135	16.9911	2.89503	266	22.7054	
Rice	Conference USA	16-16	0.5	-1	149	1.39423	167	26.2542	174	83.8518	178	15.4135	4.92813	160	27.5882	
Utah	Mountain West	11-19	0.36667	+3	150	1.38917	142	28.3915	123	86.7701	191	14.6309	6.11467	74	32.8187	
IL Chicago	Horizon	14-18	0.4375	-1	151	1.37817	154	27.5987	128	86.6265	208	13.9786	4.11026	112	30.0956	
Cincinnati	Big East	11-19	0.36667	-1	152	1.37465	140	28.5792	185	83.0699	107	18.5201	4.73443	68	33.4998	
Northwestern	Big 10	13-18	0.41935	+6	153	1.36243	152	27.6448	299	75.6496	26	25.0049	4.89807	87	31.8737	
Arizona St	Pac 10	8-22	0.26667	+12	154	1.3617	126	30.1288	304	75.3276	12	27.8091	4.81676	48	35.0678	
Charlotte	Atlantic 10	14-16	0.46667	-1	155	1.33063	163	26.6045	151	85.2999	203	14.3146	5.00905	121	29.5659	
Towson	Colonial	15-17	0.46875	-4	156	1.32775	143	28.282	163	84.473	139	16.8153	3.87942	149	28.1624	
Northwestern LA	Southland	17-15	0.53125	+1	157	1.32584	150	27.7746	27	94.4516	315	6.34262	3.61377	189	25.9156	
Oregon St	Pac 10	11-21	0.34375	+20	158	1.32391	157	27.1968	209	82.0966	114	18.108	4.88329	72	32.8662	
Valparaiso	Mid-Continent	16-15	0.51613	-4	159	1.32246	164	26.5862	224	81.2325	110	18.3654	5.59619	158	27.6917	
E Kentucky	OH Valley	21-12	0.63636	-4	160	1.32215	192	24.2334	274	77.729	86	19.5149	3.93154	277	22.272	
Marshall	Conference USA	13-19	0.40625	+1	161	1.32183	188	24.6845	184	83.1372	196	14.5568	4.84358	120	29.6017	
New Mexico	Mountain West	15-17	0.46875	+15	162	1.31724	156	27.3223	102	88.3306	239	12.0001	6.09146	124	29.501	
UNC Greensboro	Southern	16-14	0.53333	-6	163	1.31574	159	26.775	154	85.1673	193	14.6232	3.14151	182	26.3322	
TCU	Mountain West	13-17	0.43333	+15	164	1.31527	173	25.6143	251	79.5856	96	19.0396	5.95678	129	29.3518	
San Francisco	West Coast	13-18	0.41935	-5	165	1.31489	158	27.0676	94	89.083	259	10.9999	3.97182	114	29.9357	
Furman	Southern	15-16	0.48387	-5	166	1.30941	176	25.1431	202	82.4674	165	15.6891	2.88952	177	26.5035	
Youngstown St	Horizon	14-17	0.45161	+3	167	1.30581	190	24.4404	193	82.79	190	14.6599	4.82265	141	28.6103	
Santa Barbara	Big West	18-11	0.62069	-4	168	1.30573	169	26.1165	213	81.9075	133	17.2169	4.30432	213	24.7364	
Penn St	Big 10	11-19	0.36667	+12	169	1.30024	144	28.0731	161	84.6474	150	16.438	4.96121	79	32.4472	
Detroit	Horizon	11-19	0.36667	+3	170	1.2991	146	27.8759	192	82.8028	117	18.0818	4.02258	98	30.8588	
Portland St	Big Sky	19-13	0.59375	-3	171	1.29829	168	26.2072	74	90.6235	291	8.59085	5.54981	229	24.1234	
CS Fullerton	Big West	20-10	0.66667	-9	172	1.29742	199	23.7074	40	92.8115	327	3.90194	4.73876	273	22.3587	
Loyola MD	Metro Atlantic	18-13	0.58065	+1	173	1.29477	178	25.0427	124	86.7602	250	11.2926	1.61603	239	23.6668	
Yale	Ivy League	14-13	0.51852	-9	174	1.2935	171	25.9916	175	83.7988	180	15.2063	2.8748	208	24.8703	
South Florida	Big East	12-18	0.4	+1	175	1.29085	165	26.5233	218	81.7211	122	17.8117	4.94368	105	30.5143	
Austin Peay	OH Valley	21-12	0.63636	-9	176	1.28748	179	25.0198	141	85.7661	233	12.261	4.17056	264	22.8354	
Temple	Atlantic 10	12-18	0.4	-6	177	1.27638	155	27.5297	78	90.4107	272	10.1315	4.51275	117	29.8396	
Delaware St	Mid-Eastern AC	20-13	0.60606	-9	178	1.2755	193	24.114	319	73.3481	39	23.7778	3.0561	243	23.4798	
High Point	Big South	22-10	0.6875	+5	179	1.27161	183	24.9782	182	83.1655	186	14.8212	4.92027	299	20.8417	
Cornell	Ivy League	16-12	0.57143	-5	180	1.2696	177	25.0583	222	81.3617	143	16.7113	2.43149	247	23.3429	
Northeastern	Colonial	13-19	0.40625	-9	181	1.26728	181	24.9853	234	80.6474	131	17.3453	4.78306	134	28.8796	
Arkansas St	Sun Belt	18-15	0.54545	+4	182	1.25885	194	24.0171	140	85.7962	251	11.2305	5.04807	252	23.2702	
MTSU	Sun Belt	15-17	0.46875	+5	183	1.2582	180	25.0075	303	75.3923	49	22.6264	3.66047	188	25.9442	
UC Irvine	Big West	15-18	0.45455	-4	184	1.25624	175	25.2343	268	78.3761	78	19.8664	4.40816	170	26.8444	
E Washington	Big Sky	15-14	0.51724	-3	185	1.25415	184	24.9288	20	95.6645	333	2.27245	4.77684	199	25.469	
Montana	Big Sky	17-15	0.53125	-1	186	1.24843	185	24.8179	181	83.2107	194	14.6134	4.86777	216	24.6084	
IUPUI	Mid-Continent	15-15	0.5	-4	187	1.24659	191	24.3622	216	81.7822	169	15.5935	4.93414	204	25.1972	
Minnesota	Big 10	9-22	0.29032	+6	188	1.24458	172	25.8212	236	80.4591	109	18.3715	5.10167	69	33.4981	
Tennessee Tech	OH Valley	19-13	0.59375	+1	189	1.23332	182	24.9831	122	86.8552	255	11.1389	4.66265	246	23.3444	
Loy Marymount	West Coast	13-18	0.41935	-3	190	1.2303	211	22.7583	237	80.1696	167	15.6045	4.67423	119	29.7198	
C Michigan	Mid-American	13-18	0.41935		191	1.22806	210	22.8371	196	82.6246	221	13.2224	4.13565	152	28.0309	
American Univ	Patriot League	16-14	0.53333		192	1.21952	162	26.6269	232	80.6908	100	18.9509	3.83161	234	23.8196	
Chattanooga	Southern	15-18	0.45455	-4	193	1.21451	189	24.6389	225	81.0109	144	16.6389	2.52648	194	25.5633	
Rutgers	Big East	11-19	0.36667	+2	194	1.21188	202	23.6662	275	77.6707	98	19.0058	4.64792	116	29.897	
Sacred Heart	Northeast	18-14	0.5625	-2	195	1.21121	187	24.7651	54	91.6478	316	6.13195	3.92431	259	23.058	
UTEP	Conference USA	14-17	0.45161	+3	196	1.20485	161	26.7158	93	89.1637	263	10.5606	5.31477	164	27.3859	
William & Mary	Colonial	15-15	0.5	-2	197	1.19407	197	23.8168	244	79.8657	137	16.9572	3.56232	193	25.6284	
FL Atlantic	Sun Belt	16-15	0.51613	+5	198	1.19176	215	22.3066	87	89.5688	318	5.75207	4.78097	220	24.5036	
E Michigan	Mid-American	13-19	0.40625	+1	199	1.19047	213	22.4839	258	79.254	153	16.2386	4.40531	163	27.4833	
Idaho St	Big Sky	13-17	0.43333	+1	200	1.18909	170	26.0765	238	80.1576	101	18.9258	4.79475	156	27.7429	
Lipscomb	Atlantic Sun	18-13	0.58065	+4	201	1.18508	195	23.8761	261	78.9031	119	17.9917	4.98893	272	22.3789	
Columbia	Ivy League	16-12	0.57143	-4	202	1.18162	208	23.0729	253	79.5602	147	16.5273	2.70369	287	21.7696	
SMU	Conference USA	14-17	0.45161	+4	203	1.17042	186	24.7834	278	77.2786	71	20.5143	4.57111	172	26.7418	
Duquesne	Atlantic 10	10-19	0.34483		204	1.16993	201	23.6739	14	96.1894	334	0.495456	2.47143	138	28.7245	
Ga Southern	Southern	15-16	0.48387	-3	205	1.16794	200	23.7031	203	82.361	202	14.3569	2.84544	223	24.3776	
Fairfield	Metro Atlantic	13-19	0.40625	+5	206	1.15643	196	23.8413	271	78.1132	105	18.7376	1.86967	178	26.4459	
Florida A&M	Mid-Eastern AC	21-14	0.6	-10	207	1.15488	238	20.8069	180	83.414	266	10.4052	3.29085	318	19.7167	
Louisiana Tech	Western Athletic	10-20	0.33333	-2	208	1.15362	204	23.4757	227	80.9331	171	15.5524	6.65051	126	29.411	
Southern Utah	Mid-Continent	16-14	0.53333	-1	209	1.14892	209	22.9704	242	79.9371	158	16.0415	6.06828	219	24.5573	
Lamar	Southland	15-17	0.46875		210	1.14795	225	21.6461	115	87.3719	302	7.28646	5.05651	227	24.1742	
Chicago St	D1 Independent	9-20	0.31034	-2	211	1.14574	198	23.7413	85	89.7621	306	6.98863	4.42728	125	29.4743	
WI Milwaukee	Horizon	9-22	0.29032	+4	212	1.14333	212	22.5472	188	82.9087	228	12.6462	4.63041	103	30.5591	
ULM	Sun Belt	18-14	0.5625	+6	213	1.13334	232	21.2534	162	84.5303	278	9.73553	6.07762	275	22.3453	
SE Louisiana	Southland	16-14	0.53333		214	1.13295	219	21.9454	246	79.8047	182	15.1552	3.62813	256	23.1964	
Buffalo	Mid-American	12-19	0.3871	+7	215	1.12599	207	23.1537	145	85.6397	264	10.523	4.5544	145	28.4114	
Bowling Green	Mid-American	13-18	0.41935	+5	216	1.12549	214	22.3891	206	82.2269	222	13.1715	3.80412	185	26.0701	
