Team		Record		Δ	Rat		Pwr		Off		Def		HFA	SoS		
North Texas	Conference USA	16-16	0.5	+7	218	1.287	239	22.3019	226	83.5427	223	13.374	2.83874	209	25.3649	
SE Missouri St	OH Valley	18-14	0.5625	+18	219	1.28675	212	24.0925	36	93.6558	343	5.05661	2.12575	293	21.8296	
Tennessee Tech	OH Valley	17-16	0.51515	+47	220	1.28521	237	22.3404	229	83.4716	221	13.4865	2.5122	258	23.4328	
W Carolina	Southern	19-15	0.55882	+13	221	1.28473	230	22.8574	149	86.9939	279	10.4755	3.23113	292	21.8316	
Tulane	Conference USA	17-17	0.5	+52	222	1.27376	253	21.4355	306	78.7799	142	17.2721	3.33188	221	24.8659	
High Point	Big South	16-15	0.51613	+50	223	1.27356	225	23.4384	207	84.0431	213	14.0068	2.61035	256	23.5596	
Idaho	Western Athletic	16-18	0.47059	+21	224	1.27175	243	22.0762	166	86.2502	280	10.4428	3.0507	241	23.999	
Morgan St	Mid-Eastern AC	15-16	0.48387	-3	225	1.26498	214	24.0796	168	86.183	242	12.5149	2.65801	235	24.0651	
UNC Asheville	Big South	17-15	0.53125	+24	226	1.26462	208	24.3066	74	91.255	322	7.66575	3.69331	277	22.5261	
Col Charleston	Colonial	14-18	0.4375	-35	227	1.26224	204	24.5246	324	77.066	56	22.0707	2.8714	187	26.3668	
East Carolina	Conference USA	17-17	0.5	-5	228	1.25199	233	22.7839	189	85.1205	248	12.2785	2.77448	233	24.1786	
ETSU	Atlantic Sun	19-16	0.54286	+10	229	1.24978	229	22.9056	102	89.3283	312	8.1947	3.76502	272	22.7083	
Oral Roberts	Southland	17-16	0.51515	-37	230	1.23729	217	23.9339	211	83.9566	199	14.5932	3.8877	239	24.0166	
Hartford	America East	17-16	0.51515	-4	231	1.23379	226	23.3741	282	80.5973	139	17.3947	2.8259	270	22.996	
Marist	Metro Atlantic	12-19	0.3871	-17	232	1.23362	221	23.6855	216	83.8093	203	14.4933	3.45655	159	27.4143	
North Florida	Atlantic Sun	16-16	0.5	+31	233	1.23122	248	21.8149	151	86.9143	292	9.51896	3.24813	236	24.0587	
Florida Intl	Conference USA	15-16	0.48387	+4	234	1.22823	241	22.2451	234	83.1913	219	13.6694	3.52401	237	24.0523	
Lipscomb	Atlantic Sun	15-15	0.5	+28	235	1.226	249	21.777	104	89.2847	327	7.11021	3.3755	240	24.0111	
Hampton	Mid-Eastern AC	18-13	0.58065	-16	236	1.21779	223	23.5493	155	86.782	265	11.3832	3.38024	291	21.8719	
Bowling Green	Mid-American	12-20	0.375	-27	237	1.21745	219	23.8108	315	77.9762	85	20.4498	3.17791	164	27.0254	
Gardner Webb	Big South	18-15	0.54545	+17	238	1.21585	238	22.3382	218	83.7578	228	13.1905	2.74231	311	20.9545	
Grand Canyon	Western Athletic	15-15	0.5	-4	239	1.21378	235	22.4895	180	85.4691	258	11.6345	3.02918	257	23.4549	
Norfolk St	Mid-Eastern AC	19-15	0.55882	+14	240	1.21259	251	21.7539	265	81.6125	197	14.7602	2.7879	307	21.1173	
Colgate	Patriot League	13-18	0.41935	-45	241	1.21168	206	24.3495	212	83.9147	191	15.0504	2.4503	225	24.6377	
Dartmouth	Ivy League	12-16	0.42857	-6	242	1.20068	234	22.6568	255	82.1544	189	15.1176	1.81015	250	23.7384	
TAM C. Christi	Southland	18-16	0.52941	-19	243	1.19111	240	22.2979	290	80.0763	149	16.8369	3.47493	304	21.4223	
Incarnate Word	Southland	21-6	0.77778	+14	244	1.18178	264	20.7844	163	86.3548	302	9.04704	3.67381	351	12.1878	
Lehigh	Patriot League	14-18	0.4375	-3	245	1.18067	246	21.8469	285	80.4061	169	16.0566	2.57525	211	25.3194	
Montana	Big Sky	17-13	0.56667	-33	246	1.17727	252	21.7397	266	81.5585	196	14.7979	4.27407	298	21.6307	
Lafayette	Patriot League	11-20	0.35484	+19	247	1.1697	231	22.8152	128	88.1836	300	9.24759	2.18599	220	24.9187	
North Dakota	Big Sky	17-17	0.5	-17	248	1.16262	272	19.9838	153	86.841	320	7.75742	4.50354	287	21.9809	
James Madison	Colonial	11-20	0.35484	+11	249	1.16142	259	21.0595	294	79.9451	178	15.73	3.35072	163	27.1134	
TX Southern	Southwestern AC	19-15	0.55882	-18	250	1.15751	258	21.0883	139	87.6194	313	8.08762	2.9217	332	19.4275	
CS Bakersfield	Western Athletic	13-19	0.40625	-25	251	1.15525	228	23.1578	269	81.2131	162	16.5591	2.28583	252	23.6997	
ULM	Sun Belt	10-17	0.37037	-4	252	1.13677	255	21.4253	326	76.7507	108	19.2904	3.28161	165	27.0202	
South Dakota	Summit Lg	12-18	0.4	+12	253	1.13126	260	21.044	231	83.3827	249	12.276	4.83988	227	24.5209	
N Colorado	Big Sky	18-14	0.5625	-46	254	1.1308	257	21.2054	186	85.238	277	10.5829	3.67757	310	21	
E Washington	Big Sky	15-16	0.48387	-27	255	1.12663	256	21.2514	106	89.2421	334	6.62582	3.56679	284	22.191	
Southern Univ	Southwestern AC	19-13	0.59375	-51	256	1.12404	250	21.7631	296	79.611	153	16.7693	3.00811	334	19.1669	
CS Fullerton	Big West	11-20	0.35484	-11	257	1.11969	263	20.7902	250	82.2605	230	13.1424	3.75539	191	26.2059	
Bradley	Missouri Val	12-20	0.375	-51	258	1.11235	232	22.7882	301	79.3047	121	18.1006	6.00569	173	26.7442	
Penn	Ivy League	8-20	0.28571	+9	259	1.10381	261	20.8702	214	83.8817	260	11.6028	2.70308	144	27.8417	
Seattle	Western Athletic	13-17	0.43333	-1	260	1.10342	245	21.9029	237	82.9958	220	13.5244	2.38099	267	23.0781	
Hofstra	Colonial	10-23	0.30303	+1	261	1.09969	254	21.4316	196	84.442	259	11.6044	3.28879	170	26.8967	
Marshall	Conference USA	11-22	0.33333	-19	262	1.09928	244	21.9536	197	84.3721	251	12.1972	3.42184	212	25.2419	
Northern Arizona	Big Sky	15-17	0.46875	-16	263	1.0858	274	19.6114	312	78.3511	174	15.8772	4.11019	282	22.3326	
Chicago St	Western Athletic	13-19	0.40625	+18	264	1.08134	273	19.6123	185	85.247	305	8.9787	3.33438	222	24.8194	
Portland St	Big Sky	17-15	0.53125	-12	265	1.07637	283	18.5221	222	83.7133	295	9.42449	4.30476	321	19.9918	
South Alabama	Sun Belt	11-20	0.35484	-9	266	1.06855	262	20.8023	251	82.2506	229	13.1681	4.02007	223	24.7979	
FL Atlantic	Conference USA	10-22	0.3125	-16	267	1.06117	247	21.8349	292	80.0503	166	16.3984	3.89063	202	25.7175	
Missouri KC	Western Athletic	10-20	0.33333	+8	268	1.05713	270	20.0525	220	83.7172	271	10.9527	2.73585	196	26.0197	
Loyola-Chicago	Missouri Val	10-22	0.3125	-40	269	1.05226	267	20.363	270	81.136	216	13.8422	5.86851	198	25.9489	
St Francis PA	Northeast	10-21	0.32258	+33	270	1.04209	284	18.4792	333	75.8189	141	17.273	0.911683	234	24.1218	
Charleston So	Big South	13-18	0.41935	-27	271	1.03866	242	22.2249	129	88.1809	308	8.65417	3.02335	312	20.8274	
Monmouth NJ	Metro Atlantic	11-21	0.34375	-3	272	1.03554	276	19.4136	273	80.9747	233	13.0558	2.79144	203	25.6585	
Chattanooga	Southern	18-15	0.54545	+11	273	1.01902	285	18.4175	224	83.6127	296	9.41767	3.67851	338	18.874	
Troy	Sun Belt	11-20	0.35484	-18	274	1.01656	268	20.1754	275	80.9561	217	13.8341	3.60398	251	23.7123	
Niagara	Metro Atlantic	7-26	0.21212	+5	275	1.01091	269	20.1099	116	88.7469	338	5.97809	3.31031	150	27.6087	
Austin Peay	OH Valley	12-18	0.4	+18	276	1.01061	279	19.2396	146	87.1358	332	6.72173	2.66019	280	22.3866	
Fairfield	Metro Atlantic	7-25	0.21875	-7	277	1.01016	266	20.5938	302	79.1786	170	16.0328	2.21458	143	27.8892	
F Dickinson	Northeast	10-21	0.32258	+8	278	1.00857	278	19.2477	213	83.9025	285	9.96239	1.76888	224	24.695	
Central Conn	Northeast	11-19	0.36667	+33	279	0.994501	303	16.6609	200	84.3231	330	6.95441	1.08163	268	23.0616	
San Jose St	Mountain West	7-24	0.22581	+5	280	0.992835	289	17.8899	313	78.2103	210	14.2951	2.58978	136	28.257	
Nicholls St	Southland	14-15	0.48276	+21	281	0.989639	302	16.8138	300	79.3899	252	12.0373	4.09401	319	20.151	
E Illinois	OH Valley	11-19	0.36667	+19	282	0.989628	295	17.2913	299	79.4212	243	12.4863	2.95588	254	23.614	
Coppin St	Mid-Eastern AC	12-20	0.375	+5	283	0.987419	291	17.8339	221	83.7149	306	8.73617	2.73438	276	22.5593	
Montana St	Big Sky	14-17	0.45161	+9	284	0.975553	298	17.1924	308	78.6145	227	13.1922	3.85635	317	20.2178	
UNC Wilmington	Colonial	9-23	0.28125	-2	285	0.973306	275	19.5192	320	77.3298	151	16.8035	3.60349	186	26.3883	
UC Riverside	Big West	10-21	0.32258	-9	286	0.973054	277	19.3596	244	82.3789	261	11.5921	3.15009	253	23.6455	
CS Sacramento	Big Sky	14-16	0.46667	-26	287	0.96816	287	18.1211	274	80.9587	256	11.7774	4.84231	316	20.2352	
IL Chicago	Horizon	6-25	0.19355	-13	288	0.96679	265	20.6184	262	81.934	225	13.2996	0.965161	161	27.2371	
Loyola MD	Patriot League	11-19	0.36667	+6	289	0.966205	300	16.885	293	80.0175	263	11.4846	2.70024	228	24.4761	
Alabama St	Southwestern AC	19-13	0.59375	-3	290	0.962289	308	16.1579	291	80.066	276	10.7093	3.8172	349	16.565	
Jacksonville	Atlantic Sun	12-18	0.4	+9	291	0.954856	297	17.2111	157	86.6939	341	5.13246	4.18756	301	21.5521	
Savannah St	Mid-Eastern AC	13-19	0.40625	-13	292	0.942911	282	18.6201	347	73.7668	104	19.4707	3.47904	308	21.0937	
Idaho St	Big Sky	11-18	0.37931	-41	293	0.941153	271	20.0222	253	82.2227	244	12.4171	4.20404	305	21.3451	
MA Lowell	America East	10-18	0.35714	+25	294	0.932159	307	16.2141	323	77.1569	218	13.6714	2.27144	283	22.3268	
Florida A&M	Mid-Eastern AC	14-18	0.4375	+9	295	0.929587	304	16.4232	199	84.341	333	6.69828	3.45899	328	19.7089	
Edwardsville	OH Valley	11-20	0.35484	-5	296	0.924531	286	18.1364	232	83.3283	294	9.42567	3.60982	297	21.6861	
Ga Southern	Southern	15-19	0.44118	-7	297	0.922978	294	17.4551	286	80.3883	257	11.6761	2.59085	344	18.0899	
C Michigan	Mid-American	10-21	0.32258	-17	298	0.917572	292	17.786	181	85.4472	331	6.95245	3.81999	260	23.3703	
W Illinois	Summit Lg	10-20	0.33333	-28	299	0.916616	290	17.8761	348	73.0489	105	19.4409	4.41792	274	22.5864	
Long Island	Northeast	9-20	0.31034	+17	300	0.914304	312	15.9797	176	85.709	344	4.8855	0.843252	249	23.8184	
New Orleans	Southland	11-15	0.42308	+24	301	0.912836	315	15.5612	233	83.2149	329	6.95991	3.32295	320	20.0425	
Jacksonville St	OH Valley	10-21	0.32258	+11	302	0.90286	293	17.6748	329	76.5145	176	15.7779	2.36393	266	23.1258	
Texas St	Sun Belt	8-23	0.25806	-25	303	0.897242	280	18.9885	346	73.851	98	19.7524	3.62767	219	24.9459	
UTRGV	Western Athletic	9-23	0.28125	-7	304	0.895025	299	17.051	303	79.0804	241	12.5819	2.46705	248	23.8326	
Tennessee St	OH Valley	5-25	0.16667	-16	305	0.885701	281	18.9065	256	82.1176	264	11.408	2.01948	183	26.4204	
NJIT	D1 Independent	13-16	0.44828		306	0.881247	314	15.6928	252	82.235	314	8.07199	2.26843	345	17.5923	
Alabama A&M	Southwestern AC	14-16	0.46667		307	0.872904	306	16.2182	338	75.4059	182	15.4305	2.7415	343	18.1885	
UNC Greensboro	Southern	14-18	0.4375	+10	308	0.862596	318	15.3659	243	82.3972	323	7.58103	3.20948	323	19.8893	
McNeese St	Southland	11-20	0.35484		309	0.855852	313	15.7916	279	80.7402	290	9.66489	3.91259	278	22.5252	
UC Davis	Big West	9-22	0.29032		310	0.85571	317	15.4407	225	83.5813	335	6.47225	3.61146	264	23.1482	
Samford	Southern	13-20	0.39394	+10	311	0.84797	319	15.2294	259	82.0047	317	7.83729	3.38373	326	19.8027	
Ark Pine Bluff	Southwestern AC	13-18	0.41935	+10	312	0.843308	324	14.2625	336	75.6202	226	13.2607	3.13458	315	20.2362	
Liberty	Big South	11-21	0.34375	-8	313	0.840736	288	18.0929	295	79.862	236	12.8414	2.41044	313	20.8058	
Rice	Conference USA	7-23	0.23333	-18	314	0.835665	296	17.2358	332	75.9482	173	15.9027	3.074	210	25.3436	
N Kentucky	Atlantic Sun	9-21	0.3	-16	315	0.833641	305	16.3999	288	80.1673	272	10.8498	3.70786	261	23.2932	
UT San Antonio	Conference USA	8-22	0.26667	-18	316	0.825955	301	16.874	202	84.2389	326	7.25129	3.03843	242	23.9688	
Navy	Patriot League	9-21	0.3	-9	317	0.824633	309	16.1079	345	73.9622	154	16.7563	2.87458	279	22.406	
Prairie View	Southwestern AC	11-23	0.32353	-2	318	0.789799	316	15.4815	271	81.1131	304	8.98613	2.56653	322	19.9332	
SE Louisiana	Southland	12-18	0.4	-4	319	0.762083	321	14.6643	304	78.9121	283	10.3663	4.42887	340	18.6386	
Ball St	Mid-American	5-25	0.16667	-28	320	0.752549	311	15.9908	272	81.0135	291	9.59295	4.07303	190	26.2167	
Campbell	Big South	12-20	0.375	+7	321	0.750238	325	13.9774	317	77.743	273	10.8457	2.49294	335	18.9718	
Sacred Heart	Northeast	5-26	0.16129	-2	322	0.743583	310	16.0477	249	82.2608	310	8.40379	0.702924	238	24.0487	
TN Martin	OH Valley	8-23	0.25806	+1	323	0.730972	320	15.2153	164	86.2982	345	3.53462	2.78507	286	22.0039	
UMBC	America East	9-21	0.3	+2	324	0.728764	326	13.6324	297	79.5738	307	8.67614	3.0074	309	21.026	
Jackson St	Southwestern AC	11-20	0.35484	-14	325	0.719546	322	14.5846	322	77.2446	253	11.9587	3.42986	314	20.2458	
Stetson	Atlantic Sun	7-24	0.22581	+9	326	0.67243	329	12.1209	342	74.8655	254	11.8722	4.48688	269	23.0454	
Howard	Mid-Eastern AC	8-25	0.24242	+7	327	0.669035	331	12.0921	343	74.3214	246	12.3863	4.02159	303	21.5116	
IUPUI	Summit Lg	6-26	0.1875	+1	328	0.664274	328	13.2642	311	78.4363	293	9.4432	3.83617	263	23.2182	
Alcorn St	Southwestern AC	12-19	0.3871	-2	329	0.657812	332	12.0052	344	74.2643	247	12.3578	3.62935	347	17.157	
Delaware St	Mid-Eastern AC	9-21	0.3	-16	330	0.656742	323	14.4333	350	72.478	160	16.5714	3.60369	330	19.5738	
New Hampshire	America East	6-24	0.2	-8	331	0.653868	327	13.387	351	71.1862	150	16.8173	1.50178	302	21.5209	
Binghamton	America East	7-23	0.23333	-1	332	0.651629	333	11.8273	339	75.3196	269	11.1261	2.71812	290	21.9081	
Cent Arkansas	Southland	8-21	0.27586	-1	333	0.626576	335	11.5993	191	84.7806	349	1.43153	4.28176	327	19.7377	
S Carolina St	Mid-Eastern AC	9-21	0.3	+6	334	0.599913	346	9.8997	340	75.2145	299	9.30284	3.61651	331	19.4639	
Maine	America East	6-23	0.2069	+9	335	0.589862	339	10.6121	179	85.4909	351	-0.262959	2.5977	300	21.5966	
Kennesaw	Atlantic Sun	6-25	0.19355	+1	336	0.571843	337	11.2125	325	76.8346	303	8.99611	3.811	294	21.8015	
Appalachian St	Southern	9-21	0.3	-7	337	0.565377	334	11.6245	337	75.451	275	10.7865	3.44284	341	18.3318	
NC A&T	Mid-Eastern AC	9-23	0.28125	+1	338	0.556728	341	10.4896	328	76.5964	309	8.51146	3.94573	329	19.6998	
Longwood	Big South	8-24	0.25	+10	339	0.544988	345	9.95356	298	79.4598	342	5.10648	2.37498	333	19.2649	
Furman	Southern	9-21	0.3	+5	340	0.531336	342	10.2351	334	75.7581	301	9.08796	3.01186	342	18.2625	
Cornell	Ivy League	2-26	0.07143	-5	341	0.523911	330	12.0987	287	80.3807	337	6.33184	2.06873	199	25.9437	
Citadel	Southern	7-26	0.21212		342	0.520475	338	10.6323	318	77.4797	319	7.76187	3.0906	337	18.9108	
Bethune-Cookman	Mid-Eastern AC	7-25	0.21875	-10	343	0.499067	340	10.5718	341	74.9018	284	10.2865	3.12927	339	18.7412	
MD E Shore	Mid-Eastern AC	6-24	0.2	-6	344	0.494916	336	11.2155	283	80.4659	340	5.36654	3.71937	325	19.8334	
Houston Bap	Southland	6-25	0.19355	-2	345	0.455479	344	9.9582	307	78.727	339	5.84516	3.52898	318	20.1635	
Lamar	Southland	4-26	0.13333	-5	346	0.454522	343	10.2149	316	77.8356	328	6.99465	3.38663	288	21.9759	
MS Valley St	Southwestern AC	9-23	0.28125		347	0.425506	349	7.86556	261	81.9347	350	0.545661	3.74424	348	16.6886	
Presbyterian	Big South	6-26	0.1875	+2	348	0.416455	348	8.30893	335	75.6676	325	7.25385	3.15851	336	18.9634	
Abilene Chr	Southland	11-20	0.35484	-3	349	0.394055	347	9.03725	331	76.1552	324	7.4984	3.35139	350	13.2511	
Grambling	Southwestern AC	5-24	0.17241	+1	350	0.3809	351	7.28643	310	78.5538	346	3.35096	2.5917	346	17.337	
Southern Utah	Big Sky	2-27	0.06897	-3	351	0.295851	350	7.51664	349	72.7319	297	9.40185	3.47171	273	22.6221	
