Team		Record		Δ	Rat		Pwr		Off		Def		HFA	SoS		
Florida St	Atlantic Coast	22-14	0.61111	+6	40	2.1621	43	38.9014	64	91.9196	63	21.5939	3.01787	14	36.9203	
NC State	Atlantic Coast	22-14	0.61111	+28	41	2.15926	40	39.3083	31	94.2119	99	19.7097	2.2015	27	36.0853	
Oklahoma	Big 12	23-10	0.69697	-17	42	2.13349	35	39.956	4	100.013	200	14.5574	4.75689	28	35.9947	
Louisiana Tech	Conference USA	29-8	0.78378	-11	43	2.11071	39	39.3949	20	95.6544	116	18.3569	3.31985	130	28.7032	
G Washington	Atlantic 10	24-9	0.72727	+4	44	2.10878	48	37.928	86	90.557	57	21.9883	4.27301	70	33.6341	
Southern Miss	Conference USA	29-7	0.80556	+31	45	2.1086	51	37.523	120	88.6322	38	23.5058	3.89405	119	29.2008	
Illinois	Big 10	20-15	0.57143	+10	46	2.09848	41	39.0358	195	84.4623	9	29.1887	1.95303	20	36.3659	
Clemson	Atlantic Coast	23-13	0.63889	+12	47	2.09231	46	38.1078	227	83.4966	8	29.226	4.05448	54	34.4414	
Colorado	Pac 12	23-12	0.65714	+5	48	2.08874	67	35.575	148	87.0192	45	23.1727	5.39093	36	35.3473	
N Dakota St	Summit Lg	26-7	0.78788	+9	49	2.08861	63	36.1504	108	89.1904	64	21.5751	4.33881	148	27.6994	
Massachusetts	Atlantic 10	24-9	0.72727		50	2.08227	57	36.8652	25	94.8852	157	16.6003	3.49408	53	34.6855	
Oklahoma St	Big 12	21-13	0.61765	-36	51	2.07042	29	40.911	16	97.0851	114	18.4388	5.54209	31	35.774	
Nebraska	Big 10	19-13	0.59375	-1	52	2.05473	50	37.6008	111	88.9694	43	23.2444	4.55873	29	35.8648	
Iowa	Big 10	20-13	0.60606	-35	53	2.05433	33	40.486	5	99.8566	188	15.244	3.22703	21	36.2475	
Manhattan	Metro Atlantic	25-8	0.75758	+16	54	2.02362	54	37.0826	63	91.9419	97	19.7561	2.63965	116	29.2914	
Utah	Pac 12	21-12	0.63636	-10	55	2.00257	47	38.0407	110	89.0139	36	23.6417	5.65316	92	32.3707	
BYU	West Coast	23-12	0.65714	-12	56	2.00166	62	36.1541	9	98.359	245	12.4128	5.12923	82	33.0973	
LSU	Southeastern	20-14	0.58824	+11	57	2.00136	58	36.7718	33	93.9889	138	17.3972	5.03875	44	34.8764	
Missouri	Southeastern	23-12	0.65714	+9	58	1.99587	68	35.5567	40	93.067	146	17.1051	4.59994	58	34.3662	
Maryland	Atlantic Coast	17-15	0.53125	-5	59	1.98619	44	38.7992	52	92.3143	71	21.0986	3.56054	19	36.3748	
California	Pac 12	21-14	0.6	+3	60	1.98539	55	37.0231	85	90.6913	72	20.9472	4.92459	41	35.0179	
Kansas St	Big 12	20-13	0.60606	-20	61	1.98309	52	37.1527	150	86.935	23	24.8301	5.58494	42	34.9606	
Arizona St	Pac 12	21-12	0.63636	-19	62	1.98163	53	37.0951	30	94.2268	137	17.4846	5.59943	50	34.7078	
Xavier	Big East	21-13	0.61765	-25	63	1.97422	65	36.0495	91	90.0715	81	20.5957	4.57471	49	34.7226	
Arkansas	Southeastern	22-12	0.64706	-24	64	1.95211	56	37.0057	17	96.6956	192	14.9252	6.47287	73	33.4817	
Tulsa	Conference USA	21-13	0.61765	+1	65	1.93827	70	35.4106	107	89.2221	74	20.8052	2.81065	106	30.4016	
Georgia	Southeastern	20-14	0.58824	+9	66	1.92684	75	34.6114	161	86.4454	51	22.783	4.77475	74	33.4207	
Belmont	OH Valley	26-10	0.72222	+37	67	1.92282	71	35.1139	21	95.581	212	14.1518	2.07189	131	28.6469	
Indiana	Big 10	17-15	0.53125	-11	68	1.9153	59	36.4603	84	90.7313	86	20.3431	3.19954	38	35.1947	
Delaware	Colonial	25-10	0.71429	+40	69	1.91422	92	32.9741	15	97.111	278	10.4821	2.28334	124	28.8478	
Mercer	Atlantic Sun	27-9	0.75	+24	70	1.90018	83	33.7106	87	90.5467	131	17.7806	3.88977	216	25.0795	
Iona	Metro Atlantic	22-11	0.66667	+6	71	1.8981	64	36.0725	8	99.3092	266	11.3814	2.8052	108	30.1265	
St John's	Big East	20-13	0.60606	-30	72	1.88669	66	35.7544	72	91.3091	111	19.0622	2.3937	66	33.8754	
Northwestern	Big 10	14-19	0.42424	+30	73	1.87996	90	33.3242	305	78.8792	10	29.0568	1.63489	25	36.1921	
WI Green Bay	Horizon	24-7	0.77419	-10	74	1.87913	80	34.4221	123	88.4275	80	20.6096	1.08481	135	28.2801	
Miami FL	Atlantic Coast	17-16	0.51515	+6	75	1.87875	69	35.4638	264	81.6927	13	28.3861	2.49281	62	34.1363	
St Mary's CA	West Coast	23-12	0.65714	-2	76	1.87615	72	35.1039	160	86.6298	50	23.0906	4.97631	101	30.9986	
Boise St	Mountain West	21-13	0.61765	-6	77	1.86918	61	36.2202	50	92.3826	113	18.4542	2.32223	102	30.8882	
St Bonaventure	Atlantic 10	18-15	0.54545	+10	78	1.85541	77	34.5315	79	90.8513	118	18.297	3.28239	94	32.3366	
Richmond	Atlantic 10	19-14	0.57576	+19	79	1.8511	85	33.6658	208	84.0167	27	24.2683	3.75518	76	33.345	
Marquette	Big East	17-15	0.53125	-15	80	1.84894	73	34.7666	78	90.9924	115	18.3889	3.56695	63	34.0302	
UNLV	Mountain West	20-13	0.60606	-3	81	1.84635	74	34.7498	115	88.8894	84	20.4778	1.80333	100	31.0617	
MTSU	Conference USA	24-9	0.72727	+10	82	1.84308	87	33.5776	192	84.7335	41	23.4601	3.52725	152	27.5139	
Mississippi	Southeastern	19-14	0.57576	+7	83	1.83787	78	34.5181	28	94.6786	207	14.4554	4.97495	78	33.2764	
NC Central	Mid-Eastern AC	28-6	0.82353	-1	84	1.83447	93	32.9087	171	86.1079	68	21.4167	3.26241	296	21.7428	
Georgetown	Big East	18-15	0.54545	-25	85	1.83438	79	34.508	103	89.3184	96	19.8041	5.05852	52	34.6898	
Seton Hall	Big East	17-17	0.5	-4	86	1.82907	82	34.1585	130	88.1258	78	20.6489	2.57156	86	32.8136	
New Mexico St	Western Athletic	26-10	0.72222	-7	87	1.82732	76	34.5676	73	91.302	127	17.8827	2.96049	172	26.8376	
West Virginia	Big 12	17-16	0.51515	-36	88	1.82488	84	33.6901	51	92.3238	171	15.9803	5.74058	45	34.8424	
W Michigan	Mid-American	23-10	0.69697	+11	89	1.82434	112	31.4301	113	88.9061	145	17.1377	3.18468	167	26.9616	
Wake Forest	Atlantic Coast	17-16	0.51515	+26	90	1.82354	100	32.4109	101	89.3389	133	17.6855	3.90837	60	34.3408	
Toledo	Mid-American	27-7	0.79412	+8	91	1.81779	110	31.5898	32	93.989	250	12.2174	4.09069	168	26.9319	
E Kentucky	OH Valley	24-10	0.70588	+39	92	1.81732	102	32.1772	69	91.4377	183	15.357	1.89491	208	25.4322	
Houston	American Athletic	17-16	0.51515	+43	93	1.80483	106	32.0224	67	91.769	194	14.8699	4.55643	89	32.5334	
San Francisco	West Coast	21-12	0.63636	-10	94	1.80465	88	33.3371	92	89.9064	122	18.0441	3.46382	107	30.3697	
Georgia Tech	Atlantic Coast	16-17	0.48485	+16	95	1.80137	99	32.6069	158	86.6737	83	20.5446	2.63638	71	33.6299	
Georgia St	Sun Belt	25-9	0.73529	-34	96	1.80036	81	34.283	71	91.3213	136	17.576	3.94712	193	26.0969	
Washington	Pac 12	17-15	0.53125	-6	97	1.79895	96	32.7554	49	92.4741	193	14.8974	4.57832	69	33.655	
Indiana St	Missouri Val	23-11	0.67647	+7	98	1.79262	115	31.0105	134	87.7405	126	17.8862	5.37569	118	29.2311	
Murray St	OH Valley	23-11	0.67647	+68	99	1.77735	98	32.6523	54	92.2174	190	15.052	4.36078	207	25.4551	
Penn St	Big 10	16-18	0.47059	-21	100	1.77571	89	33.335	133	87.774	91	20.1772	2.79858	47	34.8086	
Purdue	Big 10	15-17	0.46875	-16	101	1.76628	86	33.5879	58	92.0478	168	16.156	3.34289	46	34.814	
Yale	Ivy League	19-14	0.57576	+72	102	1.75609	127	30.2761	238	82.9861	58	21.9056	1.49726	133	28.4399	
Fresno St	Mountain West	21-18	0.53846	+17	103	1.75005	109	31.6935	77	91.0312	186	15.2802	2.72785	104	30.5211	
South Carolina	Southeastern	14-20	0.41176	+9	104	1.74784	108	31.9213	159	86.6499	94	19.884	4.47741	59	34.3585	
Texas Tech	Big 12	14-18	0.4375	-32	105	1.74146	91	33.1111	194	84.559	46	23.1633	5.39468	39	35.1542	
Towson	Colonial	25-11	0.69444	+27	106	1.74005	124	30.4181	121	88.4724	161	16.5609	3.61091	188	26.3575	
Notre Dame	Atlantic Coast	15-17	0.46875	-14	107	1.72769	97	32.729	90	90.1632	143	17.179	3.30837	55	34.4132	
WI Milwaukee	Horizon	21-14	0.6	+47	108	1.72085	133	30.0994	131	87.8497	148	16.8654	0.73475	149	27.6246	
UTEP	Conference USA	23-11	0.67647	-2	109	1.72079	94	32.8646	201	84.323	47	23.1564	1.94182	147	27.7216	
ULL	Sun Belt	23-12	0.65714		110	1.71577	131	30.1285	34	93.955	274	10.7888	4.26543	178	26.4985	
La Salle	Atlantic 10	15-16	0.48387	+6	111	1.70197	113	31.3281	178	85.6166	89	20.3289	3.61731	77	33.326	
Princeton	Ivy League	21-9	0.7	-4	112	1.70009	128	30.2656	205	84.1093	75	20.7705	2.55917	180	26.475	
Boston Univ	Patriot League	24-11	0.68571	+8	113	1.698	122	30.6691	136	87.6586	134	17.627	1.82177	154	27.4845	
Ohio	Mid-American	25-12	0.67568	+4	114	1.69626	126	30.3137	154	86.8111	120	18.1185	2.20515	158	27.4173	
Cleveland St	Horizon	21-12	0.63636	-19	115	1.69473	95	32.8449	145	87.1572	90	20.3021	1.9479	142	28.0196	
UC Irvine	Big West	23-12	0.65714	-15	116	1.68149	107	31.9466	241	82.6791	31	23.882	3.41987	171	26.8499	
Utah St	Mountain West	18-14	0.5625	+6	117	1.67826	119	30.8396	174	85.9397	103	19.5163	3.48167	112	29.6533	
Santa Barbara	Big West	21-9	0.7	+1	118	1.67457	123	30.5784	172	85.9522	109	19.238	3.48398	169	26.908	
Vanderbilt	Southeastern	15-16	0.48387	+6	119	1.66515	117	30.9524	246	82.3318	44	23.2373	4.80279	67	33.7486	
Oregon St	Pac 12	16-16	0.5	-33	120	1.66064	111	31.5184	44	92.7822	224	13.3522	3.94587	75	33.396	
American Univ	Patriot League	20-13	0.60606	-15	121	1.66031	116	30.9931	314	78.1917	16	27.4195	2.35544	177	26.5476	
Vermont	America East	22-11	0.66667	-36	122	1.64914	101	32.3025	183	85.3468	65	21.574	3.20767	215	25.106	
Alabama	Southeastern	13-19	0.40625	-34	123	1.64149	105	32.0524	206	84.0594	54	22.6086	6.16654	48	34.7734	
IPFW	Summit Lg	25-11	0.69444	+5	124	1.64026	141	29.2434	75	91.1973	240	12.661	3.85515	231	24.2169	
Canisius	Metro Atlantic	21-13	0.61765	-1	125	1.63842	125	30.366	39	93.1855	255	11.7966	1.90895	140	28.0407	
William & Mary	Colonial	20-12	0.625	+34	126	1.6369	138	29.4912	96	89.4994	198	14.6064	2.94957	174	26.675	
Rhode Island	Atlantic 10	14-18	0.4375	-12	127	1.63372	104	32.0542	188	85.1368	66	21.534	3.28936	90	32.4968	
Butler	Big East	14-17	0.45161	-33	128	1.6319	103	32.0915	209	84.0098	52	22.6978	3.43982	93	32.3388	
Siena	Metro Atlantic	20-18	0.52632	+55	129	1.62978	148	28.9238	230	83.4525	92	20.0895	3.73627	132	28.4888	
Akron	Mid-American	21-13	0.61765	-3	130	1.62432	137	29.5894	162	86.357	129	17.8481	3.44248	141	28.0369	
Columbia	Ivy League	21-13	0.61765	+3	131	1.61917	129	30.1993	204	84.1688	79	20.6452	3.12544	184	26.4066	
Buffalo	Mid-American	19-10	0.65517	-30	132	1.61857	114	31.1566	89	90.2157	179	15.5578	4.47857	185	26.4012	
Auburn	Southeastern	14-16	0.46667	-1	133	1.6122	130	30.1355	99	89.4025	184	15.3447	5.09394	84	32.9185	
Texas A&M	Southeastern	18-16	0.52941	-8	134	1.60815	121	30.705	263	81.8281	40	23.4885	6.30514	103	30.7219	
Wright St	Horizon	21-15	0.58333	+11	135	1.60627	118	30.9011	276	80.9324	25	24.5842	1.70637	205	25.563	
Quinnipiac	Metro Atlantic	20-12	0.625	+15	136	1.60549	145	29.02	35	93.848	287	9.78974	3.04506	156	27.4609	
Robert Morris	Northeast	22-14	0.61111	+61	137	1.60497	166	27.5457	177	85.6792	165	16.4825	0.643047	179	26.4967	
Northern Iowa	Missouri Val	16-15	0.51613	-41	138	1.59241	120	30.717	97	89.4642	175	15.8708	5.90473	105	30.4178	
Nevada	Mountain West	15-17	0.46875		139	1.59218	143	29.1572	100	89.3743	208	14.3988	2.2274	98	31.2624	
Missouri St	Missouri Val	20-13	0.60606	+5	140	1.58838	153	28.5307	217	83.7719	106	19.3779	5.57345	123	28.9084	
E Michigan	Mid-American	22-15	0.59459	-19	141	1.57758	155	28.2659	309	78.5699	26	24.3126	4.49829	166	26.9716	
Pacific	West Coast	18-16	0.52941	+11	142	1.56971	160	27.7136	95	89.5062	237	12.8216	4.4609	111	29.6804	
Wyoming	Mountain West	18-15	0.54545	-29	143	1.56139	136	29.7847	281	80.6224	33	23.7784	3.96781	129	28.7317	
UCF	American Athletic	13-18	0.41935		144	1.5563	144	29.0501	82	90.7851	235	12.8803	3.73003	96	31.5315	
DePaul	Big East	12-21	0.36364	+2	145	1.55392	174	27.131	141	87.4585	211	14.2883	3.70444	68	33.7076	
San Diego	West Coast	18-17	0.51429	-11	146	1.54072	152	28.6187	242	82.5805	77	20.6511	3.76464	134	28.3284	
VMI	Big South	22-13	0.62857	+94	147	1.53858	158	27.7771	2	100.923	348	1.46471	1.97072	281	22.3418	
Holy Cross	Patriot League	20-14	0.58824	+11	148	1.5271	171	27.3171	245	82.366	101	19.5688	1.619	181	26.4625	
Rutgers	American Athletic	12-21	0.36364	+45	149	1.51818	150	28.8028	114	88.8975	201	14.5205	3.35382	88	32.6369	
Denver	Summit Lg	16-15	0.51613	-1	150	1.51797	149	28.9031	248	82.2627	69	21.2586	4.20509	137	28.1866	
Duquesne	Atlantic 10	13-17	0.43333	+1	151	1.51745	147	28.9247	83	90.7588	238	12.7823	2.1026	109	30.1115	
Davidson	Southern	20-13	0.60606	-14	152	1.51624	134	29.961	38	93.2174	267	11.3578	2.9204	206	25.4817	
Drexel	Colonial	16-14	0.53333	-3	153	1.51492	140	29.2685	173	85.9509	124	17.9335	2.92785	117	29.2885	
S Dakota St	Summit Lg	19-13	0.59375	-26	154	1.51249	151	28.7814	152	86.8438	163	16.5534	4.45624	201	25.7477	
Boston College	Atlantic Coast	8-24	0.25	-13	155	1.50867	132	30.1	112	88.9394	177	15.7734	2.59638	33	35.6245	
Santa Clara	West Coast	14-19	0.42424	-19	156	1.5037	142	29.233	144	87.2009	155	16.6471	2.68358	128	28.7457	
Illinois St	Missouri Val	18-16	0.52941	-1	157	1.50312	165	27.5745	215	83.8769	117	18.3161	6.49143	122	29.0182	
WKU	Sun Belt	20-12	0.625	+14	158	1.49962	182	26.2849	235	83.0872	130	17.8147	3.60745	189	26.2941	
Charlotte	Conference USA	17-14	0.54839	+18	159	1.49578	168	27.5066	137	87.6545	206	14.4681	3.26994	155	27.4685	
Old Dominion	Conference USA	18-18	0.5	+22	160	1.4955	164	27.626	278	80.7461	67	21.4949	3.72198	145	27.8394	
Albany NY	America East	19-15	0.55882	+20	161	1.49472	161	27.6977	260	81.9763	87	20.3402	2.89767	226	24.5338	
Colorado St	Mountain West	16-16	0.5	-32	162	1.48423	139	29.2979	93	89.6043	209	14.3099	3.49587	125	28.8208	
George Mason	Atlantic 10	11-20	0.35484	-23	163	1.48164	146	28.9856	143	87.2852	167	16.316	3.07792	85	32.8556	
Hawaii	Big West	20-11	0.64516	-23	164	1.47928	157	28.0672	53	92.2553	282	10.4265	3.7275	218	25.0362	
Portland	West Coast	15-16	0.48387	-53	165	1.4777	135	29.9463	109	89.0439	180	15.5178	3.74231	121	29.1463	
USC	Pac 12	11-21	0.34375	-18	166	1.47732	156	28.2475	126	88.3721	204	14.4916	4.21631	65	33.8789	
Cal Poly SLO	Big West	14-20	0.41176	-5	167	1.47397	178	26.932	321	77.309	28	24.2361	2.39856	139	28.0654	
Pepperdine	West Coast	15-16	0.48387	-5	168	1.47199	179	26.9177	138	87.6511	215	13.8813	3.6142	120	29.2	
Morehead St	OH Valley	20-14	0.58824	+7	169	1.46241	180	26.7782	118	88.6879	239	12.7077	2.27281	204	25.6283	
UAB	Conference USA	18-13	0.58065	-12	170	1.45864	172	27.311	147	87.0947	195	14.8333	3.77578	175	26.6639	
Long Beach St	Big West	15-17	0.46875	-28	171	1.44973	167	27.5117	182	85.3515	152	16.7775	3.78928	127	28.7964	
Valparaiso	Horizon	18-16	0.52941	-4	172	1.43947	173	27.2149	236	83.049	112	18.78	2.52297	176	26.6635	
Temple	American Athletic	9-22	0.29032	-19	173	1.43661	154	28.3207	41	92.9878	286	9.95007	3.64173	61	34.3282	
Stony Brook	America East	23-11	0.67647	-8	174	1.4345	187	25.9708	210	84.003	158	16.5863	2.63446	275	22.5848	
Washington St	Pac 12	10-21	0.32258	-14	175	1.43118	176	27.0743	289	80.0824	61	21.6065	4.48349	81	33.144	
Wofford	Southern	20-13	0.60606	+24	176	1.43018	185	26.011	319	77.4686	48	23.1559	2.44992	285	22.1218	
FL Gulf Coast	Atlantic Sun	22-13	0.62857	-2	177	1.43011	181	26.4339	240	82.8358	119	18.2164	4.35646	265	23.1409	
Utah Valley	Western Athletic	20-12	0.625	+19	178	1.42995	190	25.4044	277	80.8767	110	19.1421	3.13193	255	23.6116	
Bucknell	Patriot League	16-14	0.53333	-15	179	1.42659	169	27.4572	258	82.0564	93	20.0182	1.60717	182	26.4517	
Arkansas St	Sun Belt	19-13	0.59375	-10	180	1.4226	186	26.0072	94	89.5635	270	11.0604	4.03357	229	24.2483	
S Illinois	Missouri Val	14-19	0.42424	-24	181	1.4209	170	27.361	257	82.1114	95	19.8669	5.24141	138	28.0795	
Sam Houston St	Southland	24-11	0.68571	+9	182	1.41651	200	24.8932	190	85.0074	202	14.499	3.96841	306	21.1645	
Loy Marymount	West Coast	13-19	0.40625	-14	183	1.41441	193	25.3348	125	88.392	262	11.5577	3.83924	110	29.93	
Coastal Car	Big South	21-13	0.61765	+56	184	1.41258	195	25.1978	254	82.1971	135	17.6098	3.30822	295	21.7769	
Northwestern LA	Southland	17-14	0.54839		185	1.39909	175	27.0823	6	99.6723	347	2.02631	3.45902	243	23.9669	
Mississippi St	Southeastern	14-19	0.42424	+3	186	1.3966	196	25.1914	184	85.3293	205	14.4749	4.99195	115	29.3902	
Oakland	Horizon	13-20	0.39394	-1	187	1.39501	191	25.3566	57	92.1326	316	7.84008	2.4044	113	29.45	
South Florida	American Athletic	12-20	0.375	-1	188	1.39432	177	27.0382	219	83.7393	125	17.916	3.399	95	31.8839	
Wagner	Northeast	19-12	0.6129	-1	189	1.39251	184	26.162	228	83.4888	140	17.2898	1.73336	271	22.7761	
Mt St Mary's	Northeast	16-17	0.48485	+16	190	1.37715	192	25.3548	68	91.5911	311	8.38166	1.49202	213	25.2165	
Winthrop	Big South	20-13	0.60606	+58	191	1.37686	220	23.709	187	85.237	232	13.0829	3.39515	299	21.6239	
Weber St	Big Sky	19-12	0.6129	-27	192	1.37439	183	26.1822	203	84.1813	156	16.616	4.37775	289	21.9235	
SC Upstate	Atlantic Sun	19-15	0.55882	-15	193	1.36691	159	27.742	175	85.8068	164	16.5524	3.67109	230	24.223	
Brown	Ivy League	15-14	0.51724	-21	194	1.36603	162	27.6686	156	86.7762	181	15.5085	1.45536	217	25.0709	
Fordham	Atlantic 10	10-21	0.32258	+16	195	1.35963	198	25.04	88	90.3405	298	9.31584	3.47441	99	31.2472	
Northeastern	Colonial	11-21	0.34375	-1	196	1.34666	189	25.5812	223	83.621	159	16.575	2.20947	126	28.815	
Virginia Tech	Atlantic Coast	9-22	0.29032	-26	197	1.34525	163	27.6495	284	80.4343	59	21.8265	3.37279	80	33.2268	
Rider	Metro Atlantic	14-17	0.45161	+20	198	1.3434	210	24.263	140	87.5903	268	11.288	2.12535	160	27.367	
Drake	Missouri Val	15-16	0.48387	-19	199	1.33669	209	24.2857	239	82.962	172	15.9418	5.09939	153	27.4914	
St Peter's	Metro Atlantic	14-17	0.45161	+21	200	1.33559	227	23.1657	327	76.6576	70	21.1243	2.60633	195	26.0512	
Evansville	Missouri Val	14-19	0.42424	+3	201	1.33395	202	24.6879	169	86.177	231	13.1255	4.54149	157	27.456	
UT Arlington	Sun Belt	15-17	0.46875	+12	202	1.33198	211	24.1173	80	90.8181	315	7.91636	3.14706	200	25.8424	
NE Omaha	Summit Lg	17-15	0.53125	-24	203	1.32514	194	25.3059	55	92.1924	321	7.7289	3.99638	245	23.8565	
CS Northridge	Big West	17-18	0.48571	+13	204	1.32403	218	23.8519	59	92.0341	336	6.4295	3.59714	244	23.9619	
Kent	Mid-American	16-16	0.5	-22	205	1.31877	197	25.0702	198	84.3683	185	15.3192	2.571	194	26.0916	
Miami OH	Mid-American	13-18	0.41935	-3	206	1.31716	224	23.5151	268	81.2556	147	16.8744	3.22093	146	27.7972	
Radford	Big South	22-13	0.62857	+65	207	1.31614	236	22.4684	105	89.2687	318	7.81087	2.75824	324	19.8495	
N Illinois	Mid-American	15-17	0.46875	-18	208	1.31485	207	24.3393	330	76.3453	55	22.6075	3.65115	197	25.9669	
Detroit	Horizon	13-19	0.40625	-8	209	1.31094	199	25.0363	167	86.2478	222	13.4027	1.77021	162	27.1692	
Air Force	Mountain West	12-18	0.4	+23	210	1.30705	215	24.016	280	80.6569	123	17.9731	2.05308	151	27.5488	
Youngstown St	Horizon	15-17	0.46875	-12	211	1.30368	188	25.8735	81	90.8177	289	9.66975	2.00807	214	25.1228	
TCU	Big 12	9-22	0.29032	-10	212	1.29922	205	24.4816	267	81.3493	132	17.7434	3.88872	83	33.054	
St Francis NY	Northeast	18-14	0.5625	-1	213	1.29891	201	24.8178	247	82.291	144	17.1409	1.37284	259	23.4158	
Army	Patriot League	15-16	0.48387	+16	214	1.29771	222	23.5642	122	88.4306	288	9.74687	1.86294	247	23.836	
Ark Little Rock	Sun Belt	15-17	0.46875	+1	215	1.29231	213	24.0846	127	88.2654	281	10.4368	3.17213	192	26.1749	
Bryant	Northeast	18-14	0.5625	+3	216	1.29092	203	24.6322	165	86.2637	234	12.9863	1.11544	232	24.2077	
Elon	Southern	18-14	0.5625	-8	217	1.28885	216	23.9538	193	84.6406	214	13.9249	3.31917	262	23.2241	
