Team		Record		Δ	Rat		Pwr		Off		Def		HFA	SoS		
Oklahoma	Big 12	26-7	0.78788	-9	21	1.535	22	16.5757	85	76.6259	16	11.3386	5.25059	63	9.28604	
Indiana	Big 10	21-13	0.61765	-3	22	1.50873	16	18.1824	65	77.9316	14	11.6406	5.12765	11	14.2845	
Virginia	Atlantic Coast	20-9	0.68966	-6	23	1.49882	17	18.1731	6	87.0039	148	2.55922	5.85711	23	12.2854	
Texas	Big 12	25-9	0.73529	-8	24	1.49484	32	15.3095	93	75.8981	22	10.8033	5.25641	37	11.1577	
Gonzaga	West Coast	26-7	0.78788	+19	25	1.49398	33	14.9055	14	84.2773	154	2.01235	3.99586	107	6.42282	
Fresno St	Western Athletic	26-7	0.78788	+10	26	1.49228	26	16.1799	13	84.4881	133	3.08461	5.39381	79	8.43547	
Wake Forest	Atlantic Coast	19-11	0.63333	-9	27	1.48635	19	17.7049	45	79.3975	31	9.69475	5.12001	14	14.0913	
Charlotte	Conference USA	22-11	0.66667	+6	28	1.457	28	15.6811	24	82.2797	107	4.78745	4.14828	30	11.6432	
Alabama	Southeastern	25-11	0.69444	+10	29	1.42937	36	14.7606	30	80.7409	98	5.40967	5.12464	56	9.64683	
Iowa	Big 10	23-12	0.65714	+8	30	1.41406	29	15.5678	28	81.1434	89	5.81477	5.05973	18	12.9418	
California	Pac 10	20-11	0.64516	-6	31	1.40035	21	16.653	40	79.8156	53	8.2424	4.55297	19	12.5711	
Wisconsin	Big 10	18-11	0.62069	-10	32	1.39621	25	16.3099	267	66.1164	1	21.5886	5.20108	7	14.7901	
Georgetown	Big East	25-8	0.75758	+9	33	1.37629	30	15.4459	53	78.3936	50	8.43834	3.80132	95	7.03714	
Ohio St	Big 10	20-11	0.64516	-8	34	1.37006	39	14.6735	79	76.8937	36	9.1635	5.40316	28	11.7774	
Iowa St	Big 12	25-6	0.80645	-20	35	1.36436	31	15.3995	41	79.5886	70	7.20256	5.91258	78	8.49423	
Tennessee	Southeastern	22-11	0.66667	-16	36	1.33246	35	14.8341	11	84.4948	160	1.72712	4.37855	21	12.4323	
Syracuse	Big East	25-9	0.73529	-6	37	1.31058	50	12.7187	84	76.6862	65	7.42522	4.47912	70	8.94389	
Arkansas	Southeastern	20-11	0.64516	-14	38	1.2868	38	14.6847	33	80.4691	94	5.59703	5.23742	47	10.0938	
Notre Dame	Big East	20-10	0.66667	+6	39	1.2756	34	14.8904	31	80.703	95	5.58336	3.842	54	9.87946	
Georgia Tech	Atlantic Coast	17-13	0.56667	-10	40	1.26289	45	13.5932	72	77.4462	63	7.53499	5.32591	16	13.8745	
Utah St	Big West	28-6	0.82353	+7	41	1.25949	40	14.2066	172	72.1215	8	13.4865	4.21719	156	3.45093	
Xavier	Atlantic 10	21-8	0.72414	-7	42	1.2569	41	14.1776	63	78.0274	64	7.53418	4.66125	67	9.17013	
Detroit	Midwestern CC	25-12	0.67568	+31	43	1.23533	44	13.6429	132	73.9958	19	11.0433	5.95249	86	7.97768	
Southern Miss	Conference USA	22-9	0.70968	-1	44	1.2284	46	13.501	149	73.0598	13	11.8397	4.07074	68	9.09886	
Memphis	Conference USA	21-15	0.58333	+26	45	1.22351	37	14.7012	36	79.9755	82	6.10923	4.82093	39	10.8684	
Georgia St	Trans America	29-5	0.85294	+5	46	1.21379	74	10.0494	50	78.7372	145	2.69986	4.40547	183	1.97756	
Mississippi St	Southeastern	18-13	0.58065		47	1.20421	43	13.7165	42	79.5019	93	5.60254	4.56917	34	11.3487	
Missouri	Big 12	20-13	0.60606	+6	48	1.19147	54	12.1299	44	79.4276	117	4.09425	4.96084	42	10.5553	
Pepperdine	West Coast	22-9	0.70968	+4	49	1.19144	48	13.0317	46	79.2692	101	5.14014	3.37964	93	7.12007	
Providence	Big East	21-10	0.67742	-13	50	1.17006	42	14.0842	57	78.1063	67	7.36902	4.80513	74	8.76674	
Georgia	Southeastern	16-15	0.51613	-19	51	1.16266	49	12.99	55	78.2257	81	6.15329	3.94442	10	14.3898	
BYU	Mountain West	24-9	0.72727	-11	52	1.14656	55	12.1281	129	74.1816	33	9.34151	6.39814	98	6.83423	
Massachusetts	Atlantic 10	15-15	0.5	+4	53	1.13545	52	12.3526	134	73.8812	29	9.85844	3.55932	22	12.3368	
Creighton	Missouri Val	24-8	0.75	-14	54	1.1223	51	12.6081	114	74.7417	34	9.26442	6.43308	106	6.47198	
Hofstra	America East	26-5	0.83871	-9	55	1.1191	60	11.649	197	71.0297	12	12.0197	4.37558	193	1.80309	
Dayton	Atlantic 10	21-13	0.61765	+3	56	1.09934	58	11.7262	111	74.9875	55	8.12598	3.66781	49	9.94222	
UTEP	Western Athletic	23-9	0.71875	+4	57	1.07775	70	10.3794	35	80.2838	163	1.48243	5.40835	94	7.03871	
Kent	Mid-American	24-10	0.70588	+9	58	1.07595	56	11.8653	147	73.1125	26	10.1296	4.26178	116	5.66353	
Purdue	Big 10	17-15	0.53125	+7	59	1.04488	47	13.2848	37	79.9524	108	4.72197	4.62234	26	11.9625	
Auburn	Southeastern	18-14	0.5625	-8	60	1.01429	65	11.158	51	78.5279	120	4.01042	4.31366	48	10.0454	
WKU	Sun Belt	24-7	0.77419	-11	61	1.0126	61	11.4558	136	73.8119	38	9.04114	3.91333	167	2.786	
South Florida	Conference USA	18-13	0.58065	+10	62	1.00309	53	12.2451	64	77.9618	92	5.66566	4.41391	58	9.50142	
Southern Utah	Mid-Continent	25-6	0.80645	-1	63	0.994865	77	9.86226	141	73.4526	61	7.80351	4.82475	180	2.1067	
Richmond	Colonial	22-7	0.75862		64	0.969046	69	10.4958	179	71.7826	27	10.1095	5.80554	127	5.03066	
UC Irvine	Big West	25-5	0.83333	+3	65	0.965533	104	6.87048	184	71.6246	77	6.64563	2.78646	181	2.03127	
Connecticut	Big East	20-12	0.625	-6	66	0.956541	62	11.2884	94	75.872	75	6.80563	5.2895	81	8.38849	
South Carolina	Southeastern	15-15	0.5	-18	67	0.953392	57	11.7276	166	72.5388	23	10.5744	4.07319	31	11.5387	
Villanova	Big East	18-13	0.58065	-12	68	0.951943	75	9.98126	32	80.6575	174	0.716214	4.77208	50	9.92889	
Oklahoma St	Big 12	20-10	0.66667	-14	69	0.946509	71	10.2942	156	72.7984	41	8.88741	5.58449	91	7.35123	
Minnesota	Big 10	18-14	0.5625	+3	70	0.930799	79	9.79189	52	78.4893	147	2.68812	4.77021	43	10.5233	
Oregon	Pac 10	14-14	0.5	+15	71	0.914119	59	11.6536	20	83.0614	186	-0.005439	3.67204	33	11.359	
St Louis	Conference USA	17-14	0.54839	+10	72	0.903893	64	11.1875	135	73.8519	42	8.7312	4.33129	65	9.2667	
Santa Clara	West Coast	20-12	0.625	+14	73	0.889766	95	8.24386	124	74.2917	99	5.33181	3.21374	105	6.49425	
Hawaii	Western Athletic	17-14	0.54839	+1	74	0.881237	85	9.11692	87	76.4612	118	4.04756	5.14703	61	9.35931	
Pittsburgh	Big East	19-14	0.57576	-5	75	0.877406	80	9.63195	178	71.8128	35	9.20811	4.48044	83	8.11705	
Utah	Mountain West	19-12	0.6129	-13	76	0.870182	66	11.1088	130	74.1269	51	8.38016	5.11921	73	8.77183	
Wyoming	Mountain West	20-10	0.66667	-19	77	0.866809	76	9.9565	29	80.988	180	0.365054	5.50528	96	6.89054	
Marquette	Conference USA	15-14	0.51724	+14	78	0.865649	82	9.46591	193	71.1698	32	9.67912	3.73887	53	9.87994	
UAB	Conference USA	17-14	0.54839	+10	79	0.861155	72	10.1403	103	75.204	78	6.32747	3.43933	80	8.39585	
NC State	Atlantic Coast	13-16	0.44828		80	0.858159	67	10.7495	110	75.003	71	7.1311	5.03214	20	12.5057	
St Bonaventure	Atlantic 10	18-12	0.6	-5	81	0.85297	86	9.10989	70	77.5541	141	2.94515	4.86405	76	8.66521	
New Mexico	Mountain West	21-13	0.61765	+2	82	0.849331	97	8.13906	125	74.2294	100	5.30424	5.61538	87	7.87726	
Toledo	Mid-American	22-11	0.66667	+5	83	0.842368	78	9.85349	101	75.3718	85	5.86917	3.91288	117	5.6328	
Arizona St	Pac 10	13-16	0.44828	+11	84	0.840676	63	11.2065	60	78.0609	112	4.55047	3.90598	25	11.9716	
Miami FL	Big East	16-13	0.55172	-16	85	0.838893	68	10.7143	150	73.0554	37	9.05221	4.57061	77	8.58068	
TCU	Western Athletic	20-11	0.64516	+10	86	0.827719	73	10.1318	2	92.7189	319	-11.1899	6.32873	110	6.11567	
CS Northridge	Big Sky	22-10	0.6875	-10	87	0.826711	87	8.97965	18	83.3116	241	-2.94472	5.38887	125	5.07808	
Indiana St	Missouri Val	22-12	0.64706	+2	88	0.816386	92	8.64829	89	76.3678	126	3.67752	5.75344	119	5.45508	
Seton Hall	Big East	16-15	0.51613	-10	89	0.808532	84	9.20474	66	77.6917	142	2.90976	3.71528	57	9.62907	
St John's	Big East	14-15	0.48276	-9	90	0.803603	83	9.39981	78	76.9694	124	3.82661	4.58425	38	11.019	
Ohio	Mid-American	19-11	0.63333	+2	91	0.797147	94	8.40899	59	78.0731	161	1.71275	4.38944	114	5.99604	
Valparaiso	Mid-Continent	24-8	0.75	+2	92	0.786841	93	8.60323	183	71.6769	52	8.32941	4.42058	173	2.39084	
Vanderbilt	Southeastern	15-15	0.5	-15	93	0.779076	89	8.75972	121	74.357	90	5.78301	4.13564	44	10.4495	
SMU	Western Athletic	18-12	0.6	+6	94	0.756515	91	8.66813	77	77.0893	140	2.96577	5.55678	101	6.6357	
Marshall	Mid-American	18-9	0.66667	+6	95	0.728458	98	8.08353	71	77.456	155	2.00339	4.68328	122	5.29676	
UNC Wilmington	Colonial	19-11	0.63333	+2	96	0.701637	106	6.84753	282	64.6571	7	13.6017	5.69839	131	4.67398	
West Virginia	Big East	17-12	0.58621	-12	97	0.692769	114	5.84024	73	77.3696	190	-0.142403	5.02518	99	6.76811	
C Michigan	Mid-American	20-8	0.71429	+4	98	0.68813	132	4.34799	151	73.0385	146	2.68821	4.48981	142	4.03384	
Louisville	Conference USA	12-19	0.3871	+9	99	0.679674	109	6.72572	107	75.1301	137	2.9835	2.98192	32	11.4396	
Cleveland St	Midwestern CC	19-13	0.59375	+13	100	0.670873	115	5.7616	168	72.3274	105	4.83853	5.96138	113	6.01911	
Illinois St	Missouri Val	21-9	0.7	-10	101	0.668397	110	6.37738	75	77.3331	179	0.444926	5.82791	145	3.96871	
George Mason	Colonial	18-12	0.6	+8	102	0.667385	88	8.83146	104	75.1989	102	5.02967	6.02458	121	5.32341	
Baylor	Big 12	19-12	0.6129	-20	103	0.665786	102	7.07991	163	72.6334	88	5.83729	5.2926	133	4.61693	
LSU	Southeastern	13-16	0.44828	-7	104	0.659371	100	7.92274	153	73.029	79	6.27668	4.27342	52	9.89234	
G Washington	Atlantic 10	14-18	0.4375	+6	105	0.658278	81	9.55201	34	80.4341	178	0.507769	4.31642	59	9.43885	
E Illinois	OH Valley	21-10	0.67742		106	0.635449	116	5.69546	26	82.0228	273	-4.93469	5.22518	150	3.75266	
Nebraska	Big 12	14-16	0.46667	-4	107	0.631429	96	8.2295	109	75.0085	110	4.61487	5.25866	71	8.92185	
WI Milwaukee	Midwestern CC	15-13	0.53571	+11	108	0.621937	99	8.02932	138	73.6704	91	5.76451	5.98525	90	7.4488	
Colorado	Big 12	15-15	0.5	-4	109	0.620939	90	8.70313	22	82.3773	229	-2.28032	4.74342	84	8.08476	
UNLV	Mountain West	16-13	0.55172	-3	110	0.610695	113	6.00726	38	79.9238	234	-2.51492	5.77961	97	6.8787	
South Alabama	Sun Belt	22-11	0.66667	-12	111	0.597569	118	5.51493	196	71.0559	86	5.86863	3.39059	137	4.21944	
Austin Peay	OH Valley	22-10	0.6875	-3	112	0.596347	124	5.16414	80	76.8883	195	-0.338423	4.70556	163	3.0885	
Tennessee Tech	OH Valley	20-9	0.68966	-1	113	0.576605	128	4.94246	96	75.7121	176	0.62002	5.34246	194	1.79973	
Miami OH	Mid-American	17-16	0.51515	+2	114	0.574361	103	6.89879	292	64.0431	4	14.2383	4.28031	104	6.50026	
Delaware	America East	20-10	0.66667	-1	115	0.564787	108	6.8163	113	74.8828	131	3.33199	4.97721	201	1.58529	
Hampton	Mid-Eastern AC	25-7	0.78125	+17	116	0.56257	139	3.95344	95	75.8204	200	-0.476947	3.23318	277	-2.60358	
San Diego	West Coast	16-13	0.55172	+7	117	0.543343	101	7.78115	194	71.1334	56	8.02882	3.28869	120	5.38585	
Col Charleston	Southern	22-7	0.75862	-3	118	0.528456	120	5.40942	263	66.4163	24	10.3908	6.03336	224	0.671526	
Washington St	Pac 10	12-16	0.42857	+7	119	0.513917	123	5.18479	199	70.7125	87	5.86818	4.3786	66	9.20241	
DePaul	Conference USA	12-18	0.4	+8	120	0.512088	111	6.1729	108	75.0479	149	2.51207	3.50981	46	10.2984	
Ball St	Mid-American	18-12	0.6		121	0.511431	121	5.38074	169	72.256	113	4.49975	3.6364	136	4.25478	
Holy Cross	Patriot League	22-8	0.73333	+3	122	0.494489	117	5.63029	251	67.1468	28	9.88349	4.85918	228	0.447758	
Bradley	Missouri Val	19-12	0.6129	-19	123	0.483229	135	4.22063	239	67.7152	59	7.90255	6.07445	146	3.92343	
Wright St	Midwestern CC	18-11	0.62069	+14	124	0.475762	142	3.76328	182	71.7149	128	3.45251	6.11539	138	4.18774	
Michigan	Big 10	10-18	0.35714	+4	125	0.474489	130	4.70472	88	76.4522	196	-0.356317	4.41288	36	11.2873	
Murray St	OH Valley	17-12	0.58621	-3	126	0.467248	138	4.16923	47	79.1156	253	-3.56091	4.69352	141	4.10891	
San Jose St	Western Athletic	14-14	0.5	+10	127	0.463412	129	4.90109	268	66.0113	25	10.2713	4.77915	88	7.7554	
Rutgers	Big East	11-16	0.40741	-6	128	0.458594	105	6.85435	203	70.3703	60	7.87927	4.31306	75	8.70888	
Colorado St	Mountain West	15-13	0.53571	-12	129	0.458011	107	6.82894	213	69.6008	45	8.61797	6.02619	111	6.02998	
McNeese St	Southland	22-9	0.70968	-10	130	0.446689	127	4.97926	27	81.661	278	-5.27376	4.12609	251	-0.785366	
S Illinois	Missouri Val	16-14	0.53333	-13	131	0.434296	133	4.34145	99	75.4896	181	0.250089	5.08663	123	5.14998	
La Salle	Atlantic 10	12-17	0.41379	+3	132	0.434109	122	5.21463	159	72.7346	122	3.86878	4.47664	82	8.30829	
Iona	Metro Atlantic	22-11	0.66667	+1	133	0.429496	125	5.16151	69	77.5553	208	-1.00196	4.43947	221	0.746173	
Northwestern	Big 10	11-19	0.36667	+5	134	0.425903	140	3.90488	286	64.3774	21	10.9114	4.86638	51	9.90084	
Bowling Green	Mid-American	15-14	0.51724	+1	135	0.415011	119	5.40993	81	76.8708	189	-0.080349	4.27757	129	4.75595	
Kansas St	Big 12	11-18	0.37931	-9	136	0.409289	131	4.67571	248	67.3787	43	8.69105	5.42284	55	9.76865	
Florida St	Atlantic Coast	9-21	0.3	-6	137	0.398876	126	5.00059	143	73.4022	136	2.98941	4.46826	45	10.4417	
Pacific	Big West	18-12	0.6	+3	138	0.390818	134	4.28814	221	68.814	73	6.87343	3.8954	160	3.26647	
E Washington	Big Sky	17-11	0.60714	-7	139	0.388677	143	3.68987	202	70.3977	109	4.67106	4.97124	169	2.7237	
ULL	Sun Belt	16-13	0.55172	-10	140	0.37362	141	3.83964	61	78.0603	236	-2.81481	3.60938	157	3.38935	
Oregon St	Pac 10	10-20	0.33333	+7	141	0.362948	112	6.01518	272	65.8257	15	11.5923	3.84949	41	10.6981	
Siena	Metro Atlantic	20-11	0.64516	+2	142	0.359144	149	3.18421	100	75.4625	205	-0.891114	5.2534	215	0.993335	
Boise St	Big West	17-14	0.54839		143	0.35655	147	3.23636	146	73.3893	166	1.24481	4.60764	134	4.43011	
Washington	Pac 10	10-20	0.33333	+7	144	0.342284	168	1.38629	145	73.3895	203	-0.596761	3.59898	40	10.8173	
Canisius	Metro Atlantic	20-11	0.64516	+4	145	0.331704	154	2.46232	90	76.1962	231	-2.3398	4.59455	222	0.738046	
Clemson	Atlantic Coast	12-19	0.3871	-6	146	0.32765	144	3.45663	67	77.6302	235	-2.78568	4.86341	72	8.82977	
Long Beach St	Big West	18-13	0.58065	+5	147	0.320623	159	2.1995	83	76.7761	249	-3.17947	4.28496	168	2.7774	
Lipscomb	D1 Independent	4-4	0.5	-2	148	0.316784	145	3.42515	54	78.2612	252	-3.43749	5.1522	153	3.61596	
Rice	Western Athletic	14-16	0.46667	+6	149	0.309706	146	3.40579	293	63.8004	20	10.9937	5.30554	112	6.01998	
Princeton	Ivy League	16-11	0.59259	-8	150	0.295005	157	2.27031	318	59.8089	5	13.866	5.99857	170	2.71262	
New Mexico St	Sun Belt	14-14	0.5	-6	151	0.263101	136	4.21642	142	73.4214	152	2.18412	3.74587	175	2.27517	
Ark Little Rock	Sun Belt	18-11	0.62069	-5	152	0.251144	148	3.18924	185	71.588	135	2.99239	3.74986	220	0.767044	
Louisiana Tech	Sun Belt	17-12	0.58621	-3	153	0.239834	155	2.43611	241	67.5738	80	6.25567	3.59583	198	1.66024	
Troy	Trans America	19-12	0.6129		154	0.23881	161	2.0641	98	75.5314	227	-2.08014	4.3441	245	-0.473756	
VA Commonwealth	Colonial	16-14	0.53333	+2	155	0.231886	150	2.80502	106	75.1892	207	-0.985137	6.02797	155	3.4568	
Fordham	Atlantic 10	12-17	0.41379	+8	156	0.227547	163	1.98902	76	77.2815	258	-3.90537	4.22941	85	8.03606	
San Diego St	Mountain West	14-14	0.5	-4	157	0.219985	153	2.5502	217	69.3844	111	4.55162	6.01321	144	4.02305	
Youngstown St	Mid-Continent	19-11	0.63333	+5	158	0.219207	172	1.2006	154	72.8328	191	-0.229149	4.69254	225	0.535883	
Maine	America East	18-11	0.62069	-3	159	0.218734	162	2.00101	56	78.1427	269	-4.73965	4.81933	232	0.177391	
IL Chicago	Midwestern CC	11-17	0.39286	+13	160	0.210862	137	4.18115	158	72.7816	143	2.79838	5.79865	92	7.31763	
Navy	Patriot League	19-12	0.6129	+4	161	0.191575	151	2.68978	91	76.0183	225	-1.93448	5.31968	240	-0.250431	
ETSU	Southern	18-10	0.64286	-1	162	0.179256	170	1.22051	219	69.2304	130	3.37976	6.07733	248	-0.595334	
Arkansas St	Sun Belt	17-13	0.56667	-4	163	0.176881	180	0.842561	127	74.2043	226	-1.96513	3.5556	203	1.54324	
New Orleans	Sun Belt	17-12	0.58621	-2	164	0.158722	174	1.12278	240	67.6904	106	4.82246	4.20917	239	-0.121347	
Evansville	Missouri Val	14-16	0.46667	-7	165	0.154342	176	1.00073	180	71.7819	177	0.614094	6.09259	149	3.79958	
WI Green Bay	Midwestern CC	11-17	0.39286	+18	166	0.149081	171	1.20694	296	63.5914	40	9.0092	5.52922	102	6.55072	
Missouri St	Missouri Val	13-16	0.44828	-7	167	0.14905	158	2.2071	255	66.7782	74	6.82645	6.12166	132	4.62141	
Akron	Mid-American	12-16	0.42857		168	0.143031	185	0.285826	188	71.4603	183	0.202092	3.98942	126	5.05158	
Marist	Metro Atlantic	17-13	0.56667	+5	169	0.137243	164	1.70502	218	69.2334	123	3.86563	4.82756	219	0.823889	
Monmouth NJ	Northeast	21-10	0.67742		170	0.134902	165	1.53794	247	67.3794	96	5.54155	3.87573	281	-2.85226	
SE Missouri St	OH Valley	18-12	0.6	-4	171	0.131405	167	1.43568	223	68.7728	119	4.04452	4.58201	231	0.184459	
Niagara	Metro Atlantic	15-13	0.53571		172	0.128565	187	-0.012775	112	74.9738	254	-3.59865	4.08805	206	1.38943	
UNC Greensboro	Southern	19-12	0.6129	-7	173	0.127728	189	-0.148246	148	73.0695	223	-1.8249	5.75598	246	-0.490529	
Houston	Conference USA	9-20	0.31034	+4	174	0.119246	175	1.09092	198	70.7139	159	1.76879	4.68438	89	7.64908	
Chattanooga	Southern	17-13	0.56667	-6	175	0.113861	156	2.43094	165	72.568	165	1.25288	6.13251	211	1.17485	
Drexel	America East	15-12	0.55556	-5	176	0.111971	169	1.30673	119	74.5552	224	-1.84583	5.24531	213	1.06634	
Rider	Metro Atlantic	16-12	0.57143	+2	177	0.105	184	0.474333	175	71.937	188	-0.07546	4.33743	226	0.533381	
Old Dominion	Colonial	13-18	0.41935	+2	178	0.090651	160	2.08851	201	70.5161	139	2.96866	5.93415	135	4.28474	
Northwestern LA	Southland	19-13	0.59375	+7	179	0.090015	211	-1.71229	161	72.687	245	-2.99761	4.22931	249	-0.693857	
Manhattan	Metro Atlantic	14-15	0.48276	+3	180	0.082361	152	2.55187	192	71.2045	144	2.73483	4.83551	205	1.45064	
Weber St	Big Sky	15-14	0.51724	-6	181	0.070883	179	0.881139	74	77.3688	276	-5.10703	5.37493	197	1.66041	
Santa Barbara	Big West	13-15	0.46429	+6	182	0.061763	173	1.12541	176	71.8721	175	0.650392	3.84843	164	2.98198	
Radford	Big South	19-10	0.65517	-7	183	0.049087	209	-1.69351	122	74.3432	268	-4.65032	5.11935	275	-2.20452	
Idaho St	Big Sky	14-14	0.5	-3	184	0.040913	191	-0.456543	133	73.9178	244	-2.99565	4.80806	190	1.83645	
Birmingham So	D1 Independent	5-7	0.41667	-3	185	0.027228	178	0.904217	187	71.4692	172	0.841609	4.82612	172	2.48625	
Drake	Missouri Val	12-16	0.42857	-9	186	0.009952	177	0.935153	190	71.3527	169	0.979928	6.19254	165	2.91416	
Nevada	Western Athletic	10-18	0.35714	+14	187	-0.000645	166	1.49761	177	71.8632	168	1.01756	6.0317	108	6.42253	
Texas A&M	Big 12	10-20	0.33333	-3	188	-0.005609	200	-1.23958	162	72.6654	233	-2.51186	4.91596	109	6.33487	
S Carolina St	Mid-Eastern AC	19-13	0.59375	+2	189	-0.01941	212	-1.80552	276	65.2662	114	4.32798	3.67444	260	-1.18347	
East Carolina	Colonial	14-14	0.5	+3	190	-0.020336	183	0.536821	105	75.1983	250	-3.26991	5.48538	182	1.98795	
San Francisco	West Coast	12-18	0.4	+9	191	-0.020811	190	-0.152662	204	70.3472	171	0.886755	3.657	139	4.16305	
St Francis NY	Northeast	18-11	0.62069	+2	192	-0.024699	197	-0.694599	86	76.6053	282	-5.91818	4.06528	283	-2.88343	
Stetson	Trans America	17-12	0.58621	-3	193	-0.037541	194	-0.529319	137	73.7601	239	-2.90053	4.76096	267	-1.67056	
Northern Arizona	Big Sky	15-14	0.51724	+1	194	-0.044374	181	0.593509	216	69.4981	151	2.4764	5.66468	234	0.066481	
Texas Tech	Big 12	9-19	0.32143	-8	195	-0.049317	195	-0.583751	206	70.0152	173	0.793179	4.87862	100	6.6621	
Missouri KC	Mid-Continent	14-16	0.46667	+2	196	-0.051737	182	0.544674	307	62.1805	30	9.76249	4.61564	214	0.993559	
Alabama St	Southwestern AC	22-9	0.70968	-5	197	-0.055377	198	-0.724439	302	63.0956	62	7.5757	4.20186	323	-6.31748	
Montana St	Big Sky	16-14	0.53333	-1	198	-0.056044	188	-0.049054	164	72.5795	210	-1.24671	5.6958	233	0.161149	
Samford	Trans America	15-14	0.51724	-3	199	-0.060983	192	-0.484143	297	63.5447	66	7.37221	4.41896	242	-0.372925	
Duquesne	Atlantic 10	9-21	0.3	+5	200	-0.083832	201	-1.25475	152	73.0319	238	-2.89839	4.97885	103	6.54991	
James Madison	Colonial	12-17	0.41379	+1	201	-0.092461	206	-1.59228	257	66.7298	134	3.07001	6.08464	171	2.50265	
Ga Southern	Southern	15-15	0.5	-3	202	-0.095596	199	-1.06756	82	76.8202	289	-6.50104	5.70956	252	-0.837471	
Oakland	Mid-Continent	12-16	0.42857	+5	203	-0.10024	202	-1.38716	68	77.5897	299	-7.57919	4.47996	162	3.12943	
Boston Univ	America East	14-14	0.5		204	-0.111457	203	-1.39448	259	66.5921	129	3.40826	5.03353	229	0.276916	
Penn	Ivy League	12-17	0.41379	+1	205	-0.11516	186	0.053389	250	67.1692	116	4.28944	5.31943	184	1.95909	
Jacksonville	Trans America	18-10	0.64286	-3	206	-0.120354	210	-1.70497	265	66.2225	127	3.46316	4.94247	298	-3.76407	
Brown	Ivy League	15-12	0.55556		207	-0.141346	227	-3.36042	123	74.2953	285	-6.26621	5.96219	268	-1.69995	
Winthrop	Big South	18-13	0.58065	-19	208	-0.146487	196	-0.586613	290	64.0971	76	6.71704	5.52333	274	-2.19244	
Fairfield	Metro Atlantic	12-16	0.42857	+1	209	-0.156859	215	-1.9666	139	73.6423	262	-4.21591	4.63112	209	1.24056	
Citadel	Southern	16-12	0.57143	-1	210	-0.174484	228	-3.42041	271	65.8778	153	2.09243	6.21477	259	-1.17175	
UMBC	Northeast	18-11	0.62069		211	-0.188809	204	-1.45381	126	74.2239	265	-4.29158	3.97515	309	-4.50459	
William & Mary	Colonial	11-17	0.39286		212	-0.203689	224	-3.16342	301	63.2167	103	5.01482	6.22313	187	1.93382	
Portland	West Coast	11-17	0.39286	+10	213	-0.221421	219	-2.44165	215	69.5316	202	-0.589452	3.08093	158	3.30188	
Stony Brook	D1 Independent	17-11	0.60714	+1	214	-0.231013	233	-3.77452	243	67.5414	184	0.082256	5.28484	276	-2.30845	
