Team		Record		Δ	Rat		Pwr		Off		Def		HFA	SoS		
Texas	Big 12	20-11	0.64516	-11	54	1.87482	46	38.7901	47	92.1198	94	19.8028	4.87201	51	35.4023	
Buffalo	Mid-American	23-10	0.69697	-7	55	1.86562	64	36.6752	36	93.0907	160	16.7148	4.57595	100	32.2675	
ULL	Sun Belt	20-11	0.64516	+2	56	1.85987	52	38.0924	61	90.6963	81	20.5302	4.96814	97	32.4521	
Clemson	Atlantic Coast	16-16	0.5	-3	57	1.85902	48	38.5637	51	91.6514	88	20.0407	4.0682	17	37.6503	
Stanford	Pac 10	18-13	0.58065	-17	58	1.8555	61	36.9875	83	88.8935	72	21.2252	5.17498	37	36.2296	
Ohio	Mid-American	21-11	0.65625	-6	59	1.83983	78	35.0137	79	89.1883	115	18.9542	4.56295	113	31.6148	
Northern Iowa	Missouri Val	21-11	0.65625	-3	60	1.83271	54	37.4961	76	89.2589	67	21.3732	4.6185	76	33.7543	
TCU	Conference USA	21-14	0.6	+37	61	1.83261	85	34.5297	94	88.2118	102	19.4483	5.03018	91	32.8376	
Memphis	Conference USA	22-16	0.57895	+5	62	1.83082	42	38.9391	56	91.3045	78	20.7676	5.55175	66	34.2176	
Vanderbilt	Southeastern	20-14	0.58824	+17	63	1.82373	55	37.475	82	89.0221	65	21.5904	6.48923	49	35.4318	
Missouri St	Missouri Val	19-13	0.59375	-9	64	1.82104	63	36.9469	40	92.5804	146	17.5067	4.12611	68	34.1969	
Kansas St	Big 12	17-12	0.58621	-2	65	1.80577	67	36.2781	111	87.6983	61	21.7119	4.48505	59	34.5067	
DePaul	Conference USA	20-11	0.64516	+5	66	1.80366	60	37.0222	100	87.9742	54	22.1811	4.74725	79	33.5314	
Bucknell	Patriot League	23-10	0.69697	+27	67	1.80274	89	34.1779	240	80.9353	18	26.377	4.12981	166	28.5284	
Davidson	Southern	23-9	0.71875	+44	68	1.80145	79	34.8392	98	88.0949	91	19.8732	3.39177	164	28.613	
UCLA	Pac 10	18-11	0.62069	-19	69	1.80098	72	35.7008	54	91.3915	148	17.4427	4.77475	45	35.6951	
Holy Cross	Patriot League	25-7	0.78125	+18	70	1.79896	75	35.5665	151	85.2415	34	23.4588	3.41952	185	27.5455	
Miami FL	Atlantic Coast	16-13	0.55172	-6	71	1.78311	62	36.9581	75	89.4562	80	20.6335	3.42305	28	36.6996	
Virginia	Atlantic Coast	14-15	0.48276	-4	72	1.78124	93	33.6949	59	90.9092	168	15.9125	4.34298	10	38.2589	
Notre Dame	Big East	17-12	0.58621	-14	73	1.78002	65	36.6133	89	88.5184	71	21.2266	2.85989	46	35.6155	
Virginia Tech	Atlantic Coast	16-14	0.53333		74	1.74648	96	33.5651	140	86.1973	82	20.4958	5.26068	56	34.6527	
Providence	Big East	14-17	0.45161	+3	75	1.74642	58	37.1154	23	94.1238	167	16.1254	3.17318	23	37.047	
UNLV	Mountain West	17-14	0.54839		76	1.74437	86	34.519	46	92.3377	183	15.3106	4.50183	61	34.4579	
Oral Roberts	Mid-Continent	25-8	0.75758	-7	77	1.73975	73	35.6167	57	91.2314	145	17.5177	4.38702	172	28.0756	
Tennessee	Southeastern	14-17	0.45161	+3	78	1.73361	70	35.8181	85	88.8545	87	20.0981	4.2267	31	36.4801	
CS Fullerton	Big West	21-11	0.65625	+30	79	1.72981	98	33.2246	25	94.0878	245	12.2775	4.47119	148	29.2654	
Xavier	Atlantic 10	17-12	0.58621	+12	80	1.71573	66	36.3478	69	90.1332	104	19.3426	3.26278	104	31.9603	
Winthrop	Big South	27-6	0.81818	-6	81	1.71477	100	32.9413	197	83.2944	43	22.7802	3.60252	262	23.8249	
Indiana	Big 10	15-14	0.51724	-18	82	1.71404	82	34.6466	164	84.7712	41	23.0079	5.94579	24	36.9393	
Akron	Mid-American	19-10	0.65517	-4	83	1.70734	88	34.3617	126	86.7167	77	20.7746	5.34054	120	30.9903	
Penn	Ivy League	20-9	0.68966	-7	84	1.70294	80	34.8177	121	86.9849	75	20.9652	4.15026	154	29.0798	
Miami OH	Mid-American	19-11	0.63333	-19	85	1.70196	77	35.1424	220	82.2473	20	26.0269	5.50548	87	33.0418	
Colorado	Big 12	14-16	0.46667	-3	86	1.70169	83	34.6062	32	93.3319	207	14.4054	3.96806	44	35.7427	
W Michigan	Mid-American	20-13	0.60606	-18	87	1.6993	68	36.2026	73	89.6307	96	19.7019	4.86253	101	32.1797	
Air Force	Mountain West	18-12	0.6	+1	88	1.69532	71	35.7617	275	78.1732	3	30.7161	4.87422	109	31.8043	
Missouri	Big 12	16-17	0.48485	-17	89	1.69347	95	33.6337	149	85.4211	69	21.3459	4.80899	38	36.1461	
WKU	Sun Belt	22-9	0.70968	+10	90	1.68473	90	33.9354	22	94.1719	228	12.8966	5.20566	153	29.1832	
Denver	Sun Belt	20-11	0.64516	-9	91	1.68052	87	34.3802	92	88.3741	110	19.1392	5.08594	136	29.7232	
Arizona St	Pac 10	18-14	0.5625	-19	92	1.67981	76	35.3854	26	93.903	200	14.6115	4.51963	64	34.3072	
Arkansas	Southeastern	18-12	0.6	+4	93	1.67761	84	34.5523	148	85.5014	53	22.1852	5.58971	93	32.7685	
Temple	Atlantic 10	16-14	0.53333	-10	94	1.67135	92	33.789	216	82.4058	27	24.5098	3.5265	74	33.8262	
Oregon	Pac 10	14-13	0.51852	-10	95	1.67026	99	33.1549	90	88.5093	138	17.7746	4.64437	54	35.2502	
Nebraska	Big 12	14-14	0.5	-1	96	1.66987	81	34.7922	136	86.2766	62	21.6466	5.00457	62	34.3496	
Washington St	Pac 10	12-16	0.42857	-11	97	1.66629	74	35.6065	315	74.4388	1	34.2985	4.86058	30	36.522	
Hofstra	Colonial	21-9	0.7	-8	98	1.65423	104	32.7419	88	88.5277	149	17.3432	4.20262	174	27.8808	
Kent	Mid-American	20-13	0.60606	-8	99	1.64037	97	33.3224	114	87.4881	114	18.9625	5.3283	114	31.5824	
Northwestern	Big 10	15-16	0.48387	+2	100	1.63066	121	31.3337	261	79.3889	24	25.0771	5.79806	58	34.5347	
Houston	Conference USA	18-14	0.5625	+3	101	1.62537	103	32.7529	119	87.2655	122	18.6172	5.69616	81	33.4909	
Rice	Western Athletic	19-12	0.6129	-6	102	1.61876	101	32.8883	66	90.3839	175	15.6358	4.25801	123	30.5307	
Mississippi	Southeastern	14-17	0.45161	+8	103	1.61837	108	32.5281	229	81.7247	31	23.9377	5.12506	65	34.2346	
SE Louisiana	Southland	24-9	0.72727	-1	104	1.61354	114	31.7651	302	75.9641	7	28.9314	4.03353	255	24.0037	
Northeastern	America East	21-10	0.67742	-4	105	1.61231	125	31.0929	45	92.3873	252	11.8347	4.37746	181	27.6638	
CS Northridge	Big West	18-13	0.58065	+8	106	1.60638	91	33.8432	101	87.9734	113	19.0072	4.61527	139	29.5475	
Marquette	Conference USA	19-12	0.6129	+17	107	1.60333	109	32.5192	185	83.7778	58	21.8733	4.43639	92	32.7873	
Wyoming	Mountain West	15-13	0.53571	-1	108	1.60285	113	31.8775	70	90.1133	190	14.8912	4.86694	82	33.2385	
Illinois St	Missouri Val	17-13	0.56667	+1	109	1.60213	119	31.3754	176	84.2932	85	20.2166	4.23963	103	32.0052	
Florida St	Atlantic Coast	12-19	0.3871	+3	110	1.6008	94	33.6554	132	86.496	84	20.286	4.16294	32	36.4289	
South Florida	Conference USA	14-16	0.46667	+10	111	1.60052	107	32.5891	137	86.2624	101	19.459	4.29562	117	31.4095	
Oregon St	Pac 10	17-15	0.53125	-25	112	1.60019	112	31.9972	65	90.4507	197	14.6725	5.75278	94	32.7395	
Toledo	Mid-American	16-13	0.55172	-5	113	1.59833	102	32.8862	93	88.2144	136	17.8025	5.75066	108	31.8098	
E Kentucky	OH Valley	22-9	0.70968	+1	114	1.59613	131	30.4915	150	85.2592	126	18.3604	3.90716	239	24.6195	
San Francisco	West Coast	17-14	0.54839	-16	115	1.58853	130	30.6915	166	84.6782	109	19.1433	4.15448	96	32.4649	
Seton Hall	Big East	12-16	0.42857	+6	116	1.58852	106	32.6655	222	81.9935	32	23.8052	2.78199	53	35.2515	
San Diego	West Coast	16-13	0.55172	-11	117	1.58637	117	31.6518	38	92.9284	251	11.8555	4.95235	125	30.488	
Niagara	Metro Atlantic	20-10	0.66667	-13	118	1.58361	120	31.3577	11	96.9688	308	7.5168	4.73968	191	27.0279	
Dayton	Atlantic 10	18-11	0.62069		119	1.57888	116	31.6522	230	81.6575	38	23.1251	3.69394	133	29.8515	
Rutgers	Big East	10-19	0.34483	-4	120	1.5678	122	31.2192	127	86.669	142	17.6823	2.94395	26	36.7432	
Ark Little Rock	Sun Belt	18-10	0.64286	+6	121	1.56559	134	30.0582	191	83.585	97	19.6035	5.0418	143	29.4569	
Bowling Green	Mid-American	18-11	0.62069	-2	122	1.55575	140	29.3641	122	86.9	176	15.5939	5.67913	128	30.3802	
Auburn	Southeastern	14-17	0.45161	+6	123	1.55569	133	30.0602	74	89.4767	217	13.7142	5.19858	75	33.772	
USC	Pac 10	12-17	0.41379	-6	124	1.54369	115	31.7213	42	92.5757	246	12.2746	4.42824	55	35.0761	
Ball St	Mid-American	15-13	0.53571	+3	125	1.53626	111	32.0741	91	88.4715	159	16.7333	5.21752	115	31.5756	
Pepperdine	West Coast	17-14	0.54839		126	1.532	124	31.1296	44	92.4825	255	11.7787	5.06979	122	30.7327	
California	Pac 10	13-16	0.44828	-4	127	1.53119	138	29.6844	155	85.052	139	17.762	4.03137	63	34.3416	
Drexel	Colonial	17-12	0.58621	-3	128	1.52614	118	31.6506	108	87.7445	154	17.0349	4.33632	150	29.2322	
Drake	Missouri Val	13-16	0.44828	+3	129	1.52012	132	30.4122	104	87.8535	173	15.6943	4.61821	88	32.9987	
UCF	Atlantic Sun	24-9	0.72727	+5	130	1.51935	146	29.1262	215	82.4099	92	19.846	2.59166	268	23.4001	
St John's	Big East	9-18	0.33333	+2	131	1.51681	105	32.7026	179	84.2279	63	21.609	3.72389	34	36.291	
VA Commonwealth	Colonial	19-13	0.59375	-15	132	1.51496	127	30.9711	130	86.6088	147	17.4895	3.45571	159	28.8519	
MTSU	Sun Belt	19-12	0.6129	+3	133	1.51113	126	31.056	158	84.9366	107	19.249	4.79685	178	27.7149	
Boston Univ	America East	20-9	0.68966	-4	134	1.50398	128	30.9444	290	77.2138	13	26.8625	4.29955	188	27.1355	
Richmond	Atlantic 10	14-15	0.48276	+2	135	1.50227	143	29.22	156	85.0301	150	17.314	3.28063	99	32.3633	
Detroit	Horizon	14-16	0.46667	+6	136	1.49754	110	32.1209	276	78.1575	11	27.0967	4.28363	126	30.4862	
Santa Clara	West Coast	15-16	0.48387	-6	137	1.49563	123	31.1714	71	89.8025	204	14.4992	3.79105	116	31.5637	
UNC Wilmington	Colonial	19-10	0.65517	-4	138	1.49411	163	27.7908	267	78.7084	51	22.2154	4.12171	196	26.8186	
Chattanooga	Southern	20-11	0.64516	-1	139	1.49272	148	29.0432	207	82.8816	106	19.294	4.40576	218	25.4805	
Massachusetts	Atlantic 10	16-12	0.57143		140	1.47028	162	27.8306	212	82.645	127	18.3152	3.52329	130	30.2656	
WI Green Bay	Horizon	17-11	0.60714	+4	141	1.46369	164	27.7762	146	85.6453	184	15.2592	3.76885	149	29.2357	
San Diego St	Mountain West	11-18	0.37931	-3	142	1.45882	137	29.686	80	89.1629	218	13.6507	3.48413	83	33.2022	
Northwestern LA	Southland	21-12	0.63636	-2	143	1.45563	156	28.2705	124	86.7997	202	14.6	4.19983	217	25.6028	
Michigan	Big 10	13-18	0.41935	-1	144	1.44728	129	30.7581	232	81.4507	45	22.4416	5.42694	60	34.4982	
UNC Greensboro	Southern	18-12	0.6	+15	145	1.44398	179	26.9803	128	86.6501	222	13.4648	4.79681	208	26.1746	
Hawaii	Western Athletic	16-13	0.55172	-2	146	1.44245	135	29.9392	167	84.6518	124	18.4203	4.65898	138	29.6621	
Arkansas St	Sun Belt	16-13	0.55172	+1	147	1.43365	149	28.99	84	88.8741	224	13.2443	5.04779	180	27.6711	
Oakland	Mid-Continent	13-19	0.40625	+1	148	1.43161	161	27.931	139	86.2043	191	14.8578	3.78878	127	30.4752	
Loyola-Chicago	Horizon	13-17	0.43333	+5	149	1.42355	158	28.1707	129	86.6378	198	14.6628	3.90298	129	30.2786	
Murray St	OH Valley	17-11	0.60714		150	1.42338	136	29.7765	162	84.7929	133	18.1165	3.49512	192	26.9757	
Rider	Metro Atlantic	19-11	0.63333	-4	151	1.41457	174	27.3837	110	87.7102	233	12.7992	4.59043	219	25.4209	
Bradley	Missouri Val	13-15	0.46429	-1	152	1.41439	147	29.0561	105	87.7945	208	14.3988	5.77363	90	32.9553	
Portland	West Coast	15-15	0.5	-7	153	1.39686	139	29.419	165	84.7029	135	17.8468	4.92715	131	30.2066	
UC Irvine	Big West	16-13	0.55172	+5	154	1.39654	170	27.544	174	84.3344	165	16.3481	4.54423	182	27.6195	
SMU	Western Athletic	14-14	0.5	-3	155	1.3938	145	29.1435	189	83.6523	121	18.6212	4.62894	140	29.5358	
IUPUI	Mid-Continent	16-13	0.55172	-1	156	1.39218	154	28.4427	141	85.9349	174	15.6417	4.35927	187	27.3629	
TAM C. Christi	D1 Independent	20-8	0.71429		157	1.39086	183	26.7305	153	85.2019	199	14.6576	5.70419	296	21.461	
Fresno St	Western Athletic	16-14	0.53333	-5	158	1.38999	175	27.3519	131	86.5551	214	13.9281	3.80566	168	28.3108	
Lamar	Southland	18-11	0.62069	-1	159	1.38485	166	27.6337	34	93.2026	306	7.55912	3.76044	245	24.4832	
Col Charleston	Southern	18-10	0.64286	+11	160	1.38479	157	28.2298	152	85.213	166	16.1473	5.17973	216	25.6843	
Missouri KC	Mid-Continent	16-12	0.57143		161	1.38234	167	27.6262	96	88.1452	235	12.6151	3.58458	193	26.9683	
Boise St	Western Athletic	16-18	0.47059	-6	162	1.37769	198	24.8244	81	89.0869	293	8.86901	4.05151	176	27.7364	
Sam Houston St	Southland	18-12	0.6	-1	163	1.37545	150	28.8297	134	86.4395	177	15.5173	4.35134	242	24.5195	
Appalachian St	Southern	18-12	0.6	+15	164	1.37362	172	27.4609	161	84.793	172	15.799	5.13751	246	24.4167	
IL Chicago	Horizon	15-14	0.51724	+3	165	1.37148	151	28.8254	99	88.0495	215	13.9079	4.71665	155	29.0461	
Indiana St	Missouri Val	11-20	0.35484	-2	166	1.36963	165	27.6405	269	78.5819	52	22.1921	5.30662	95	32.714	
N Illinois	Mid-American	11-17	0.39286	-4	167	1.36618	144	29.1519	170	84.5721	141	17.7107	5.61494	107	31.8295	
St Louis	Conference USA	9-21	0.3	+8	168	1.36477	142	29.2491	307	75.7495	15	26.6296	4.61324	77	33.7356	
Wright St	Horizon	15-15	0.5	+5	169	1.36052	186	26.5781	243	80.8151	116	18.8893	5.54962	144	29.4524	
Florida Intl	Sun Belt	13-17	0.43333	-4	170	1.35979	190	25.9177	175	84.3231	196	14.7268	4.00396	134	29.751	
Louisiana Tech	Western Athletic	14-15	0.48276	-6	171	1.3568	159	28.095	125	86.759	206	14.469	4.47617	137	29.7194	
Purdue	Big 10	7-21	0.25	-5	172	1.34804	141	29.2914	206	82.9169	99	19.5062	5.66868	18	37.4546	
Tennessee Tech	OH Valley	18-11	0.62069	+7	173	1.3466	177	27.2769	142	85.9234	205	14.483	5.22743	263	23.7432	
Delaware St	Mid-Eastern AC	19-14	0.57576	-2	174	1.34565	192	25.6452	296	76.6316	55	22.1446	2.43754	261	23.8411	
Princeton	Ivy League	15-13	0.53571	+3	175	1.3398	160	28.025	322	72.8448	8	28.3166	3.66404	179	27.6776	
Colorado St	Mountain West	11-17	0.39286	-6	176	1.33942	152	28.814	133	86.4866	179	15.4519	5.11912	111	31.6471	
Montana	Big Sky	18-13	0.58065	-8	177	1.33796	193	25.5759	195	83.3653	182	15.3466	5.78289	235	24.7915	
Ga Southern	Southern	18-13	0.58065	+8	178	1.33477	155	28.3054	30	93.4939	298	7.94125	5.47754	232	24.8629	
Fordham	Atlantic 10	13-16	0.44828	+2	179	1.33205	178	27.2208	238	81.1111	108	19.2374	3.45048	152	29.2175	
BYU	Mountain West	9-21	0.3	-7	180	1.32536	153	28.6666	178	84.2531	144	17.5438	4.78335	70	33.9498	
F Dickinson	Northeast	20-13	0.60606	+1	181	1.32295	184	26.6547	144	85.7864	213	13.9971	2.34003	269	23.3133	
George Mason	Colonial	16-13	0.55172	-5	182	1.32238	173	27.4321	117	87.3859	225	13.1745	5.58191	195	26.8313	
SE Missouri St	OH Valley	15-14	0.51724	+1	183	1.31284	187	26.5744	198	83.2713	164	16.4331	4.36584	220	25.3769	
American Univ	Patriot League	16-12	0.57143	+4	184	1.30787	207	24.4774	228	81.7451	169	15.865	4.58182	209	26.0285	
Loy Marymount	West Coast	11-17	0.39286	-10	185	1.30507	168	27.626	181	83.9559	157	16.801	4.78351	110	31.7874	
East Carolina	Conference USA	9-19	0.32143	+5	186	1.30407	176	27.3007	225	81.8143	123	18.6141	4.68623	98	32.3909	
Valparaiso	Mid-Continent	15-16	0.48387	-4	187	1.29508	191	25.8325	138	86.2486	234	12.7169	4.2495	161	28.8011	
New Orleans	Sun Belt	13-17	0.43333	+2	188	1.29168	188	26.2481	219	82.2874	152	17.0938	5.15435	145	29.3121	
Austin Peay	OH Valley	13-19	0.40625	+3	189	1.29063	181	26.7813	236	81.2165	118	18.6976	4.49609	167	28.5196	
Fairfield	Metro Atlantic	15-15	0.5	-3	190	1.28348	182	26.7369	231	81.6332	131	18.2319	4.09671	194	26.9155	
Iona	Metro Atlantic	15-16	0.48387	-6	191	1.27852	185	26.6521	159	84.8858	189	14.8931	3.97983	206	26.248	
St Peter's	Metro Atlantic	15-13	0.53571	-3	192	1.2783	194	25.449	48	92.0284	314	6.54784	4.39663	210	25.9359	
La Salle	Atlantic 10	10-19	0.34483	+1	193	1.27113	196	25.2869	224	81.9555	163	16.4602	2.21226	124	30.4964	
Butler	Horizon	13-15	0.46429	+2	194	1.27108	169	27.6251	255	79.7672	74	20.9857	5.10717	186	27.3661	
Evansville	Missouri Val	11-17	0.39286	-2	195	1.27021	180	26.904	112	87.6903	243	12.3501	5.10037	118	31.4074	
Manhattan	Metro Atlantic	15-14	0.51724	-1	196	1.26048	171	27.4949	143	85.8492	194	14.7735	5.11768	202	26.4643	
Gardner Webb	Atlantic Sun	18-12	0.6		197	1.24836	217	23.9649	221	82.1443	187	14.9517	4.08273	280	22.6829	
Furman	Southern	16-13	0.55172	+4	198	1.2385	195	25.313	202	83.0154	180	15.4292	4.96395	244	24.4883	
North Texas	Sun Belt	14-14	0.5	+1	199	1.21697	213	24.0735	109	87.7105	287	9.49326	4.47766	189	27.0433	
UT San Antonio	Southland	15-13	0.53571	-2	200	1.2094	201	24.735	78	89.1897	294	8.67345	3.59388	241	24.5755	
Santa Barbara	Big West	11-18	0.37931	+2	201	1.20189	203	24.59	313	74.7098	40	23.0138	4.89498	147	29.2989	
Samford	OH Valley	15-13	0.53571	+3	202	1.20097	210	24.229	284	77.8605	100	19.4981	4.08841	240	24.6018	
Tennessee St	OH Valley	14-17	0.45161	+3	203	1.19772	215	24.0611	64	90.464	313	6.72938	4.10712	175	27.7574	
Marshall	Mid-American	6-22	0.21429	-3	204	1.19435	197	25.2416	184	83.8018	203	14.5699	4.00023	85	33.17	
Maine	America East	14-15	0.48276	-6	205	1.19184	224	22.9425	259	79.5577	162	16.5099	4.2157	230	24.928	
Georgia	Southeastern	8-20	0.28571	+4	206	1.19162	205	24.4902	282	77.8813	95	19.742	4.83733	84	33.1976	
Monmouth NJ	Northeast	16-13	0.55172	+1	207	1.18644	216	24.0439	288	77.347	93	19.8291	1.80574	259	23.8654	
Portland St	Big Sky	19-9	0.67857	-1	208	1.17998	226	22.6926	173	84.3708	259	11.4571	5.24982	305	20.8239	
Binghamton	America East	12-17	0.41379	-5	209	1.17869	199	24.8036	265	78.8954	112	19.0376	4.59934	190	27.0321	
Hampton	Mid-Eastern AC	17-13	0.56667	+1	210	1.16832	212	24.0838	252	79.9705	151	17.2438	2.49312	306	20.7364	
Southern Miss	Conference USA	11-17	0.39286	+6	211	1.16727	221	23.4604	203	82.9947	220	13.5978	4.31119	184	27.5701	
E Michigan	Mid-American	12-18	0.4	-3	212	1.16412	208	24.3031	107	87.7547	286	9.67692	5.07395	165	28.5729	
S Carolina St	Mid-Eastern AC	19-12	0.6129	+5	213	1.15573	206	24.4788	242	80.8167	158	16.7911	2.66233	312	19.9061	
Utah Valley	D1 Independent	16-12	0.57143	+1	214	1.15392	225	22.9341	262	79.0591	155	17.0093	6.82463	294	21.5194	
Harvard	Ivy League	12-15	0.44444	-1	215	1.15311	220	23.5686	171	84.4187	244	12.281	4.04137	215	25.7053	
Albany NY	America East	13-15	0.46429	-3	216	1.15096	189	25.9815	187	83.6932	181	15.4173	4.17376	221	25.3596	
Belmont	Atlantic Sun	14-16	0.46667	+5	217	1.14942	209	24.2308	213	82.4656	188	14.8963	3.18153	238	24.6715	
