Team		Record		Δ	Rat		Pwr		Off		Def		HFA	SoS		
St Joseph's PA	Atlantic 10	19-14	0.57576	-5	55	1.85598	35	37.263	121	85.5057	23	24.5643	3.44329	48	32.9342	
WI Milwaukee	Horizon	22-9	0.70968	+13	56	1.83537	60	35.1024	35	91.2175	130	16.6912	4.61763	109	28.6116	
San Diego St	Mountain West	24-9	0.72727	-10	57	1.83015	65	34.5454	42	90.5853	128	16.764	5.03068	121	28.0851	
Rutgers	Big East	19-14	0.57576	+8	58	1.82395	57	35.3033	68	88.5663	76	19.5439	3.50621	55	32.5453	
Oklahoma	Big 12	21-9	0.7	-17	59	1.82136	64	34.5529	84	87.4808	71	19.8785	5.2033	67	31.7679	
Xavier	Atlantic 10	21-11	0.65625	-5	60	1.81305	58	35.21	69	88.5481	77	19.4667	3.70171	91	29.716	
Northwestern LA	Southland	26-8	0.76471	+11	61	1.809	89	31.589	67	88.6131	147	15.7808	3.52539	179	25.1757	
Montana	Big Sky	24-7	0.77419	+6	62	1.8069	73	33.3543	36	91.213	163	14.9493	4.48148	167	25.7203	
South Alabama	Sun Belt	24-7	0.77419	-4	63	1.80067	67	34.1856	64	88.7744	97	18.2199	3.76477	168	25.7018	
Seton Hall	Big East	18-12	0.6	-12	64	1.79321	71	33.4663	93	87.1452	81	19.1305	3.92325	35	33.4389	
Creighton	Missouri Val	20-10	0.66667	-1	65	1.79238	61	34.793	164	83.333	26	24.2678	5.06254	66	31.837	
Houston	Conference USA	21-10	0.67742	+10	66	1.78429	63	34.6276	105	86.4521	54	20.985	3.90478	99	29.2058	
Maryland	Atlantic Coast	19-13	0.59375	-19	67	1.76297	66	34.3195	17	93.555	192	13.5688	3.98494	39	33.2471	
Utah St	Western Athletic	23-9	0.71875	-15	68	1.74552	87	32.0777	109	86.2549	89	18.6264	4.386	133	27.5866	
Wake Forest	Atlantic Coast	17-17	0.5	-11	69	1.74462	68	33.9784	39	90.8508	145	15.9336	3.90862	30	33.6093	
Murray St	OH Valley	24-7	0.77419	+4	70	1.73639	77	32.9536	174	82.8753	35	22.8815	3.28734	193	24.3101	
Clemson	Atlantic Coast	19-13	0.59375	+4	71	1.73557	59	35.1233	48	90.2655	108	17.6597	4.4051	70	31.6945	
Air Force	Mountain West	24-7	0.77419	-5	72	1.72709	74	33.3253	256	78.6575	7	27.4711	5.68244	154	26.5469	
Stanford	Pac 10	16-14	0.53333	+11	73	1.71998	70	33.4916	134	85.0474	51	21.2444	5.13188	41	33.1894	
Pacific	Big West	23-8	0.74194	-3	74	1.71982	80	32.635	106	86.3615	82	19.0785	2.52163	171	25.4783	
Wisconsin	Big 10	19-12	0.6129	-14	75	1.71832	69	33.6673	75	88.0745	93	18.3941	6.88303	42	33.1308	
Akron	Mid-American	23-10	0.69697	+16	76	1.71605	79	32.7016	63	89.0954	134	16.4111	5.94259	137	27.4455	
Oklahoma St	Big 12	17-16	0.51515	-7	77	1.71461	54	35.7296	100	86.7237	47	21.812	4.02358	54	32.6931	
DePaul	Big East	12-15	0.44444	+3	78	1.71224	76	33.0301	136	85.0112	56	20.8215	3.98263	12	35.725	
Oregon	Pac 10	15-18	0.45455	+10	79	1.70996	55	35.569	57	89.6243	88	18.7464	3.75167	51	32.8097	
WKU	Sun Belt	23-8	0.74194	-2	80	1.70781	95	31.0628	23	92.1984	226	11.6774	4.75009	150	26.678	
Colorado	Big 12	20-10	0.66667	-21	81	1.70716	93	31.1557	32	91.3839	218	12.579	4.87589	85	30.1837	
Northeastern	Colonial	19-11	0.63333	+11	82	1.70664	82	32.4494	44	90.3797	165	14.879	3.33293	127	27.9316	
Georgia	Southeastern	15-15	0.5	+11	83	1.69264	92	31.3982	82	87.8447	136	16.3561	3.26896	31	33.6016	
Providence	Big East	12-15	0.44444	+4	84	1.68717	72	33.3811	18	93.0928	208	13.0947	3.74179	18	35.1598	
Temple	Atlantic 10	17-15	0.53125	-6	85	1.6704	75	33.236	193	82.0554	31	23.9885	4.21941	57	32.4519	
Virginia	Atlantic Coast	15-15	0.5	-13	86	1.6619	91	31.3995	152	83.7765	63	20.4299	5.33731	45	33.0179	
Nebraska	Big 12	19-14	0.57576	-10	87	1.66083	99	30.8445	159	83.5677	69	20.0783	4.45243	84	30.2265	
UTEP	Conference USA	21-10	0.67742	-1	88	1.65729	84	32.3518	180	82.552	41	22.6073	4.79335	144	26.9112	
Charlotte	Atlantic 10	19-13	0.59375	+2	89	1.6479	83	32.4396	86	87.4121	105	17.8344	3.438	94	29.5399	
Minnesota	Big 10	16-15	0.51613	-5	90	1.64425	85	32.3222	162	83.4373	48	21.6887	6.58195	61	32.0722	
Winthrop	Big South	23-8	0.74194	+4	91	1.64129	88	31.9036	167	83.1604	49	21.549	3.76274	194	24.2554	
Manhattan	Metro Atlantic	20-11	0.64516	+26	92	1.64092	120	29.2586	41	90.7485	235	11.3178	2.43324	113	28.4079	
VA Commonwealth	Colonial	19-10	0.65517	+15	93	1.63515	98	30.9356	160	83.5655	66	20.176	2.81753	119	28.1776	
USC	Pac 10	17-13	0.56667	+6	94	1.63137	109	30.2664	115	85.8749	119	17.1937	4.71215	74	31.3637	
Mississippi St	Southeastern	15-15	0.5	+20	95	1.61997	96	30.9837	119	85.5796	98	18.212	4.11572	53	32.7314	
Louisiana Tech	Western Athletic	20-13	0.60606	-16	96	1.61971	97	30.9808	199	81.8142	44	21.9757	4.63103	112	28.5164	
Marist	Metro Atlantic	19-10	0.65517	+4	97	1.61869	101	30.7251	46	90.3196	201	13.2126	2.52623	145	26.9056	
Iowa St	Big 12	16-14	0.53333	-12	98	1.61834	81	32.5188	12	94.6126	246	10.7104	4.31113	64	31.9509	
Butler	Horizon	20-13	0.60606		99	1.61785	86	32.2014	157	83.6123	50	21.3968	5.04384	110	28.5981	
BYU	Mountain West	20-9	0.68966	-10	100	1.59547	114	29.777	21	92.5009	257	10.0839	5.98413	132	27.6114	
La Salle	Atlantic 10	18-10	0.64286	+3	101	1.5951	94	31.0734	107	86.3542	112	17.5263	4.02771	129	27.8374	
St John's	Big East	12-15	0.44444	+3	102	1.58554	104	30.6213	269	77.9073	17	25.5159	3.5191	47	32.941	
Miami OH	Mid-American	18-11	0.62069	-1	103	1.58504	110	30.245	248	79.0223	30	24.0306	4.87397	102	28.9777	
St Mary's CA	West Coast	17-12	0.58621	+2	104	1.58373	103	30.7079	118	85.6209	103	17.89	3.16808	123	28.0371	
Texas Tech	Big 12	15-17	0.46875	-9	105	1.57709	106	30.3266	101	86.7178	133	16.4147	4.96279	71	31.6761	
UNLV	Mountain West	17-13	0.56667	-8	106	1.57508	100	30.7438	129	85.197	95	18.3528	5.35233	92	29.5676	
Ohio	Mid-American	19-11	0.63333	+3	107	1.57129	117	29.6514	135	85.0379	113	17.4161	5.20401	139	27.2308	
Toledo	Mid-American	20-11	0.64516	+3	108	1.56107	115	29.7073	146	84.3049	99	18.2092	5.52504	177	25.2861	
Penn St	Big 10	15-15	0.5	-27	109	1.55933	105	30.5123	114	85.9196	114	17.3986	4.60119	80	30.9703	
Auburn	Southeastern	12-16	0.42857	+12	110	1.55259	107	30.3229	140	84.825	96	18.3056	3.90553	28	33.8695	
Virginia Tech	Atlantic Coast	14-16	0.46667	-4	111	1.54908	78	32.7621	131	85.1115	62	20.4521	3.91483	68	31.7436	
Kansas St	Big 12	15-13	0.53571	-9	112	1.54771	90	31.4911	168	83.1155	53	21.1813	5.14703	83	30.2565	
New Mexico St	Western Athletic	16-14	0.53333	-16	113	1.54675	130	28.2507	112	86.1614	164	14.8972	4.24964	106	28.675	
St Louis	Atlantic 10	16-13	0.55172	-2	114	1.54284	127	28.819	287	76.7543	19	24.8668	4.60868	95	29.5309	
San Diego	West Coast	18-12	0.6	+2	115	1.52925	108	30.3216	31	91.5606	230	11.5673	3.17831	156	26.4733	
Fordham	Atlantic 10	16-16	0.5		116	1.52775	125	28.8873	147	84.137	110	17.5562	4.16864	107	28.6227	
Penn	Ivy League	20-9	0.68966	-4	117	1.52376	111	30.2012	187	82.3872	59	20.6253	3.3892	189	24.4836	
St Peter's	Metro Atlantic	17-15	0.53125	+5	118	1.51002	134	27.7042	89	87.2969	200	13.2147	1.79487	131	27.7423	
Hawaii	Western Athletic	17-11	0.60714	-10	119	1.50814	118	29.5041	194	82.0062	65	20.3036	5.00892	118	28.2278	
Holy Cross	Patriot League	20-12	0.625	+5	120	1.5048	119	29.2931	188	82.3711	72	19.7326	2.85929	184	24.8777	
Oregon St	Pac 10	13-18	0.41935	+12	121	1.49126	133	27.7082	141	84.7356	148	15.7746	4.25625	76	31.3127	
Oral Roberts	Mid-Continent	21-12	0.63636	-3	122	1.48297	123	28.9395	90	87.2551	175	14.4908	5.00532	192	24.3558	
Mississippi	Southeastern	14-16	0.46667	+15	123	1.48158	131	28.2336	191	82.1513	84	18.8904	3.93124	78	31.0297	
Washington St	Pac 10	11-17	0.39286	+11	124	1.475	102	30.7132	310	74.5935	3	28.918	4.64229	44	33.0315	
Northwestern	Big 10	14-15	0.48276	-11	125	1.47171	135	27.5184	304	75.0354	18	25.2865	5.94707	79	31.0026	
N Illinois	Mid-American	17-11	0.60714	+3	126	1.47053	122	29.0067	81	87.8931	185	13.9204	5.05127	152	26.612	
Davidson	Southern	20-11	0.64516	-7	127	1.46654	128	28.6189	74	88.2346	204	13.1917	4.83945	205	23.8223	
Loyola-Chicago	Horizon	19-11	0.63333	+2	128	1.46196	142	26.8325	111	86.1715	194	13.468	4.84972	181	25.1204	
Albany NY	America East	21-11	0.65625	+3	129	1.45828	129	28.4228	145	84.3333	124	16.8984	2.51462	213	23.2632	
Massachusetts	Atlantic 10	13-15	0.46429	+1	130	1.45778	116	29.7019	186	82.3952	67	20.1121	4.85213	87	30.1082	
Long Beach St	Big West	18-12	0.6	-5	131	1.45556	140	26.9096	9	95.9001	324	3.81714	1.92885	198	24.0687	
Georgia Tech	Atlantic Coast	11-17	0.39286	-11	132	1.45385	113	29.8456	88	87.363	155	15.2873	4.15143	59	32.2499	
Siena	Metro Atlantic	15-13	0.53571	+4	133	1.44981	124	28.892	94	87.1214	174	14.5759	2.70379	122	28.0694	
New Mexico	Mountain West	17-13	0.56667	-6	134	1.44552	132	27.8218	241	79.4349	52	21.1895	5.32212	126	27.9529	
TAM C. Christi	D1 Independent	20-8	0.71429	-1	135	1.44287	126	28.8645	37	91.2125	250	10.4576	4.34325	297	19.2316	
Loy Marymount	West Coast	12-18	0.4		136	1.43765	121	29.0585	85	87.4722	176	14.391	3.19753	86	30.1384	
Fresno St	Western Athletic	15-13	0.53571	-13	137	1.42783	139	27.035	58	89.6126	256	10.2293	4.9837	124	27.9944	
Samford	OH Valley	20-11	0.64516	+1	138	1.41068	138	27.211	240	79.4465	60	20.57	3.64297	206	23.6725	
Drexel	Colonial	15-16	0.48387	+15	139	1.40337	112	29.8801	258	78.5331	29	24.1549	3.76407	98	29.354	
Monmouth NJ	Northeast	19-15	0.55882	+13	140	1.40231	150	26.055	263	78.2353	58	20.6314	1.79973	202	23.9231	
Indiana St	Missouri Val	13-16	0.44828		141	1.40182	155	25.5696	165	83.2898	158	15.0871	4.00818	93	29.5575	
Sam Houston St	Southland	22-9	0.70968		142	1.3943	176	23.9922	97	86.8605	260	9.93626	3.21083	268	20.657	
Buffalo	Mid-American	19-13	0.59375	+2	143	1.39247	143	26.8256	78	88.0198	227	11.6116	4.92434	160	26.0567	
Coastal Car	Big South	20-10	0.66667	+7	144	1.38192	146	26.3402	178	82.7658	135	16.3782	4.08689	275	20.522	
Rhode Island	Atlantic 10	14-14	0.5	+1	145	1.38168	147	26.249	201	81.7369	115	17.3169	4.24842	114	28.3931	
Arizona St	Pac 10	11-17	0.39286	+10	146	1.37349	136	27.4556	130	85.1449	157	15.1138	4.61098	75	31.3138	
Dayton	Atlantic 10	14-17	0.45161		147	1.37251	137	27.2502	232	79.9595	68	20.0952	4.46447	105	28.7593	
ULL	Sun Belt	13-16	0.44828	-4	148	1.36669	153	25.8065	204	81.4246	120	17.1936	4.20843	116	28.289	
Northern Arizona	Big Sky	21-11	0.65625	-22	149	1.35826	163	25.0019	95	86.9615	244	10.8479	4.27739	232	22.4113	
Wyoming	Mountain West	14-18	0.4375	-7	150	1.35662	141	26.8751	156	83.6522	142	16.0239	4.60892	135	27.473	
Missouri	Big 12	12-16	0.42857	-11	151	1.34985	160	25.2722	181	82.5512	151	15.5289	5.41268	81	30.4509	
E Washington	Big Sky	15-15	0.5	-3	152	1.34716	149	26.152	108	86.3251	216	12.6391	4.80718	158	26.2556	
Colorado St	Mountain West	16-15	0.51613	-5	153	1.33702	145	26.3674	83	87.6356	231	11.5305	5.16842	148	26.7683	
Santa Clara	West Coast	13-16	0.44828	+5	154	1.33601	156	25.502	190	82.1627	140	16.1421	3.15128	130	27.8146	
Utah	Mountain West	14-15	0.48276	-5	155	1.33328	154	25.6752	245	79.193	80	19.2824	5.83902	141	27.1091	
IL Chicago	Horizon	16-15	0.51613	+2	156	1.33078	162	25.0643	128	85.2256	215	12.6462	4.45736	147	26.7833	
Delaware St	Mid-Eastern AC	21-14	0.6	+16	157	1.31947	182	23.6315	322	72.2084	27	24.2316	3.19443	220	22.9048	
Belmont	Atlantic Sun	20-11	0.64516	-6	158	1.31065	165	24.6836	59	89.5393	291	7.95485	3.42026	284	20.2042	
F Dickinson	Northeast	20-12	0.625	+3	159	1.30611	157	25.3979	113	86.0104	222	12.1945	2.7519	237	22.2063	
MTSU	Sun Belt	16-12	0.57143		160	1.29814	158	25.328	163	83.3836	171	14.7534	4.13629	176	25.303	
Baylor	Big 12	4-13	0.23529	-6	161	1.29754	144	26.3797	175	82.8405	137	16.3432	5.2237	21	35.005	
Ga Southern	Southern	20-10	0.66667	-5	162	1.29392	171	24.2177	79	87.9909	277	9.03224	4.71747	246	21.7701	
Loyola MD	Metro Atlantic	15-13	0.53571	+7	163	1.29337	167	24.582	65	88.7712	281	8.62011	2.48541	162	25.9848	
San Francisco	West Coast	11-17	0.39286	+1	164	1.28741	152	25.8622	183	82.4566	138	16.2118	3.51113	101	29.0291	
Tennessee Tech	OH Valley	19-12	0.6129	+1	165	1.28627	189	23.0287	126	85.3696	249	10.4651	4.06113	222	22.8697	
Detroit	Horizon	16-16	0.5	+2	166	1.27815	180	23.8499	254	78.6766	101	17.9802	5.56775	164	25.8952	
UC Irvine	Big West	16-13	0.55172	-3	167	1.27748	151	26.0007	196	81.9538	125	16.8526	2.19832	199	24.0655	
Denver	Sun Belt	16-15	0.51613	-5	168	1.27235	179	23.8779	247	79.151	111	17.5358	5.3206	190	24.4832	
WI Green Bay	Horizon	15-16	0.48387	+2	169	1.26746	181	23.7048	202	81.7353	169	14.7767	5.25302	159	26.0864	
IUPUI	Mid-Continent	18-10	0.64286	-3	170	1.26292	191	22.9997	246	79.1801	131	16.6257	4.98666	244	21.7927	
Chattanooga	Southern	19-13	0.59375	-2	171	1.25967	214	21.604	173	82.8864	232	11.5219	4.23831	277	20.5087	
Boise St	Western Athletic	14-15	0.48276	-11	172	1.25501	161	25.1633	103	86.6082	234	11.361	4.82316	157	26.3856	
Lehigh	Patriot League	19-12	0.6129	+5	173	1.24835	190	23.0124	284	76.9622	86	18.8635	2.54087	267	20.7209	
Evansville	Missouri Val	10-19	0.34483	+1	174	1.246	186	23.3959	176	82.7811	196	13.4229	4.68681	97	29.4626	
Drake	Missouri Val	12-19	0.3871	+2	175	1.23942	148	26.1659	125	85.4302	193	13.5384	4.66754	100	29.1474	
Niagara	Metro Atlantic	11-18	0.37931	+7	176	1.23871	169	24.4898	104	86.496	245	10.7993	3.01332	136	27.4465	
Jacksonville St	OH Valley	16-13	0.55172	+3	177	1.23818	177	23.9656	49	90.2002	305	6.56947	2.93941	219	22.9141	
Birmingham So	Big South	19-9	0.67857	+4	178	1.23616	183	23.4747	235	79.7049	132	16.5749	2.93227	288	20.1159	
Col Charleston	Southern	17-11	0.60714	+2	179	1.22603	166	24.6483	184	82.4384	161	15.0165	3.22984	279	20.44	
Southern Univ	Southwestern AC	20-13	0.60606	-4	180	1.22562	193	22.9147	275	77.6811	100	18.0415	4.0479	287	20.1254	
Central Conn	Northeast	18-11	0.62069	+10	181	1.22344	164	24.6972	138	84.8931	217	12.6106	2.9812	262	20.8723	
CS Sacramento	Big Sky	15-15	0.5	-8	182	1.2222	178	23.9592	70	88.54	286	8.2269	4.38533	185	24.7553	
Elon	Southern	15-14	0.51724	-4	183	1.21988	206	21.9038	244	79.2543	153	15.4581	4.02105	215	23.0769	
Purdue	Big 10	9-19	0.32143	-12	184	1.21871	172	24.1718	197	81.9247	159	15.0507	6.631	69	31.7146	
Wright St	Horizon	13-15	0.46429	+3	185	1.21522	184	23.4659	270	77.8527	92	18.4163	5.17373	165	25.8437	
N Dakota St	D1 Independent	16-12	0.57143	-2	186	1.19977	174	24.0745	171	83.0677	190	13.8131	5.57061	260	21.0441	
Valparaiso	Mid-Continent	17-12	0.58621	+2	187	1.19837	188	23.0805	80	87.9877	293	7.90353	5.29825	243	21.8047	
CS Fullerton	Big West	16-13	0.55172	-1	188	1.19633	168	24.511	45	90.3232	301	6.99224	2.76635	248	21.7179	
Santa Barbara	Big West	15-14	0.51724	-4	189	1.19498	194	22.7905	283	76.9825	90	18.6118	2.87447	196	24.2042	
UCF	Conference USA	14-15	0.48276	+5	190	1.19351	175	24.0457	261	78.3575	91	18.4987	3.92318	195	24.2167	
Austin Peay	OH Valley	17-14	0.54839	+1	191	1.19035	185	23.4365	132	85.0968	240	11.1462	4.35152	217	22.9836	
Portland St	Big Sky	12-16	0.42857	-2	192	1.18654	170	24.2704	149	83.9343	207	13.1471	4.05272	175	25.3146	
W Michigan	Mid-American	14-17	0.45161	+1	193	1.18651	230	20.3437	268	77.9184	156	15.2303	5.51077	163	25.9039	
Portland	West Coast	11-18	0.37931	-1	194	1.18175	195	22.621	144	84.3445	242	11.0832	3.46231	138	27.3788	
South Florida	Big East	7-22	0.24138	+1	195	1.17626	159	25.2909	298	75.8887	43	22.2079	3.32288	77	31.0416	
High Point	Big South	16-13	0.55172	+4	196	1.16315	212	21.7067	91	87.1475	298	7.36507	4.0132	261	21.004	
Binghamton	America East	16-13	0.55172		197	1.16279	196	22.4254	292	76.3125	83	18.9233	1.94846	253	21.5252	
Lipscomb	Atlantic Sun	21-11	0.65625	-12	198	1.16231	187	23.1527	214	80.9834	162	14.9755	3.70291	310	18.2517	
Troy	Sun Belt	14-15	0.48276		199	1.14277	173	24.1235	116	85.8493	243	11.0814	3.98585	229	22.5085	
Tulane	Conference USA	13-17	0.43333	+3	200	1.1422	205	22.0037	252	78.8352	143	15.9764	3.96678	201	23.9551	
Canisius	Metro Atlantic	9-20	0.31034	+8	201	1.14205	192	22.9258	166	83.1725	219	12.5622	1.93398	149	26.708	
Richmond	Atlantic 10	13-17	0.43333	-1	202	1.13961	231	20.2385	333	67.1321	16	25.9099	5.47808	155	26.4914	
Lamar	Southland	17-14	0.54839	+1	203	1.13623	213	21.6441	56	89.6656	318	4.78077	2.89862	282	20.29	
SE Louisiana	Southland	16-12	0.57143	+6	204	1.13109	199	22.209	272	77.7567	118	17.2566	2.68845	272	20.6042	
Tennessee St	OH Valley	13-15	0.46429	-3	205	1.13012	202	22.0176	172	82.9352	224	11.8868	3.28794	210	23.403	
Ark Little Rock	Sun Belt	14-15	0.48276	-8	206	1.12905	207	21.8826	285	76.8035	104	17.8894	3.94684	211	23.3725	
Delaware	Colonial	9-21	0.3	+9	207	1.12868	203	22.0142	222	80.5825	180	14.2377	3.15557	134	27.5375	
Towson	Colonial	12-16	0.42857	+12	208	1.12007	233	20.1172	133	85.0658	294	7.85425	2.5882	170	25.5545	
SF Austin	Southland	17-12	0.58621	+3	209	1.11849	200	22.1214	230	80.1491	168	14.778	3.09359	303	18.798	
Fairfield	Metro Atlantic	9-19	0.32143	+5	210	1.11822	211	21.7249	110	86.2287	285	8.30086	2.40872	117	28.2588	
Appalachian St	Southern	14-16	0.46667	-5	211	1.11488	216	21.5078	200	81.7711	220	12.5453	4.07124	231	22.4173	
Vermont	America East	13-17	0.43333	+2	212	1.11052	210	21.7254	226	80.3003	181	14.2342	2.47742	212	23.3421	
Chicago St	Mid-Continent	11-19	0.36667	-6	213	1.10637	229	20.435	192	82.1455	241	11.0956	4.95393	180	25.1306	
Idaho St	Big Sky	13-14	0.48148	-9	214	1.1059	215	21.6031	55	89.6728	320	4.74087	4.83495	216	23.0295	
North Texas	Sun Belt	14-14	0.5	-4	215	1.09749	220	21.1736	76	88.0215	307	5.96093	4.67556	214	23.1357	
Marshall	Conference USA	12-16	0.42857	+3	216	1.09068	225	20.6685	227	80.2928	205	13.1836	4.40798	187	24.6935	
SMU	Conference USA	13-16	0.44828		217	1.08877	198	22.2649	250	78.888	139	16.1836	4.33729	218	22.9379	
